Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"135,487,000","5,447,000",-,-,"35,000,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"7,418,000","422,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"128,069,000","5,025,000",-,-,"35,000,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","239,389,000","197,551,000","134,552,000","71,792,000","29,465,000","16,694,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"183,932,000","150,487,000","146,122,000","101,676,000","51,859,000","42,545,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"423,321,000","348,038,000","280,674,000","173,468,000","81,324,000","59,239,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-295,252,000","-343,013,000","-280,674,000","-173,468,000","-46,324,000","-59,239,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"26,541,000","22,947,000","6,147,000","546,000","1,330,000","3,547,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-6,445,000","-5,038,000","-2,890,000","-988,000","-605,000","-2,614,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,"25,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-275,156,000","-325,104,000","-277,417,000","-173,910,000","-45,574,000","-58,306,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-275,156,000","-325,104,000","-277,417,000","-173,910,000","-45,574,000","-58,306,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,"-7,729,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-275,156,000","-325,104,000","-277,417,000","-173,910,000","-45,574,000","-50,577,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"71,873,177","63,123,936","53,290,528","48,497,790","43,300,063","13,274,836",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"71,873,177","63,123,936","53,290,528","48,497,790","43,300,063","13,274,836",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),15.261%,18.452%,9.882%,12.004%,226.182%,3792.754%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-3.828,-5.150,-5.206,-3.586,-1.053,-3.810,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-3.828,-5.150,-5.206,-3.586,-1.053,-3.810,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-209,901,000","-230,180,000","-171,759,000","-129,893,000","-32,833,000","-48,114,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.920,-3.646,-3.223,-2.678,-0.758,-3.624,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,94.525%,92.253%,-,-,100.000%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-217.919%,-6297.283%,-,-,-132.354%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-203.087%,-5968.496%,-,-,-130.211%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-154.923%,-4225.812%,-,-,-93.809%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-292,263,000","-341,346,000","-279,909,000","-172,978,000","-45,975,000","-59,047,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-215.713%,-,-,-,-131.357%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,989,000","1,667,000","765,000","490,000","349,000","192,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-295,252,000","-343,013,000","-280,674,000","-173,468,000","-46,324,000","-59,239,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-217.919%,-,-,-,-132.354%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"135,487,000","5,447,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
