Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"8,719,000","8,945,000","14,703,000","4,341,000","1,826,000","3,515,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-0.604%,-39.162%,238.701%,137.733%,-48.051%,-29.531%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"-2,314,000","671,000","728,000","1,426,000","385,000","412,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"11,033,000","8,274,000","13,975,000","2,915,000","1,441,000","3,103,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","14,528,000","13,772,000","22,508,000","18,212,000","15,571,000","18,931,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"15,705,000","15,705,000","13,987,000","33,914,000","12,317,000","17,948,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"30,233,000","29,477,000","36,495,000","52,126,000","27,888,000","36,879,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-19,200,000","-21,203,000","-22,520,000","-49,211,000","-26,447,000","-33,776,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,726,000","1,629,000","829,000","2,000","1,039,000","1,512,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"1,012,000","-500,000","-2,000,000","1,486,000","2,880,000","2,532,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-27,000","-2,000","73,000","205,000","-174,000","784,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-16,489,000","-20,076,000","-23,618,000","-47,518,000","-22,702,000","-28,948,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,"-5,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-27,000","-176,000","-2,194,000","3,725,000","778,000","14,814,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"-3,530,000","-3,530,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"500,000",-,"523,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-20,046,000","-23,282,000","-25,812,000","-43,270,000","-21,924,000","-19,234,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,"-1,803,000","541,000",-,"-1,239,000","-7,407,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-20,046,000","-21,479,000","-26,353,000","-43,270,000","-20,685,000","-11,827,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"-65,000","-7,000","80,000","251,000","36,000","118,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-20,111,000","-21,486,000","-26,273,000","-43,019,000","-20,649,000","-11,709,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-20,111,000","-21,486,000","-26,273,000","-43,019,000","-20,649,000","-11,709,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"183,898,000","172,663,000","169,792,000","164,502,000","150,044,000","145,533,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"183,898,000","172,663,000","169,792,000","164,502,000","150,044,000","145,533,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),7.285%,1.691%,3.216%,9.636%,3.100%,14.681%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.109,-0.124,-0.155,-0.262,-0.138,-0.080,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.109,-0.124,-0.155,-0.262,-0.138,-0.080,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-23,056,000","-29,240,000","646,000","-23,901,000","-19,817,000","-32,387,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.125,-0.169,0.004,-0.145,-0.132,-0.223,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,126.540%,92.499%,95.049%,67.150%,78.916%,88.279%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-220.209%,-237.037%,-153.166%,-1133.633%,-1448.357%,-960.910%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-230.657%,-240.201%,-178.691%,-990.993%,-1130.832%,-333.115%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-264.434%,-326.887%,4.394%,-550.587%,-1085.268%,-921.394%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-18,567,000","-20,511,000","-21,793,000","-48,338,000","-24,408,000","-30,776,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-212.949%,-229.301%,-148.221%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"633,000","692,000","727,000","873,000","2,039,000","3,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-19,200,000","-21,203,000","-22,520,000","-49,211,000","-26,447,000","-33,776,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-220.209%,-237.037%,-153.166%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"8,719,000","8,945,000","14,703,000","4,341,000","1,826,000","3,515,000",Upgrade,Financials in USD,Fiscal year is January - December
