Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"681,485,000","593,238,000","498,987,000","437,768,000","349,846,000","322,357,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,"42,064,000","51,157,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"723,549,000","644,395,000","498,987,000","437,768,000","349,846,000","322,357,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),20.328%,29.141%,13.984%,25.132%,8.528%,9.397%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"340,202,000","290,574,000","250,127,000","238,029,000","206,506,000","190,434,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"383,347,000","353,821,000","248,860,000","199,739,000","143,340,000","131,923,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","92,901,000","80,393,000","66,592,000","67,120,000","62,857,000","63,109,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"76,191,000","73,741,000","74,771,000","60,932,000","67,229,000","68,853,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"169,092,000","154,134,000","141,363,000","128,052,000","130,086,000","131,962,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"214,255,000","199,687,000","107,497,000","71,687,000","13,254,000","-39,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-37,674,000","-27,158,000","-1,846,000","-885,000","-374,000","-119,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"10,623,000","5,459,000","1,321,000","601,000","642,000","997,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-1,078,000","-1,981,000","-1,177,000","-208,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-57,000","-3,929,000","3,668,000","13,536,000","6,215,000","-511,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"186,069,000","172,078,000","109,463,000","84,731,000","19,737,000","328,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-2,700,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,"5,400,000","1,000,000","-12,800,000","59,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"-1,800,000","-2,300,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"186,069,000","169,378,000","114,863,000","83,931,000","4,637,000","60,228,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"28,347,000","31,833,000","23,477,000","20,630,000","3,540,000","13,723,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"157,722,000","137,545,000","91,386,000","63,301,000","1,097,000","46,505,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,"-1,185,000","306,000","2,434,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"157,722,000","137,545,000","91,386,000","62,116,000","1,403,000","48,939,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"157,722,000","137,545,000","91,386,000","62,116,000","1,403,000","48,939,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,16.580%,50.510%,47.122%,4327.370%,-97.133%,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"48,424,000","48,265,000","48,551,000","47,777,000","47,038,000","46,982,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"52,483,500","53,001,000","52,427,000","49,784,000","49,124,000","49,907,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-0.365%,1.095%,5.309%,1.344%,-1.569%,7.570%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),3.257,2.850,1.882,1.300,0.030,1.042,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),3.009,2.600,1.740,1.250,0.030,0.980,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,17.378%,49.425%,39.200%,4090.974%,-96.957%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"170,154,000","145,337,000","65,147,000","70,538,000","23,411,000","207,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,3.242,2.742,1.243,1.417,0.477,0.004,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,52.981%,54.907%,49.873%,45.627%,40.972%,40.925%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,29.612%,30.988%,21.543%,16.376%,3.789%,-0.012%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,21.798%,21.345%,18.314%,14.189%,0.401%,15.182%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,23.517%,22.554%,13.056%,16.113%,6.692%,0.064%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"266,611,000","237,722,000","132,266,000","94,954,000","34,781,000","18,071,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,36.848%,36.891%,26.507%,21.690%,9.942%,5.606%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"52,356,000","38,035,000","24,769,000","23,267,000","21,527,000","18,110,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"214,255,000","199,687,000","107,497,000","71,687,000","13,254,000","-39,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,29.612%,30.988%,21.543%,16.375%,3.788%,-0.012%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,15.235%,18.794%,20.439%,24.580%,76.342%,22.785%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"723,549,000","644,395,000","498,987,000","437,768,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"10,400,000","8,700,000","8,100,000","5,800,000","4,300,000",Upgrade,Financials in USD,Fiscal year is January - December
