Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"169,879,000","194,623,000","292,484,000","211,650,000","294,644,000","335,001,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-12.528%,-33.459%,38.192%,-28.168%,-12.047%,61.258%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"26,953,000","39,764,000","22,496,200","81,494,000","63,963,000","105,352,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"142,926,000","154,859,000","269,987,800","130,156,000","230,681,000","229,649,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","104,306,000","100,233,000","138,601,000","174,140,000","154,099,000","149,455,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"35,731,000","63,079,000","129,986,000","147,852,000","218,485,000","322,969,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"176,079,000","199,354,000","304,629,000","358,034,000","405,201,000","508,825,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-33,153,000","-44,495,000","-34,641,200","-227,878,000","-174,520,000","-279,176,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-12,726,000","-6,032,000","-15,687,000","-20,017,000","-8,918,000","-27,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,"66,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"2,042,000","887,000","3,146,000","2,414,000","1,856,000","-794,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-43,837,000","-49,640,000","-47,182,200","-245,415,000","-181,582,000","-279,997,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-58,000","-181,000","-15,933,000","-21,575,000","-68,240,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"15,000","47,000","819,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-1,580,000","-1,580,000","-30,242,000","-15,049,000","-135,066,000","-7,112,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-517,000","-524,000","-868,800",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-45,992,000","-51,925,000","-94,226,000","-282,024,000","-384,841,000","-286,290,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,"-6,631,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-45,992,000","-51,925,000","-94,226,000","-282,024,000","-384,841,000","-279,659,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-45,992,000","-51,925,000","-94,226,000","-282,024,000","-384,841,000","-279,659,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"203,740,299","187,465,448","182,782,680","165,949,695","138,463,152","118,395,919",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"203,740,299","187,465,448","182,782,680","165,949,695","138,463,152","118,395,919",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),9.547%,2.562%,10.143%,19.851%,16.949%,103.996%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.226,-0.277,-0.516,-1.699,-2.779,-2.362,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.229,-0.280,-0.520,-1.699,-2.779,-2.362,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-38,532,000","-23,384,000","-73,268,000","-253,024,000","-110,705,000","-264,096,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.189,-0.125,-0.401,-1.525,-0.800,-2.231,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,84.134%,79.569%,92.308%,61.496%,78.291%,68.552%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-19.516%,-22.862%,-11.844%,-107.667%,-59.231%,-83.336%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-27.073%,-26.680%,-32.216%,-133.250%,-130.612%,-83.480%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-22.682%,-12.015%,-25.050%,-119.548%,-37.572%,-78.834%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"4,410,000","-6,868,000","3,055,800","-189,908,000","-139,828,000","-240,530,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,2.596%,-3.529%,1.045%,-89.727%,-47.456%,-71.800%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"37,563,000","37,627,000","37,697,000","37,970,000","34,692,000","38,646,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-33,153,000","-44,495,000","-34,641,200","-227,878,000","-174,520,000","-279,176,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-19.516%,-22.862%,-11.844%,-107.667%,-59.231%,-83.336%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"169,879,000","194,623,000","292,484,000","211,650,000","294,644,000","335,001,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"1,000,000","6,700,000","8,200,000","5,000,000","6,000,000",Upgrade,Financials in USD,Fiscal year is January - December
