Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
"Selling, General & Admin","35,795,000","38,455,000","47,609,000","45,782,000","49,728,000","39,136,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"132,345,000","135,304,000","170,919,000","170,267,000","160,854,000","143,403,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"168,140,000","173,759,000","218,528,000","216,049,000","210,582,000","182,539,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-62,818,000","-173,759,000","-218,528,000","-216,049,000","-210,582,000","-182,539,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-12,018,000","-13,511,000","-13,880,000","-19,440,000","-12,666,000","-1,938,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,833,000","1,997,000","1,583,000","761,000","3,442,000","5,563,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"4,209,000","6,006,000","107,000","1,138,000","-76,000","-157,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-67,794,000","-179,267,000","-230,718,000","-233,590,000","-219,882,000","-179,071,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"9,450,000","9,450,000","1,405,000","-339,000","-98,000","2,364,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-68,344,000","-179,817,000","-229,378,000","-234,004,000","-243,360,000","-180,307,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-71,647,000","-179,817,000","-229,378,000","-234,004,000","-243,360,000","-180,307,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-71,647,000","-179,817,000","-229,378,000","-234,004,000","-243,360,000","-180,307,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"226,128,590","152,621,669","84,574,869","74,843,482","68,510,260","54,740,170",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"226,128,590","152,621,669","84,574,869","74,843,482","68,510,260","54,740,170",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),88.966%,80.457%,13.002%,9.244%,25.155%,741.526%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.317,-1.178,-2.712,-3.127,-3.552,-3.294,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.317,-1.178,-2.712,-3.127,-3.552,-3.294,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,411,000","-159,158,000","-187,442,000","-190,436,000","-177,863,000","-147,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.006,-1.043,-2.216,-2.544,-2.596,-2.700,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-61,801,000","-172,152,000","-216,696,000","-214,309,000","-209,173,000","-181,622,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,017,000","1,607,000","1,832,000","1,740,000","1,409,000","917,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-62,818,000","-173,759,000","-218,528,000","-216,049,000","-210,582,000","-182,539,000",Upgrade,Financials in USD,Fiscal year is January - December
