Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters,,
Revenue,-,"41,000",-,"6,000","31,000","31,000","35,000","74,000","48,000","18,000","52,000","16,000","29,000","155,000","68,000","27,000","28,000","42,000","972,000","25,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,32.258%,-,-91.892%,-35.417%,72.222%,-32.692%,362.500%,65.517%,-88.387%,-23.529%,-40.741%,3.571%,269.048%,-93.004%,8.000%,-90.000%,-96.004%,176.136%,-99.175%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"6,366,000","4,480,000","8,497,000","8,299,000","5,496,000","13,945,000","15,826,000","14,236,000","8,866,000","12,053,000","14,670,000","27,658,000","9,384,000","7,198,000","4,213,000","8,145,000","2,543,000","3,029,000","2,635,000","6,730,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-6,366,000","-4,439,000","-8,497,000","-8,293,000","-5,465,000","-13,914,000","-15,791,000","-14,162,000","-8,818,000","-12,035,000","-14,618,000","-27,642,000","-9,355,000","-7,043,000","-4,145,000","-8,118,000","-2,515,000","-2,987,000","-1,663,000","-6,705,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,358,000","2,234,000","2,451,000","1,876,000","2,236,000","2,281,000","2,292,000","2,482,000","1,846,000","2,129,000","2,243,000","2,128,000","1,923,000","2,114,000","2,373,000","2,124,000","2,429,000","1,687,000","1,678,000","2,152,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,358,000","2,234,000","2,451,000","1,876,000","2,236,000","2,281,000","2,292,000","2,482,000","1,846,000","2,129,000","2,243,000","2,128,000","1,923,000","2,114,000","2,373,000","2,124,000","2,429,000","1,687,000","1,678,000","2,152,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-9,724,000","-6,673,000","-10,948,000","-10,169,000","-7,701,000","-16,195,000","-18,083,000","-16,644,000","-10,664,000","-14,164,000","-16,861,000","-29,770,000","-11,278,000","-9,157,000","-6,518,000","-10,242,000","-4,944,000","-4,674,000","-3,341,000","-8,857,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,000","3,000","4,000","3,000","7,000","31,000","43,000","73,000","52,000","22,000","13,000","14,000","13,000","13,000","13,000","17,000","14,000","29,000","60,000","31,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-3,000",-,"-1,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"-8,962,000","1,970,000","-357,000","7,566,000","-4,451,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-9,725,000","-6,670,000","-10,945,000","-19,128,000","-5,724,000","-16,521,000","-10,474,000","-21,022,000","-10,612,000","-14,142,000","-16,848,000","-29,756,000","-11,265,000","-9,144,000","-6,505,000","-10,225,000","-4,930,000","-4,645,000","-3,281,000","-8,826,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-9,725,000","-6,670,000","-10,945,000","-19,128,000","-5,724,000","-16,521,000","-10,474,000","-21,022,000","-10,612,000","-14,142,000","-16,848,000","-29,756,000","-11,265,000","-9,144,000","-6,505,000","-10,225,000","-4,930,000","-4,645,000","-3,281,000","-8,826,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-9,725,000","-6,670,000","-10,945,000","-19,128,000","-5,724,000","-16,521,000","-10,474,000","-21,022,000","-10,612,000","-14,142,000","-16,848,000","-29,756,000","-11,265,000","-9,144,000","-6,505,000","-10,225,000","-4,930,000","-4,645,000","-3,281,000","-8,826,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"43,151,861","36,526,268","32,930,977","27,742,035","19,988,079","15,700,324","11,749,139","10,286,683","8,856,750","8,750,982","8,504,989","8,457,441","7,853,095","7,549,285","7,030,339","6,420,166","5,640,573","5,180,245","5,087,548","4,168,013",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"43,151,861","36,526,268","32,930,977","27,742,035","19,988,079","15,700,324","11,749,139","10,286,683","8,856,750","8,750,982","8,504,989","8,457,441","7,853,095","7,549,285","7,030,339","6,420,166","5,640,573","5,180,245","5,087,548","4,168,013",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),115.888%,132.647%,180.284%,169.689%,125.682%,79.412%,38.144%,21.629%,12.780%,15.918%,20.976%,31.732%,39.225%,45.732%,38.187%,54.034%,63.202%,58.395%,57.784%,33.934%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.225,-0.183,-0.332,-0.689,-0.286,-1.052,-0.891,-2.044,-1.198,-1.616,-1.981,-3.518,-1.434,-1.211,-0.925,-1.593,-0.874,-0.897,-0.645,-2.118,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.225,-0.183,-0.332,-0.689,-0.286,-1.052,-0.891,-2.044,-1.198,-1.616,-1.981,-3.518,-1.434,-1.211,-0.925,-1.593,-0.874,-0.897,-0.645,-2.118,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-11,210,000","-6,240,000","-6,474,000","-6,833,000","-14,750,000","-11,976,000","-14,031,000","-15,300,000","-11,417,000","-11,231,000","-19,606,000","-9,478,000","-6,463,000","-5,708,000","-4,657,000","-4,934,000","-4,916,000","-2,161,000","-4,540,000","-4,729,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.260,-0.171,-0.197,-0.246,-0.738,-0.763,-1.194,-1.487,-1.289,-1.283,-2.305,-1.121,-0.823,-0.756,-0.662,-0.769,-0.872,-0.417,-0.892,-1.135,Upgrade,Financials in USD,Fiscal year is January - December
