Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"12,262,234",-,"65,408","190,936","239,231","283,266",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),41184.203%,-,-65.743%,-20.188%,-15.545%,-34.093%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"2,014,975",-,"3,734","148,938","204,846","373,234",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"10,247,259",-,"61,674","41,998","34,385","-89,968",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","56,703,960","35,802,663","20,006,093","16,346,601","13,877,944","9,865,005",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"4,504,440","13,155,125","10,679,549","13,132,982","13,377,193","11,052,903",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"61,208,400","48,957,788","30,685,642","29,479,583","27,255,137","20,917,908",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-50,961,141","-48,957,788","-30,623,968","-29,437,585","-27,220,752","-21,007,876",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-32,954","-34,296","-26,515","-15,943","-33,226","-787,488",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,988,450","2,681,851","326,016","14,403","116,065","322,668",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-37,578","-28,994","37,145","-21,287","-59,165","-21,156",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"500,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-47,543,223","-46,339,227","-30,287,322","-29,460,412","-27,197,078","-21,493,852",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-47,543,223","-46,339,227","-30,287,322","-29,460,412","-27,197,078","-21,493,852",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-1,394,770",-,"-585,617","-1,250,186","-5,169,395","-5,060,778",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-46,148,453","-46,339,227","-29,701,705","-28,210,226","-22,027,683","-16,433,074",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,"27,102,598",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-46,148,453","-46,339,227","-29,701,705","-28,210,226","-22,027,683","-43,535,672",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"57,855,885","50,902,931","40,274,273","37,666,081","28,561,963","24,152,088",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"57,855,885","50,902,931","40,274,273","37,666,081","28,561,963","24,152,088",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),23.085%,26.391%,6.925%,31.875%,18.259%,35.559%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.798,-0.910,-0.737,-0.749,-0.771,-1.803,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.798,-0.910,-0.737,-0.749,-0.771,-1.803,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-56,147,603","-38,736,780","-24,576,092","-22,580,552","-22,080,276","-15,088,595",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.970,-0.761,-0.610,-0.599,-0.773,-0.625,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,83.568%,-,94.291%,21.996%,14.373%,-31.761%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-415.594%,-,-46819.912%,-15417.514%,-11378.438%,-7416.307%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-376.346%,-,-45409.896%,-14774.703%,-9207.704%,-15369.184%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-457.890%,-,-37573.526%,-11826.241%,-9229.688%,-5326.652%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-50,766,365","-48,887,033","-30,539,350","-29,375,695","-27,092,788","-20,934,590",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"194,776","70,755","84,618","61,890","127,964","73,286",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-50,961,141","-48,957,788","-30,623,968","-29,437,585","-27,220,752","-21,007,876",Upgrade,Financials in USD,Fiscal year is January - December
