Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+18 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+18 Quarters,,
Revenue,"25,204,000","21,848,000","18,781,000","23,530,000","20,852,000","21,139,000","17,192,000","18,092,000","16,097,000","16,604,000","13,564,000","16,174,000","11,351,000","13,032,000","7,485,000","7,966,000","3,461,000","372,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),20.871%,3.354%,9.243%,30.057%,29.540%,27.313%,26.747%,11.859%,41.811%,27.409%,81.216%,103.038%,227.969%,3403.226%,-,-,-,1966.667%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"2,453,000","2,229,000","1,728,000","2,286,000","2,367,000","2,443,000","2,265,000","2,263,000","2,020,000","1,846,000","1,525,000","1,589,000","1,244,000","1,427,000","897,000","652,000","309,000","48,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"22,751,000","19,619,000","17,053,000","21,244,000","18,485,000","18,696,000","14,927,000","15,829,000","14,077,000","14,758,000","12,039,000","14,585,000","10,107,000","11,605,000","6,588,000","7,314,000","3,152,000","324,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","28,941,000","30,056,000","27,299,000","24,551,000","21,755,000","22,494,000","24,474,000","21,634,000","19,071,000","20,833,000","21,300,000","21,418,000","21,624,000","22,304,000","22,189,000","22,163,000","22,065,000","24,018,000","21,973,000","19,745,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"11,355,000","15,402,000","15,494,000","11,302,000","10,230,000","11,584,000","12,498,000","14,477,000","13,093,000","12,640,000","12,696,000","13,082,000","11,923,000","12,124,000","10,513,000","12,405,000","10,211,000","8,106,000","9,988,000","20,094,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"40,296,000","45,458,000","42,793,000","35,853,000","31,985,000","34,078,000","36,972,000","36,111,000","32,164,000","33,473,000","33,996,000","34,500,000","33,547,000","34,428,000","32,702,000","34,568,000","32,276,000","32,124,000","31,961,000","39,839,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-17,545,000","-25,839,000","-25,740,000","-14,609,000","-13,500,000","-15,382,000","-22,045,000","-20,282,000","-18,087,000","-18,715,000","-21,957,000","-19,915,000","-23,440,000","-22,823,000","-26,114,000","-27,254,000","-29,124,000","-31,800,000","-31,961,000","-39,839,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,721,000","-3,461,000","-2,447,000","-3,586,000","-3,815,000","-3,761,000","-3,553,000","-3,223,000","-2,694,000","-2,239,000","-282,000",-,-,-,-,-,-,-,"-43,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,757,000","1,722,000","1,798,000","726,000","835,000","435,000","645,000","469,000","441,000",-,"2,000","20,000",-,-,"167,000","459,000","308,000","451,000","811,000","1,006,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-6,073,000","-5,787,000","-5,843,000","-4,693,000","-5,408,000","-5,374,000","-5,239,000","-5,144,000","-4,782,000","-5,705,000","-5,830,000","-7,420,000","-6,771,000","-3,087,000","12,000","-357,000",-,-,-,"-140,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-23,582,000","-33,365,000","-32,232,000","-22,162,000","-21,888,000","-24,082,000","-30,192,000","-28,180,000","-25,122,000","-26,659,000","-28,067,000","-27,315,000","-30,211,000","-25,910,000","-25,935,000","-27,152,000","-28,816,000","-31,349,000","-31,193,000","-38,973,000",Upgrade,Financials in USD,Fiscal year is January - December
