Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,-,-,-,-,-,"420,000","2,100,000","1,372,000","1,856,000","3,067,000","3,051,000","3,266,000","2,238,000","2,220,000","833,000","1,071,000","1,180,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-,-,-86.306%,-31.170%,-57.991%,-17.069%,38.153%,266.267%,204.949%,89.661%,52.998%,-59.504%,-22.727%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,-,-,-,-,"11,000","1,774,000","775,000","1,418,000","908,000","1,016,000","755,000","859,000","701,000","759,000","354,000","747,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,-,-,-,-,-,"409,000","326,000","597,000","438,000","2,159,000","2,035,000","2,511,000","1,379,000","1,519,000","74,000","717,000","433,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,400,000","4,317,000","5,422,000","4,623,000","4,952,000","4,962,000","6,030,000","5,831,000","9,549,000","22,673,000","26,982,000","24,027,000","25,349,000","27,986,000","27,699,000","26,466,000","23,893,000","15,301,000","15,408,000","14,492,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"5,168,000","5,317,000","6,351,000","4,718,000","5,554,000","4,278,000","4,036,000","3,323,000","5,391,000","4,473,000","4,466,000","2,414,000","2,881,000","3,094,000","3,126,000","3,397,000","3,468,000","6,053,000","5,434,000","6,138,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"9,568,000","9,634,000","11,773,000","9,341,000","10,506,000","9,240,000","10,066,000","9,154,000","14,940,000","27,146,000","31,448,000","26,441,000","28,230,000","31,080,000","30,825,000","29,863,000","27,361,000","21,354,000","20,842,000","20,630,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-9,568,000","-9,634,000","-11,773,000","-9,341,000","-10,506,000","-9,240,000","-10,066,000","-9,154,000","-14,531,000","-26,820,000","-30,851,000","-26,003,000","-26,071,000","-29,045,000","-28,314,000","-28,484,000","-25,842,000","-21,280,000","-20,125,000","-20,197,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,478,000","-1,458,000","-1,455,000","-1,468,000","-1,459,000","-1,413,000","-1,474,000","-1,577,000","-1,447,000","-2,207,000","-2,035,000","-2,076,000","-2,072,000","-2,091,000","-2,141,000","-2,170,000","-2,157,000","-2,134,000","-2,128,000","-2,145,000",Upgrade,Financials in USD,Fiscal year is January - December
