Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"163,784,000","250,008,000","40,907,000","37,415,000","171,128,000","104,391,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),3.401%,511.162%,9.333%,-78.136%,63.930%,1270.140%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"117,541,000","92,172,000","60,764,000","73,787,000","108,753,000","119,735,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"46,243,000","157,836,000","-19,857,000","-36,372,000","62,375,000","-15,344,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","37,168,000","35,822,000","30,980,000","37,246,000","34,991,000","36,335,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"37,168,000","35,822,000","30,980,000","37,246,000","34,991,000","36,335,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"9,075,000","122,014,000","-50,837,000","-73,618,000","27,384,000","-51,679,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-390,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"17,488,000","11,721,000","1,792,000",-,"1,659,000","6,457,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"217,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"26,780,000","133,735,000","-49,045,000","-74,008,000","29,043,000","-45,222,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"3,000","3,000","2,653,000","2,811,000","7,698,000","1,625,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"26,783,000","133,738,000","-46,392,000","-71,197,000","36,741,000","-43,597,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"903,000","1,408,000","16,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"25,880,000","132,330,000","-46,408,000","-71,197,000","36,741,000","-43,597,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"25,880,000","132,330,000","-46,408,000","-71,197,000","36,741,000","-43,597,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"55,472,470","43,020,747","38,356,810","37,668,947","37,132,447","35,898,266",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"55,784,601","44,569,334","38,356,810","37,668,947","37,348,514","35,898,266",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),34.112%,16.197%,1.826%,0.858%,4.040%,11.952%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),0.467,3.076,-1.210,-1.890,0.989,-1.214,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),0.466,2.970,-1.210,-1.890,0.980,-1.214,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-28,662,000","74,663,000","-15,000,000","-55,134,000","-108,813,000","40,948,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.514,1.675,-0.391,-1.464,-2.913,1.141,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,28.234%,63.132%,-48.542%,-97.212%,36.449%,-14.699%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,5.541%,48.804%,-124.275%,-196.761%,16.002%,-49.505%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,15.801%,52.930%,-113.448%,-190.290%,21.470%,-41.763%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-17.500%,29.864%,-36.669%,-147.358%,-63.586%,39.226%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"14,130,000","126,455,000","-44,646,000","-68,453,000","31,201,000","-48,914,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,8.627%,50.580%,-109.140%,-182.956%,18.233%,-46.856%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,055,000","4,441,000","6,191,000","5,165,000","3,817,000","2,765,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"9,075,000","122,014,000","-50,837,000","-73,618,000","27,384,000","-51,679,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,5.541%,48.804%,-124.275%,-196.761%,16.002%,-49.505%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,3.372%,1.053%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
