Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"295,451,000","116,334,000","75,475,000","78,447,000","227,547,000","148,364,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),187.119%,54.136%,-3.789%,-65.525%,53.371%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"107,425,000","129,374,000","145,894,000","120,192,000","149,328,000","175,611,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"188,026,000","-13,040,000","-70,419,000","-41,745,000","78,219,000","-27,247,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","171,571,000","142,523,000","109,082,000","171,735,000","199,615,000","65,854,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"171,571,000","142,523,000","109,082,000","171,735,000","199,615,000","65,854,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"16,455,000","-155,563,000","-179,501,000","-213,480,000","-121,396,000","-93,101,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-57,886,000","-58,976,000","-56,810,000","-46,353,000","-22,670,000","-8,120,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"7,300,000","4,400,000","2,400,000","100,000","500,000","3,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"595,000","479,000","531,000","1,241,000","-82,000","56,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-33,536,000","-209,660,000","-233,380,000","-258,492,000","-143,648,000","-97,465,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,"412,000","-279,000","-12,000","97,000","300,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,"-18,250,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-53,235,000",-,-,"2,646,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-86,771,000","-209,248,000","-233,659,000","-269,108,000","-143,551,000","-97,165,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-86,771,000","-209,248,000","-233,659,000","-269,108,000","-143,551,000","-97,165,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-86,771,000","-209,248,000","-233,659,000","-269,108,000","-143,551,000","-97,165,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"166,401,206","103,106,616","66,407,242","28,902,507","27,473,873","27,090,284",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"166,401,206","103,106,616","66,407,242","28,902,507","27,473,873","27,090,284",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),78.214%,55.264%,129.763%,5.200%,1.416%,1.256%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.521,-2.029,-3.519,-9.311,-5.225,-3.587,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.521,-2.029,-3.519,-9.311,-5.225,-3.587,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-26,075,000","-135,487,000","-174,827,000","-263,809,000","-86,046,000","-71,294,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.157,-1.314,-2.633,-9.128,-3.132,-2.632,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,63.640%,-11.209%,-93.301%,-53.214%,34.375%,-18.365%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,5.569%,-133.721%,-237.828%,-272.133%,-53.350%,-62.752%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-29.369%,-179.868%,-309.585%,-343.044%,-63.086%,-65.491%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-8.825%,-116.464%,-231.636%,-336.289%,-37.815%,-48.053%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"16,497,000","-155,399,000","-179,001,000","-212,868,000","-120,849,000","-92,782,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,5.584%,-133.580%,-237.166%,-271.353%,-53.109%,-62.537%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"42,000","164,000","500,000","612,000","547,000","319,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"16,455,000","-155,563,000","-179,501,000","-213,480,000","-121,396,000","-93,101,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,5.569%,-133.721%,-237.828%,-272.133%,-53.350%,-62.752%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"295,451,000","116,334,000","75,475,000","78,447,000","227,547,000","148,364,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,"15,600,000","11,300,000","13,700,000","19,300,000",-,Upgrade,Financials in USD,Fiscal year is January - December
