Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"160,955,000","153,731,000","67,772,000","61,880,000","42,722,000","42,736,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),230.897%,126.836%,9.522%,44.843%,-0.033%,11.237%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"234,771,000","180,425,000","137,171,000","104,400,000","76,961,000","65,612,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-73,816,000","-26,694,000","-69,399,000","-42,520,000","-34,239,000","-22,876,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","56,227,000","62,584,000","59,544,000","56,004,000","36,818,000","32,592,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"56,227,000","62,584,000","59,544,000","56,004,000","36,818,000","32,745,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-130,043,000","-89,278,000","-128,943,000","-98,524,000","-71,057,000","-55,621,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-26,988,000","-14,170,000","-2,900,000","-3,200,000","-2,800,000","-1,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"18,440,000","14,510,000","3,455,000","577,000","1,508,000","4,074,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-9,580,000","-9,580,000","-4,546,000","63,000","-1,174,000","-2,897,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-148,171,000","-98,518,000","-132,934,000","-101,084,000","-73,523,000","-55,744,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"40,033,000","9,917,000","16,230,000","-4,454,000","41,498,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-108,138,000","-88,601,000","-116,704,000","-105,538,000","-32,025,000","-55,744,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"15,815,000","18,192,000","2,500,000",-,"103,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-123,953,000","-106,793,000","-119,204,000","-105,538,000","-32,128,000","-55,744,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-123,953,000","-106,793,000","-119,204,000","-105,538,000","-32,128,000","-55,744,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"71,443,959","60,163,542","50,739,185","46,119,089","32,573,469","22,958,577",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"71,443,959","60,163,542","50,739,185","46,119,089","32,573,469","22,958,577",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),20.696%,18.574%,10.018%,41.585%,41.879%,298.664%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.735,-1.775,-2.349,-2.288,-0.986,-2.428,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.735,-1.775,-2.349,-2.288,-0.990,-2.428,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-109,201,000","-115,931,000","-4,309,000","-97,002,000","-74,931,000","-68,504,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.528,-1.927,-0.085,-2.103,-2.300,-2.984,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-45.861%,-17.364%,-102.401%,-68.714%,-80.144%,-53.529%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-80.795%,-58.074%,-190.260%,-159.218%,-166.324%,-130.150%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-77.011%,-69.467%,-175.890%,-170.553%,-75.202%,-130.438%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-67.846%,-75.412%,-6.358%,-156.758%,-175.392%,-160.296%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-122,962,000","-82,462,000","-123,253,000","-93,680,000","-66,760,000","-50,844,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-76.395%,-53.640%,-181.864%,-151.390%,-156.266%,-118.972%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"7,081,000","6,816,000","5,690,000","4,844,000","4,297,000","4,777,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-130,043,000","-89,278,000","-128,943,000","-98,524,000","-71,057,000","-55,621,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-80.795%,-58.074%,-190.260%,-159.218%,-166.324%,-130.150%,Upgrade,Financials in USD,Fiscal year is January - December
