Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
Revenue,"1,123,000",-,-,-,"3,000,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"628,000",-,-,-,"3,000,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","56,300,000","35,505,000","27,020,000","24,702,000","20,942,000","17,640,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"75,213,000","72,017,000","61,058,000","50,647,000","41,932,000","30,163,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"131,513,000","107,522,000","88,078,000","75,349,000","62,874,000","47,803,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-130,885,000","-107,522,000","-88,078,000","-75,349,000","-59,874,000","-47,803,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-8,350,000","-5,777,000","-3,993,000","-3,642,000","-2,688,000","-2,147,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"5,947,000","4,582,000","219,000","10,000","273,000","1,197,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"1,000","1,000","-4,731,000",-,"-4,368,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"11,613,000","7,627,000","2,235,000","60,000","4,836,000","412,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-121,674,000","-101,089,000","-94,348,000","-78,921,000","-61,821,000","-48,341,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-9,758,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"105,000,000",-,"509,000",-,-,"-3,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"-162,000","-566,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-16,674,000","-101,089,000","-93,839,000","-88,679,000","-61,983,000","-52,807,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"85,000","78,000","28,000","17,000","148,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-16,759,000","-101,167,000","-93,867,000","-88,696,000","-62,131,000","-52,807,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,"2,546,000","13,943,000",-,"592,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-16,759,000","-101,167,000","-96,413,000","-102,639,000","-62,131,000","-53,399,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"200,074,567","177,812,480","63,525,845","25,748,797","20,077,000","11,530,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"200,074,567","177,812,480","63,525,845","25,748,797","20,077,000","11,530,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),30.463%,179.906%,146.714%,28.250%,74.128%,2411.983%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.084,-0.569,-1.518,-3.986,-3.095,-4.631,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.086,-0.569,-1.518,-3.986,-3.095,-4.631,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-125,973,000","-96,572,000","-77,205,000","-71,520,000","-60,180,000","-48,229,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.630,-0.543,-1.215,-2.778,-2.997,-4.183,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,55.922%,-,-,-,100.000%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-11654.942%,-,-,-,-1995.800%,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-1492.342%,-,-,-,-2071.033%,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-11217.542%,-,-,-,-2006.000%,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-130,300,000","-107,103,000","-87,565,000","-74,850,000","-59,523,000","-47,700,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"585,000","419,000","513,000","499,000","351,000","103,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-130,885,000","-107,522,000","-88,078,000","-75,349,000","-59,874,000","-47,803,000",Upgrade,Financials in USD,Fiscal year is January - December
