Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
"Selling, General & Admin","4,908,506","5,657,543","8,763,058","4,688,939","3,264,474","1,614,909",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"6,877,419","5,799,518","11,494,230","6,878,021","3,172,385","2,320,573",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"11,785,925","11,457,061","20,257,288","11,566,960","6,436,859","3,935,482",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-11,785,925","-11,457,061","-20,257,288","-11,566,960","-6,436,859","-3,935,482",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-281,122","-36,658",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"259,584","335,541","101,202","11,627","3,174","11,548",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-11,526,341","-11,121,520","-20,156,086","-11,555,333","-6,714,807","-3,960,592",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-7,268,143",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"163,771",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-11,526,341","-11,121,520","-27,424,229","-11,958,145","-15,414,807","-3,960,592",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"-530,611","-1,001,019","-602,716",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-11,526,341","-11,121,520","-27,424,229","-11,427,534","-14,413,788","-3,357,876",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,"4,625,948","506,993",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-11,526,341","-11,121,520","-27,424,229","-11,427,534","-19,039,736","-3,864,869",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"2,534,554","1,311,572","805,477","765,973","374,984","276,288",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"2,534,554","1,311,572","805,477","765,973","374,984","276,288",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),117.509%,62.832%,5.157%,104.268%,35.722%,3.631%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.548,-8.480,-34.047,-14.919,-50.775,-13.989,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.548,-8.480,-34.047,-14.919,-50.775,-13.989,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-11,124,433","-8,066,122","-9,605,143","-8,717,291","-3,143,196","-2,750,145",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-4.389,-6.150,-11.925,-11.381,-8.382,-9.954,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-11,785,304","-11,456,839","-19,468,793","-10,775,988","-5,633,085","-3,131,709",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,621,222,"788,495","790,972","803,774","803,773",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-11,785,925","-11,457,061","-20,257,288","-11,566,960","-6,436,859","-3,935,482",Upgrade,Financials in USD,Fiscal year is January - December
