Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
"Selling, General & Admin","27,057,000","27,110,000","28,391,000","30,043,000","21,361,000","7,579,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"54,304,000","59,350,000","64,437,000","96,829,000","48,209,000","21,753,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"81,361,000","86,460,000","92,828,000","126,872,000","69,570,000","29,332,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-81,361,000","-86,460,000","-92,828,000","-126,872,000","-69,570,000","-29,332,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,"-1,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,941,000","1,924,000","2,031,000","3,464,000","4,041,000","461,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,"-2,250,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,"-2,000","1,000","6,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"4,799,000","3,268,000","182,000",-,-,"-6,393,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-74,621,000","-81,268,000","-92,865,000","-123,410,000","-65,529,000","-35,258,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"1,522,000","-1,174,000","-536,000","-2,186,000","-1,725,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"2,232,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-73,099,000","-82,442,000","-91,169,000","-125,596,000","-67,254,000","-35,258,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-73,099,000","-82,442,000","-91,169,000","-125,596,000","-67,254,000","-35,258,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-73,099,000","-82,442,000","-91,169,000","-125,596,000","-67,254,000","-35,258,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"53,802,667","43,954,649","36,325,586","36,189,002","32,907,100","2,075,753",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"53,802,667","43,954,649","36,325,586","36,189,002","32,907,100","2,075,753",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),34.094%,21.002%,0.377%,9.973%,1485.309%,2.830%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.359,-1.876,-2.510,-3.471,-2.044,-16.986,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.359,-1.876,-2.510,-3.471,-2.050,-16.986,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-61,204,000","-66,750,000","-85,274,000","-102,858,000","-52,288,000","-24,695,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.138,-1.519,-2.347,-2.842,-1.589,-11.897,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-81,017,000","-86,023,000","-92,320,000","-126,667,000","-69,518,000","-29,285,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"344,000","437,000","508,000","205,000","52,000","47,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-81,361,000","-86,460,000","-92,828,000","-126,872,000","-69,570,000","-29,332,000",Upgrade,Financials in USD,Fiscal year is January - December
