Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"870,725","1,076,405","1,375,760","1,585,756","903,376","1,007,198",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-8.519%,-21.759%,-13.243%,75.537%,-10.308%,-0.423%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"76,248","98,458","149,948","166,788","73,586","237,560",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"794,477","977,947","1,225,812","1,418,968","829,790","769,638",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","9,485,570","6,826,959","7,818,402","6,516,494","3,680,715","3,439,357",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"15,974,463","14,181,769","8,999,543","9,153,780","6,096,445","4,869,160",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"25,471,383","21,028,004","16,847,698","15,709,028","9,791,195","8,314,198",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-24,676,906","-20,050,057","-15,621,886","-14,290,060","-8,961,405","-7,544,560",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"591,312",-,"12,474","3,405","19,802","12,027",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-22,609,971","-20,050,057","-15,609,412","-14,286,655","-8,941,603","-7,532,533",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,114,"-7,245",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-11,813",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-2,178,000",-,"158,524",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-24,799,670","-20,057,302","-15,450,888","-14,286,655","-8,941,603","-7,532,533",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-24,799,670","-20,057,302","-15,450,888","-14,286,655","-8,941,603","-7,532,533",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-24,799,670","-20,057,302","-15,450,888","-14,286,655","-8,941,603","-7,532,533",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"27,039,706","16,329,713","8,439,177","6,370,073","1,599,223","1,081,918",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"27,039,706","16,329,713","8,439,177","6,370,073","1,599,223","1,081,918",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),109.378%,93.499%,32.482%,298.323%,47.814%,32.334%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.917,-1.228,-1.831,-2.243,-5.591,-6.962,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.917,-1.228,-1.831,-2.243,-5.591,-6.962,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-22,519,973","-16,187,446","-15,129,327","-15,027,798","-8,593,312","-6,590,811",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.833,-0.991,-1.793,-2.359,-5.373,-6.092,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,91.243%,90.853%,89.101%,89.482%,91.854%,76.414%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-2834.064%,-1862.687%,-1135.510%,-901.151%,-991.991%,-749.064%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-2848.163%,-1863.360%,-1123.080%,-900.937%,-989.799%,-747.870%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-2586.347%,-1503.843%,-1099.707%,-947.674%,-951.244%,-654.371%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-24,665,556","-20,030,781","-15,602,405","-14,273,233","-8,948,642","-7,538,879",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"11,350","19,276","19,481","16,827","12,763","5,681",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-24,676,906","-20,050,057","-15,621,886","-14,290,060","-8,961,405","-7,544,560",Upgrade,Financials in USD,Fiscal year is January - December
