Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"58,900,000","50,583,000","47,680,000","50,832,000","45,849,000","52,609,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),22.558%,6.089%,-6.201%,10.868%,-12.850%,-21.980%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"18,031,000","20,831,000","19,386,000","14,989,000","12,964,000","20,361,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"40,869,000","29,752,000","28,294,000","35,843,000","32,885,000","32,248,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","43,721,000","31,750,000","52,879,000","53,475,000","55,892,000","64,342,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"18,251,000","13,104,000","17,481,000","17,047,000","19,886,000","20,574,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"61,972,000","44,854,000","70,360,000","70,522,000","75,778,000","84,916,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-21,103,000","-15,102,000","-42,066,000","-34,679,000","-42,893,000","-52,668,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-15,828,000","-7,462,000","-12,443,000","-22,461,000","-13,022,000","-9,318,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"15,868,000","16,321,000","99,000","423,000","132,000","636,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-6,000,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-27,063,000","-6,243,000","-54,410,000","-56,717,000","-55,783,000","-61,350,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"471,000","-1,382,000",-,"-13,822,000",-,"-4,896,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-35,092,000","-7,625,000","-54,410,000","-70,539,000","-55,783,000","-66,246,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"101,000","245,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-35,193,000","-7,870,000","-54,410,000","-70,539,000","-55,783,000","-66,246,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-35,193,000","-7,870,000","-54,410,000","-70,539,000","-55,783,000","-66,246,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"80,734,485","61,255,864","48,734,377","38,077,660","33,651,127","25,356,098",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"80,734,485","61,255,864","48,734,377","38,077,660","33,651,127","25,356,098",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),39.071%,25.693%,27.987%,13.154%,32.714%,22.342%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.436,-0.128,-1.116,-1.853,-1.658,-2.613,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.439,-0.130,-1.120,-1.853,-1.658,-2.613,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-34,372,000","-7,375,000","-10,843,000","-33,892,000","-45,976,000","-60,873,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.426,-0.120,-0.222,-0.890,-1.366,-2.401,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,69.387%,58.818%,59.341%,70.513%,71.725%,61.297%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-35.829%,-29.856%,-88.226%,-68.223%,-93.553%,-100.112%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-59.750%,-15.559%,-114.115%,-138.769%,-121.667%,-125.921%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-58.357%,-14.580%,-22.741%,-66.675%,-100.277%,-115.708%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-20,038,000","-13,730,000","-39,512,000","-31,528,000","-39,285,000","-49,619,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-34.020%,-27.143%,-82.869%,-62.024%,-85.683%,-94.317%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,065,000","1,372,000","2,554,000","3,151,000","3,608,000","3,049,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-21,103,000","-15,102,000","-42,066,000","-34,679,000","-42,893,000","-52,668,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-35.828%,-29.856%,-88.226%,-68.223%,-93.553%,-100.112%,Upgrade,Financials in USD,Fiscal year is January - December
