Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"152,422,000","131,314,000","196,245,000","241,544,000","163,562,000","120,282,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-0.764%,-33.087%,-18.754%,47.677%,35.982%,-52.165%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"32,366,000","35,049,000","88,909,000","94,281,000","70,922,000","67,255,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"120,056,000","96,265,000","107,336,000","147,263,000","92,640,000","53,027,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","69,041,000","52,790,000","70,062,000","46,790,000","39,312,000","41,884,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,-,"600,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"102,080,000","86,444,000","104,299,000","81,012,000","51,554,000","58,748,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"17,976,000","9,821,000","3,037,000","66,251,000","41,086,000","-5,721,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,285,000","-656,000","-1,799,000","-19,619,000","-27,415,000","-35,745,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"7,817,000","7,711,000","2,046,000","886,000","8,078,000","28,430,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-52,226,000","-778,000","-5,000","-347,000","2,528,000","-4,171,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-28,718,000","16,098,000","3,279,000","47,171,000","24,277,000","-17,207,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,"-20,700,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"114,948,000","46,365,000","28,540,000","-5,263,000","-16,933,000","1,049,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,"2,121,000",-,-,"17,114,000","812,797,000",Upgrade,Financials in USD,Fiscal year is January - December
