Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2016,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2016,,
"Selling, General & Admin","4,490,000","6,139,000","7,104,000","6,407,000","3,699,000","3,015,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"11,656,000","19,012,000","18,693,000","12,881,000","6,086,000","5,604,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"16,146,000","25,151,000","25,797,000","19,288,000","9,785,000","8,619,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-16,146,000","-25,151,000","-25,797,000","-19,288,000","-9,785,000","-8,619,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,145,000","1,565,000","835,000","120,000","225,000","238,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"527,000","-1,224,000","-4,101,000","-562,000","-2,258,000","-945,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-14,000","-14,000","-14,000","-328,000","-6,000","-58,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-14,488,000","-24,824,000","-29,077,000","-20,058,000","-11,824,000","-9,384,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"-1,983,000","5,590,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-4,445,000","-4,244,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-18,933,000","-29,068,000","-31,060,000","-14,468,000","-11,824,000","-9,384,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-18,933,000","-29,068,000","-31,060,000","-14,468,000","-11,824,000","-9,384,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,"198,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-18,933,000","-29,068,000","-31,060,000","-14,468,000","-11,824,000","-9,582,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"19,541,050","18,574,484","18,394,886","17,859,713","13,169,208","8,649,486",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"19,541,050","18,574,484","18,394,886","17,859,713","13,169,208","8,649,486",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),5.426%,0.976%,2.997%,35.617%,52.254%,146.470%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.969,-1.565,-1.689,-0.810,-0.898,-1.108,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.969,-1.565,-1.689,-0.810,-0.898,-1.108,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-14,276,000","-23,759,000","-32,075,000","-19,167,000","-12,026,000","-7,234,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.731,-1.279,-1.744,-1.073,-0.913,-0.836,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-15,437,000","-24,316,000","-25,020,000","-18,742,000","-9,499,000","-8,413,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"709,000","835,000","777,000","546,000","286,000","206,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-16,146,000","-25,151,000","-25,797,000","-19,288,000","-9,785,000","-8,619,000",Upgrade,Financials in USD,Fiscal year is January - December
