Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters,,
"Selling, General & Admin","2,472,416","1,786,111","1,846,276","1,962,273","1,409,801","1,309,403","1,269,044","1,314,005","1,022,050","1,233,040","811,292","1,094,707","639,271","573,360","555,428","700,859","517,465","447,714","463,399","647,879",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"27,587,483","22,496,975","20,647,559","17,766,999","17,488,236","13,746,082","11,278,493","10,325,199","9,621,505","8,367,687","6,696,313","5,226,185","4,960,515","13,070,108","2,236,342","1,850,477","1,962,610","1,766,227","1,847,414","1,249,885",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"30,059,899","24,283,086","22,493,835","19,729,272","18,898,037","15,055,485","12,547,537","11,639,204","10,643,555","9,600,727","7,507,605","6,320,892","5,599,786","13,643,468","2,791,770","2,551,336","2,480,075","2,213,941","2,310,813","1,897,764",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-30,059,899","-24,283,086","-22,493,835","-19,729,272","-18,898,037","-15,055,485","-12,547,537","-11,639,204","-10,643,555","-9,600,727","-7,507,605","-6,320,892","-5,599,786","-13,643,468","-2,791,770","-2,551,336","-2,480,075","-2,213,941","-2,310,813","-1,897,764",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-3,343,989","-2,260,583","-1,400,712","-1,397,247","-1,372,132","-1,314,996","-1,242,012","-678,003","-537,661","-455,445","-435,001","-438,067","-433,072","-391,187",-24,-27,-28,-31,-33,-36,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,612,099","2,821,849","2,282,092","2,278,047","1,865,629","1,782,794","1,851,132","735,861","287,495","95,646","8,159","5,459","5,612","1,803",389,470,"5,805","11,983","63,851","88,775",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-29,791,789","-23,721,820","-21,612,455","-18,848,472","-18,404,540","-14,587,687","-11,938,417","-11,581,346","-10,893,721","-9,960,526","-7,934,447","-6,753,500","-6,027,246","-14,032,852","-2,791,405","-2,550,893","-2,474,298","-2,201,989","-2,246,995","-1,809,025",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-263,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-29,791,789","-23,721,820","-21,612,455","-18,848,472","-18,404,540","-14,587,687","-11,938,417","-11,581,346","-10,893,721","-9,960,526","-7,934,447","-6,753,500","-6,027,246","-14,032,852","-2,791,668","-2,550,893","-2,474,298","-2,201,989","-2,246,995","-1,809,025",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-29,791,789","-23,721,820","-21,612,455","-18,848,472","-18,404,540","-14,587,687","-11,938,417","-11,581,346","-10,893,721","-9,960,526","-7,934,447","-6,753,500","-6,027,246","-14,032,852","-2,791,668","-2,550,893","-2,474,298","-2,201,989","-2,246,995","-1,809,025",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,"272,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
