Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"28,326,000","7,163,000",-,"6,254,000","79,105,000","15,963,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-92.094%,395.552%,7.829%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"52,659,000","48,900,000","69,080,000","70,149,000","101,337,000","85,324,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-24,333,000","-41,737,000","-69,080,000","-63,895,000","-22,232,000","-69,361,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","22,106,000","22,909,000","23,934,000","28,503,000","36,860,000","34,858,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"22,106,000","22,909,000","23,934,000","28,503,000","36,860,000","34,858,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-46,439,000","-64,646,000","-93,014,000","-92,398,000","-59,092,000","-104,219,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"6,074,000","3,451,000","1,022,000","302,000","2,624,000","4,305,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-40,365,000","-61,195,000","-91,992,000","-92,096,000","-56,468,000","-99,914,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-1,100,000","1,348,000","-5,684,000","-2,094,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,"-12,600,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,"-38,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"3,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-40,365,000","-61,195,000","-93,092,000","-132,386,000","-62,152,000","-98,408,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"439,000","33,000",-,"-2,531,000",-,"-774,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-40,804,000","-61,228,000","-93,092,000","-129,855,000","-62,152,000","-97,634,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-40,804,000","-61,228,000","-93,092,000","-129,855,000","-62,152,000","-97,634,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"5,701,239","4,577,371","4,034,105","3,606,697","2,952,259","2,188,232",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"5,701,239","4,577,371","4,034,105","3,606,697","2,952,259","2,188,232",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),33.739%,13.467%,11.850%,22.167%,34.915%,15.162%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-7.157,-13.376,-23.076,-36.004,-21.052,-44.618,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-7.157,-13.376,-23.076,-36.004,-21.052,-44.618,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"22,838,000","22,488,000","-84,565,000","-96,492,000","-63,427,000","-85,621,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,4.006,4.913,-20.963,-26.754,-21.484,-39.128,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-85.903%,-,-,-,-28.104%,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-163.945%,-902.499%,-,-1477.422%,-74.701%,-652.879%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-144.051%,-854.782%,-,-2076.351%,-78.569%,-611.627%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,80.626%,313.947%,-,-1542.885%,-80.181%,-536.372%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-46,258,000","-64,196,000","-92,516,000","-91,932,000","-58,401,000","-103,725,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-163.306%,-,-,-,-73.827%,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"181,000","450,000","498,000","466,000","691,000","494,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-46,439,000","-64,646,000","-93,014,000","-92,398,000","-59,092,000","-104,219,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-163.945%,-,-,-,-74.701%,-,Upgrade,Financials in USD,Fiscal year is January - December
