Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"8,435,178","9,303,067","7,541,046","7,680,201","5,957,668","5,560,865","4,894,053","3,939,843","132,808","150,307","122,645","85,118","50,376","52,874","40,058","28,013","17,150","15,145","11,102","10,556",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),41.585%,67.295%,54.086%,94.937%,4385.926%,3599.671%,3890.422%,4528.684%,163.633%,184.274%,206.169%,203.852%,193.738%,249.119%,260.818%,165.375%,134.098%,399.341%,5289.320%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"5,569,027","6,946,810","5,186,709","5,112,155","3,967,412","3,608,118","3,065,931","2,448,717","65,783","74,683","59,845","61,289","19,506","18,515","18,520","10,463","6,340","5,161","3,883","4,185",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"2,866,151","2,356,257","2,354,337","2,568,046","1,990,256","1,952,747","1,828,122","1,491,126","67,025","75,624","62,800","23,829","30,870","34,359","21,538","17,550","10,810","9,984","7,219","6,371",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","3,725,044","2,991,624","3,364,374","2,819,805","2,441,922","2,466,544","3,125,750","6,412,044","1,421,716","723,190","921,402","209,078","301,481","228,005","1,127,216","355,600","74,574","135,062","41,407","253,489",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"126,362","436,235","222,033","816,328","238,012","368,565","432,925","41,763","362,500","45,943","361,652","91,198","222,465","191,760","166,786","1,728",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"56,471","145,805","75,901","76,784","52,586","96,649","63,718","55,233",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"3,972,504","3,624,534","3,704,926","3,755,267","2,769,730","2,966,635","3,657,103","6,528,017","1,785,005","771,420","1,286,164","303,460","527,129","422,957","1,297,184","360,868","78,098","138,553","44,918","256,961",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-1,106,353","-1,268,277","-1,350,589","-1,187,221","-779,474","-1,013,888","-1,828,981","-5,036,891","-1,717,980","-695,796","-1,223,364","-279,631","-496,259","-388,598","-1,275,646","-343,318","-67,288","-128,569","-37,699","-250,590",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-245,"-49,181","-30,110","-38,527","-3,331","-41,075","-26,546",-2,-,"-12,864","-36,630","-46,849","-195,630","-49,711","-105,436","-22,094","-24,219","-16,356","-23,420",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"108,614","143,995","144,089","187,613","207,431","203,049","213,881","111,666","260,938","146,043",3,-,-,2,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"15,153","286,535","-5,767",-39,40,-261,15,-521,25,29,-9,19,37,8,-14,"-1,513","-1,598","-2,894","10,896","-3,004",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-982,586","-837,991","-1,261,448","-1,029,757","-610,530","-814,431","-1,656,160","-4,952,292","-1,457,019","-549,724","-1,236,234","-316,242","-543,071","-584,218","-1,325,371","-450,267","-90,980","-152,682","-43,159","-277,014",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,"-18,326,719",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,"10,852",-,"983,358","-3,496,312","-2,294,836","-4,859,755","-633,526","-607,615","-754,762","-51,100","-119,604",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-982,586","-837,991","-1,261,448","-1,029,757","-610,530","-814,431","-1,656,160","-23,279,011","-1,457,019","-538,872","-1,236,234","667,116","-4,039,383","-2,879,054","-6,185,126","-1,083,793","-698,595","-907,444","-94,259","-396,618",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"215,217","-343,691","22,353","220,267","40,952","87,677","46,270","233,304",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-1,197,803","-494,300","-1,283,801","-1,250,024","-651,482","-902,108","-1,702,430","-23,512,315","-1,457,019","-538,872","-1,236,234","667,116","-4,039,383","-2,879,054","-6,185,126","-1,083,793","-698,595","-907,444","-94,259","-396,618",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,197,803","-494,300","-1,283,801","-1,250,024","-651,482","-902,108","-1,702,430","-23,512,315","-1,457,019","-538,872","-1,236,234","667,116","-4,039,383","-2,879,054","-6,185,126","-1,083,793","-698,595","-907,444","-94,259","-396,618",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,197,803","-494,300","-1,283,801","-1,250,024","-651,482","-902,108","-1,702,430","-23,512,315","-1,457,019","-538,872","-1,236,234","667,116","-4,039,383","-2,879,054","-6,185,126","-1,083,793","-698,595","-907,444","-94,259","-396,618",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"1,267,565","49,726","32,066","11,902","12,845","12,675","11,018","11,175",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"1,267,565","49,726","32,066","11,902","12,845","12,675","11,018","11,175",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),9768.159%,292.316%,191.033%,6.506%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.945,-9.940,-40.036,-105.026,-50.719,-71.172,-154.514,-2104.010,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.945,-9.940,-40.036,-114.860,-50.720,-71.172,-154.600,-2104.010,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,877,961","-5,552,296","-3,248,096","-2,307,313","-466,923","-4,233,020","-1,850,106","-2,440,594","-1,123,736","-573,802","-1,304,208","-312,113","-600,808","-618,852","-297,355","-424,063","-121,377","-82,016","-31,034","-128,699",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.482,-111.658,-101.294,-193.859,-36.351,-333.966,-167.917,-218.398,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,33.978%,25.328%,31.220%,33.437%,33.407%,35.116%,37.354%,37.847%,50.468%,50.313%,51.205%,27.995%,61.279%,64.983%,53.767%,62.649%,63.032%,65.923%,65.024%,60.354%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-13.116%,-13.633%,-17.910%,-15.458%,-13.084%,-18.233%,-37.371%,-127.845%,-1293.582%,-462.917%,-997.484%,-328.522%,-985.110%,-734.951%,-3184.497%,-1225.567%,-392.350%,-848.920%,-339.569%,-2373.911%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-14.200%,-5.313%,-17.024%,-16.276%,-10.935%,-16.222%,-34.786%,-596.783%,-1097.087%,-358.514%,-1007.977%,783.754%,-8018.467%,-5445.122%,-15440.426%,-3868.893%,-4073.440%,-5991.707%,-849.027%,-3757.275%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-22.263%,-59.682%,-43.072%,-30.042%,-7.837%,-76.122%,-37.803%,-61.946%,-846.136%,-381.753%,-1063.401%,-366.683%,-1192.647%,-1170.428%,-742.311%,-1513.808%,-707.738%,-541.538%,-279.535%,-1219.202%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-1,041,719","-1,217,401","-1,307,971","-1,144,868","-742,274","-979,004","-1,794,271","-5,017,914","-1,717,191","-693,509","-1,220,254","-276,447","-493,076","-385,406","-1,272,464","-339,757","-63,785","-125,397","-33,869","-247,118",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-12.350%,-13.086%,-17.345%,-14.907%,-12.459%,-17.605%,-36.662%,-127.363%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"64,634","50,876","42,618","42,353","37,200","34,884","34,710","18,977",789,"2,287","3,110","3,184","3,183","3,192","3,182","3,561","3,503","3,172","3,830","3,472",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-1,106,353","-1,268,277","-1,350,589","-1,187,221","-779,474","-1,013,888","-1,828,981","-5,036,891","-1,717,980","-695,796","-1,223,364","-279,631","-496,259","-388,598","-1,275,646","-343,318","-67,288","-128,569","-37,699","-250,590",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-13.116%,-13.633%,-17.910%,-15.458%,-13.084%,-18.233%,-37.371%,-127.845%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
