Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,-,-,-,-,"3,500,000",-,"68,000",-,"1,000,000","346,000","3,000,000",-,-,-,"3,000,000","7,000,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,250.000%,-,-97.733%,-,-,-,0%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"485,000","224,000","7,207,000","7,379,000","369,000","1,793,000","8,041,000","6,372,000","5,490,000","7,008,000","10,545,000","12,803,000","9,056,000","8,533,000","8,317,000","9,243,000","7,969,000","6,109,000","6,818,000","9,605,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-485,000","-224,000","-7,207,000","-7,379,000","-369,000","1,707,000","-8,041,000","-6,304,000","-5,490,000","-6,008,000","-10,199,000","-9,803,000","-9,056,000","-8,533,000","-8,317,000","-6,243,000","-969,000","-6,109,000","-6,818,000","-9,605,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","6,404,000","8,646,000","7,123,000","5,830,000","4,156,000","5,021,000","3,997,000","5,682,000","3,890,000","3,460,000","4,224,000","4,383,000","5,816,000","5,182,000","6,280,000","7,397,000","4,432,000","5,538,000","6,412,000","4,734,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"8,456,000","8,994,000",-,-,"6,809,000","8,305,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"14,860,000","17,640,000","7,123,000","5,830,000","10,965,000","13,326,000","3,997,000","5,682,000","3,890,000","3,460,000","4,224,000","4,383,000","5,816,000","5,182,000","6,280,000","8,237,000","5,279,000","6,372,000","8,477,000","6,806,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-15,345,000","-17,864,000","-14,330,000","-13,209,000","-11,334,000","-11,619,000","-12,038,000","-11,986,000","-9,380,000","-9,468,000","-14,423,000","-14,186,000","-14,872,000","-13,715,000","-14,597,000","-14,480,000","-6,248,000","-12,481,000","-15,295,000","-16,411,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,102,000","-1,072,000","-952,000","-109,000","-105,000","-103,000","-101,000","-178,000","-157,000","-200,000","-201,000","-53,000","-683,000","-1,500,000","-1,420,000","-1,388,000","-1,327,000","-800,000","-600,000","-400,000",Upgrade,Financials in USD,Fiscal year is January - December
