Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"1,926,020","1,169,236","1,244,061","1,056,532","257,606","762,658","1,234,336","759,143","999,571","790,508","964,322","1,241,710",-,-,-,-,-,"466,785",-,"213,194",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),647.661%,53.311%,0.788%,39.174%,-74.228%,-3.523%,28.000%,-38.863%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"3,471,216","2,335,430","2,575,015","2,617,317","2,044,980","2,377,993","3,376,497","2,182,290","3,591,897","2,923,877","7,026,066","8,017,425","6,784,390","7,350,035","5,643,029","5,983,476","4,803,605","4,277,052","3,816,618","3,661,134",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-1,545,196","-1,166,194","-1,330,954","-1,560,785","-1,787,374","-1,615,335","-2,142,161","-1,423,147","-2,592,326","-2,133,369","-6,061,744","-6,775,715","-6,784,390","-7,350,035","-5,643,029","-5,983,476","-4,803,605","-3,810,267","-3,816,618","-3,447,940",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","854,677","1,141,871","1,218,063","1,377,006","1,412,672","2,518,725","2,167,318","1,615,522","3,234,133","3,135,168","3,733,001","2,988,570","3,239,148","3,559,150","3,137,958","2,525,000","2,572,562","2,547,289","2,826,995","1,914,097",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"854,677","1,141,871","1,218,063","1,377,006","1,412,672","2,518,725","2,167,318","1,615,522","3,234,133","3,135,168","3,733,001","2,988,570","3,239,148","3,559,150","3,137,958","2,525,000","2,572,562","2,547,289","2,826,995","1,914,097",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,399,873","-2,308,065","-2,549,017","-2,937,791","-3,200,046","-4,134,060","-4,309,479","-3,038,669","-5,826,459","-5,268,537","-9,794,745","-9,764,285","-10,023,538","-10,909,185","-8,780,987","-8,508,476","-7,376,167","-6,357,556","-6,643,613","-5,362,037",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"91,681","115,388","156,195","201,339","218,085","35,080","84,654","109,410","99,750","35,786","3,117",969,791,"2,403","1,537","1,249","4,667","15,857","126,969","184,875",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"31,000","98,000",Upgrade,Financials in USD,Fiscal year is January - December
