Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"1,871,000","2,337,000","2,057,000","121,000","3,000","1,392,000","2,585,000","2,485,000","1,860,000","-222,000","1,517,000","956,000","1,052,000","1,584,000","1,668,000","2,366,000","128,000","68,000","1,090,000","18,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),62266.667%,67.888%,-20.426%,-95.131%,-99.839%,-,70.402%,159.937%,76.806%,-,-9.053%,-59.594%,721.875%,2229.412%,53.028%,13044.444%,-54.770%,-64.948%,2845.946%,-98.707%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"914,000","1,518,000","1,153,000","55,000","11,000","595,000","1,397,000","51,000","14,000","13,000","79,000","18,000","31,000","12,000","29,000","1,410,000","33,000","12,000","862,000","309,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"957,000","819,000","904,000","66,000","-8,000","797,000","1,188,000","2,434,000","1,846,000","-235,000","1,438,000","938,000","1,021,000","1,572,000","1,639,000","956,000","95,000","56,000","228,000","-291,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,992,000","3,044,000","-2,415,000","2,594,000","1,791,000","1,220,000","1,132,000","2,012,000","2,274,000","2,083,000","1,861,000","2,206,000","1,588,000","1,963,000","1,510,000","1,718,000","1,463,000","1,340,000","1,372,000","1,729,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,799,000","1,530,000","1,062,000","3,868,000","2,751,000","691,000","424,000","4,425,000","3,293,000","2,398,000","2,390,000","1,863,000","1,485,000","1,768,000","1,458,000","626,000","372,000","189,000","319,000","263,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,-,-,-,-,"124,000",-,-,-,-,-,-,-,"-139,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"5,791,000","4,574,000","-1,353,000","6,462,000","4,542,000","1,911,000","1,556,000","6,561,000","5,567,000","4,481,000","4,251,000","4,069,000","3,073,000","3,731,000","2,968,000","2,205,000","1,835,000","1,529,000","1,691,000","1,992,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-4,834,000","-3,755,000","2,257,000","-6,396,000","-4,550,000","-1,114,000","-368,000","-4,127,000","-3,721,000","-4,716,000","-2,813,000","-3,131,000","-2,052,000","-2,159,000","-1,329,000","-1,249,000","-1,740,000","-1,473,000","-1,463,000","-2,283,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-22,000","-22,000","-63,000","-13,000","-2,000","-24,000","-66,000","-1,000",-,"-2,000","-1,000",-,"-4,000","-7,000","-10,000",-,"-423,000","-2,000","-309,000","-66,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,-,-,-,"387,000","419,000",-,-,-,-,-,-,"14,000",-,-,-,"715,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-55,000","17,000","25,000","-162,000","-12,000",-,-,"-98,000","301,000","502,000","174,000","257,000","124,000","82,000","-248,000","335,000","211,000","130,000","-104,000","26,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"503,000","1,864,000","49,000",-,-,"43,000","71,000","1,000",-,-,-,"-14,000",-,-,-,"-717,000","816,000","-2,139,000","2,470,000","609,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-4,408,000","-1,896,000","2,268,000","-6,184,000","-4,145,000","-1,095,000","-363,000","-4,225,000","-3,420,000","-4,216,000","-2,640,000","-2,874,000","-1,932,000","-2,084,000","-1,587,000","-916,000","-1,136,000","-3,484,000","594,000","-1,714,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-4,081,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"266,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,"-7,642,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"549,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-1,459,000",-,-,-,-,-,-,"-584,000",-,-,-,-,-,-,-,-,-,-,-,"254,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"34,000","185,000",-,Upgrade,Financials in USD,Fiscal year is January - December
