Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,-,"302,000","973,000","2,756,000","9,217,000","5,090,000","6,220,000","10,379,000","40,744,000","6,216,000","7,109,000","7,225,000","7,076,000","32,863,000","2,408,000","3,729,000","2,416,000","3,392,000","2,530,000","1,815,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-94.067%,-84.357%,-73.446%,-77.378%,-18.115%,-12.505%,43.654%,475.806%,-81.085%,195.224%,93.752%,192.881%,868.838%,-4.822%,105.455%,-87.351%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"12,429,000","6,657,000","5,919,000","8,010,000","10,386,000","8,657,000","9,710,000","21,943,000","20,041,000","15,255,000","20,166,000","19,013,000","20,505,000","17,720,000","15,849,000","21,129,000","16,258,000","17,634,000","12,996,000","11,490,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-12,429,000","-6,355,000","-4,946,000","-5,254,000","-1,169,000","-3,567,000","-3,490,000","-11,564,000","20,703,000","-9,039,000","-13,057,000","-11,788,000","-13,429,000","15,143,000","-13,441,000","-17,400,000","-13,842,000","-14,242,000","-10,466,000","-9,675,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,965,000","4,746,000","3,596,000","3,447,000","3,299,000","3,181,000","3,653,000","5,488,000","5,780,000","4,074,000","5,204,000","4,982,000","4,607,000","4,370,000","4,781,000","4,148,000","3,687,000","3,969,000","4,095,000","4,405,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,965,000","4,746,000","3,596,000","3,447,000","3,299,000","3,181,000","3,653,000","5,488,000","5,780,000","4,074,000","5,204,000","4,982,000","4,607,000","4,370,000","4,781,000","4,148,000","3,687,000","3,969,000","4,095,000","4,405,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-17,394,000","-11,101,000","-8,542,000","-8,701,000","-4,468,000","-6,748,000","-7,143,000","-17,052,000","14,923,000","-13,113,000","-18,261,000","-16,770,000","-18,036,000","10,773,000","-18,222,000","-21,548,000","-17,529,000","-18,211,000","-14,561,000","-14,080,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,"-6,000","-20,000","-33,000","-47,000","-62,000","-70,000","-86,000","-103,000","-95,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,859,000","1,774,000","365,000","527,000","613,000","623,000","232,000","162,000","55,000",-,-,-,-,-,-,-,-,-,"22,000","57,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-15,535,000","-9,327,000","-8,177,000","-8,174,000","-3,855,000","-6,125,000","-6,911,000","-16,890,000","14,978,000","-13,119,000","-18,281,000","-16,803,000","-18,083,000","10,711,000","-18,292,000","-21,634,000","-17,632,000","-18,306,000","-14,539,000","-14,023,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-15,535,000","-94,210,000","-8,177,000","-8,174,000","-3,855,000","-6,125,000","-6,911,000","-16,890,000","14,978,000","-13,119,000","-18,281,000","-16,803,000","-18,083,000","10,711,000","-18,292,000","-21,634,000","-17,632,000","-18,306,000","-14,539,000","-14,023,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"7,000","-32,000","40,000",-,"272,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-15,535,000","-94,210,000","-8,177,000","-8,181,000","-3,823,000","-6,165,000","-6,911,000","-17,162,000","14,978,000","-13,119,000","-18,281,000","-16,803,000","-18,083,000","10,711,000","-18,292,000","-21,634,000","-17,632,000","-18,306,000","-14,539,000","-14,023,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-450,000","3,001,000","-2,149,000","4,968,000","-5,284,000","-7,459,000","9,924,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-15,985,000","-91,209,000","-10,326,000","-3,213,000","-9,107,000","-13,624,000","3,013,000","-17,162,000","14,978,000","-13,119,000","-18,281,000","-16,803,000","-18,083,000","10,711,000","-18,292,000","-21,634,000","-17,632,000","-18,306,000","-14,539,000","-14,023,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,"3,081,000","-3,081,000",-,-,-,"1,892,000","-1,892,000",-,-,-,"2,762,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-15,985,000","-91,209,000","-10,326,000","-3,213,000","-9,107,000","-13,624,000","3,013,000","-17,162,000","11,897,000","-10,038,000","-18,281,000","-16,803,000","-18,083,000","8,819,000","-16,400,000","-21,634,000","-17,632,000","-18,306,000","-17,301,000","-14,023,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"6,530,111","4,563,772","4,537,776","4,525,231","4,514,381","4,505,813","3,935,209","3,594,795","3,510,899","3,457,824","3,406,906","3,223,773","2,476,698","2,433,850","2,348,832","2,207,651","2,160,415","2,048,259","1,892,817","1,663,648",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"6,530,111","4,563,772","4,537,776","4,525,231","4,514,381","4,505,813","3,935,209","3,594,795","4,429,628","3,457,824","3,406,906","3,223,773","2,476,698","2,966,161","2,348,832","2,207,651","2,160,415","2,048,259","1,892,817","1,663,648",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),44.651%,1.286%,15.312%,25.883%,1.913%,30.308%,15.507%,11.509%,78.852%,16.576%,45.047%,46.027%,14.640%,44.814%,24.092%,32.699%,11.684%,47.427%,32.679%,19.772%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.448,-19.985,-2.276,-0.710,-2.017,-3.024,0.766,-4.774,3.389,-2.903,-5.366,-5.212,-7.301,3.623,-6.982,-9.800,-8.161,-8.937,-9.140,-8.429,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.449,-19.992,-2.276,-0.712,-2.020,-3.025,0.766,-4.774,3.381,-3.812,-5.400,-5.222,-7.400,3.611,-7.818,-9.800,-8.161,-9.000,-9.140,-8.429,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-36,801,000",-,"-6,667,000","-12,900,000","-1,760,000","2,715,000","-10,992,000","-21,011,000","27,964,000","-11,852,000","-23,692,000","-14,907,000","-11,984,000","3,423,000","-1,805,000","-11,128,000","-14,137,000","-14,168,000","-15,164,000","-15,197,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-5.636,-,-1.469,-2.851,-0.390,0.603,-2.793,-5.845,6.313,-3.428,-6.954,-4.624,-4.839,1.154,-0.768,-5.041,-6.544,-6.917,-8.011,-9.135,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-190.639%,-12.683%,-70.079%,-56.109%,-111.417%,50.812%,-145.415%,-183.668%,-163.156%,-189.782%,46.079%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-3675.828%,-877.903%,-315.711%,-48.476%,-132.574%,-114.839%,-164.293%,36.626%,-210.956%,-256.872%,-232.111%,-254.890%,32.782%,-756.728%,-577.849%,-725.538%,-536.881%,-575.534%,-775.758%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-30201.656%,-1061.254%,-116.582%,-98.807%,-267.662%,48.441%,-165.353%,29.199%,-161.486%,-257.153%,-232.567%,-255.554%,26.836%,-681.063%,-580.156%,-729.801%,-539.682%,-683.834%,-772.617%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-685.200%,-468.070%,-19.095%,53.340%,-176.720%,-202.438%,68.633%,-190.669%,-333.268%,-206.325%,-169.361%,10.416%,-74.958%,-298.418%,-585.141%,-417.689%,-599.368%,-837.300%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-17,353,000","-11,064,000","-8,506,000","-8,668,000","-4,446,000","-6,723,000","-7,111,000","-17,023,000","14,960,000","-13,075,000","-18,222,000","-16,733,000","-17,991,000","10,823,000","-18,165,000","-21,481,000","-17,453,000","-18,139,000","-14,490,000","-14,003,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-48.237%,-132.083%,-114.325%,-164.014%,36.717%,-210.344%,-256.323%,-231.599%,-254.254%,32.934%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"41,000","37,000","36,000","33,000","22,000","25,000","32,000","29,000","37,000","38,000","39,000","37,000","45,000","50,000","57,000","67,000","76,000","72,000","71,000","77,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-17,394,000","-11,101,000","-8,542,000","-8,701,000","-4,468,000","-6,748,000","-7,143,000","-17,052,000","14,923,000","-13,113,000","-18,261,000","-16,770,000","-18,036,000","10,773,000","-18,222,000","-21,548,000","-17,529,000","-18,211,000","-14,561,000","-14,080,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-48.476%,-132.574%,-114.839%,-164.293%,36.626%,-210.955%,-256.872%,-232.111%,-254.890%,32.782%,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,"302,000","973,000","2,756,000","9,217,000","5,090,000","6,220,000","10,379,000","40,744,000","6,216,000","7,109,000","7,225,000","7,076,000","32,863,000","2,408,000","3,729,000","2,416,000","3,392,000","2,530,000","1,815,000",Upgrade,Financials in USD,Fiscal year is January - December
