Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"820,000","1,924,000","18,051,000","5,398,000","6,699,000","6,750,351",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-63.539%,-89.341%,234.402%,-19.421%,-0.761%,-3.956%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"10,162,000","9,948,000","25,990,000","50,119,000","25,235,000","11,629,477",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-9,342,000","-8,024,000","-7,939,000","-44,721,000","-18,536,000","-4,879,126",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","14,684,000","10,300,000","13,911,000","24,658,000","19,759,000","11,607,364",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"7,285,000","5,120,000","8,052,000","11,207,000","7,258,000","1,168,133",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"21,969,000","15,420,000","22,001,000","37,413,000","28,758,000","14,114,493",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-31,311,000","-23,444,000","-29,940,000","-82,134,000","-47,294,000","-18,993,619",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,"-3,417,000","-4,170,000","-2,391,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,182,000",-,-,-,"49,000","121,326",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"52,710,000","-762,000","-20,000","-20,000","409,000","-28,287",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"23,581,000","-27,623,000","-34,130,000","-84,545,000","-46,836,000","-18,900,580",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-7,500,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,"-3,907,000","-3,907,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,"5,208,000","53,932",Upgrade,Financials in USD,Fiscal year is January - December
