Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","5,725,482","5,005,135","5,675,231","6,380,847","5,307,206","5,084,111",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"9,814,683","3,228,806","5,377,412","25,147,394","4,560,724","3,471,153",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"15,540,165","8,233,941","11,052,643","31,528,241","9,867,930","8,555,264",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-15,540,165","-8,233,941","-11,052,643","-31,528,241","-9,867,930","-8,555,264",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-25,619","-23,967","-4,443",-949,"-1,627",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"520,180",-,-,-,-,"142,770",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"485,023","548,360","6,290","17,026","25,235","17,357",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-14,560,581","-7,709,548","-11,050,796","-31,512,164","-9,844,322","-8,395,137",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"-9,427","-7,069","1,296",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,"-1,125","2,901",-,-,-522,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,"-952,767",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-14,560,581","-7,710,673","-11,047,895","-32,474,358","-9,851,391","-8,394,363",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-14,560,581","-7,710,673","-11,047,895","-32,474,358","-9,851,391","-8,394,363",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-14,560,581","-7,710,673","-11,047,895","-32,474,358","-9,851,391","-8,394,363",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"6,286,296","248,447","18,391","12,861",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"6,286,296","248,447","18,391","12,861",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),3389.711%,1250.916%,42.998%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.316,-31.035,-600.723,-2525.026,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.316,-31.035,-600.723,-2525.026,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-12,458,507","-5,903,532","-11,390,894","-10,861,455","-9,276,346","-7,559,751",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.982,-23.762,-619.373,-844.526,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-15,529,781","-8,226,371","-11,047,500","-31,524,125","-9,863,853","-8,550,247",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"10,384","7,570","5,143","4,116","4,077","5,017",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-15,540,165","-8,233,941","-11,052,643","-31,528,241","-9,867,930","-8,555,264",Upgrade,Financials in USD,Fiscal year is January - December
