Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","67,269,000","50,569,000","47,053,000","46,537,000","31,502,000","19,653,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"150,233,000","115,235,000","92,812,000","84,721,000","60,397,000","47,826,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"217,502,000","165,804,000","139,865,000","131,258,000","91,899,000","67,479,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-217,502,000","-165,804,000","-139,865,000","-131,258,000","-91,899,000","-67,479,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,610,000","-1,549,000","-229,000","-414,000","-578,000","-580,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"12,140,000","5,302,000","5,864,000","5,597,000","3,262,000","3,816,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-206,972,000","-162,051,000","-134,230,000","-126,075,000","-89,215,000","-64,243,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"9,420,000","9,420,000","-1,610,000","-4,391,000","-410,000","1,103,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-197,552,000","-152,631,000","-135,840,000","-130,466,000","-89,625,000","-63,140,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-197,552,000","-152,631,000","-135,840,000","-130,466,000","-89,625,000","-63,140,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-197,552,000","-152,631,000","-135,840,000","-130,466,000","-89,625,000","-63,140,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"83,720,750","73,229,000","66,990,000","66,352,000","53,077,000","41,946,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"83,720,750","73,229,000","66,990,000","66,352,000","53,077,000","41,946,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),18.197%,9.313%,0.962%,25.011%,26.536%,19.195%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.360,-2.084,-2.028,-1.966,-1.689,-1.505,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.360,-2.084,-2.030,-1.970,-1.690,-1.505,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-169,238,000","-124,992,000","-110,688,000","-105,698,000","-72,001,000","-54,760,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.021,-1.707,-1.652,-1.593,-1.357,-1.305,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-216,644,000","-164,955,000","-139,106,000","-130,700,000","-91,705,000","-67,469,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"858,000","849,000","759,000","558,000","194,000","10,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-217,502,000","-165,804,000","-139,865,000","-131,258,000","-91,899,000","-67,479,000",Upgrade,Financials in USD,Fiscal year is January - December
