Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"51,812,000","41,531,000","30,978,000","28,101,000","32,868,000","26,366,000","43,979,000","50,382,000","59,221,000","50,126,000","36,516,000",-,"64,835,000","84,675,000","55,150,000","69,990,000","41,848,000","41,420,000","33,161,000","27,003,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),57.637%,57.517%,-29.562%,-44.224%,-44.499%,-47.401%,20.438%,-,-8.659%,-40.802%,-33.788%,-,54.930%,104.430%,66.310%,159.193%,68.688%,65.766%,-23.740%,-54.685%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"8,124,000","8,260,000","8,853,000","7,129,000","9,017,000","8,523,000","10,380,000","30,811,000","23,392,000","20,828,000","13,878,000",-,"28,384,000","46,546,000","26,032,000","33,655,000","19,206,000","20,376,000","16,574,000","20,601,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"43,688,000","33,271,000","22,125,000","20,972,000","23,851,000","17,843,000","33,599,000","19,571,000","35,829,000","29,298,000","22,638,000",-,"36,451,000","38,129,000","29,118,000","36,335,000","22,642,000","21,044,000","16,587,000","6,402,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","24,475,000","17,623,000","10,951,000","15,992,000","14,656,000","11,287,000","10,855,000","31,131,000","14,920,000","12,086,000","11,925,000",-,"12,718,000","14,711,000","12,617,000","9,382,000","15,020,000","10,069,000","9,264,000","10,277,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"32,733,000","25,880,000","19,137,000","24,330,000","22,894,000","19,826,000","19,394,000","39,670,000","23,488,000","20,636,000","20,505,000",-,"24,545,000","26,490,000","24,403,000","21,539,000","18,895,000","13,944,000","12,799,000","16,581,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"10,955,000","7,391,000","2,988,000","-3,358,000","957,000","-1,983,000","14,205,000","-20,099,000","12,341,000","8,662,000","2,133,000",-,"11,906,000","11,639,000","4,715,000","14,796,000","3,747,000","7,100,000","3,788,000","-10,179,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-741,000","-1,268,000","-141,000","-131,000","-1,000","-284,000","-240,000","-240,000","-332,000","-438,000","-789,000",-,"-4,439,000","-4,883,000","-5,831,000","-6,390,000","-6,269,000","-6,213,000","-8,548,000","-8,834,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,347,000","2,757,000","2,020,000","1,693,000","2,263,000","2,320,000","1,435,000","1,023,000","591,000","298,000","134,000",-,"169,000","233,000","296,000","388,000","991,000","1,969,000","4,730,000","5,840,000",Upgrade,Financials in USD,Fiscal year is January - December
