Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
Revenue,"564,690,000","537,267,000","567,978,000","596,068,000","536,313,000","538,202,000","683,971,000","565,748,000","573,463,000","535,955,000","562,049,000","575,700,000","585,773,000","554,963,000","573,027,000","572,143,000","538,399,000","510,932,000","500,879,000","457,486,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),5.291%,-0.174%,-16.959%,5.359%,-6.478%,0.419%,21.692%,-1.729%,-2.101%,-3.425%,-1.916%,0.622%,8.799%,8.618%,14.404%,25.062%,15.965%,11.653%,15.176%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"-227,604,000","212,429,000","583,600,000","-76,513,000","277,137,000","241,228,000","118,804,000","308,848,000","305,061,000","105,714,000","184,621,000","266,505,000","137,837,000","-243,762,000","292,262,000","129,341,000","-33,792,000","47,278,000","88,012,000","-919,160,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"792,294,000","324,838,000","-15,622,000","672,581,000","259,176,000","296,974,000","565,167,000","256,900,000","268,402,000","430,241,000","377,428,000","309,195,000","447,936,000","798,725,000","280,765,000","442,802,000","572,191,000","463,654,000","412,867,000","1,376,646,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","56,720,000","54,708,000","57,652,000","59,185,000","57,234,000","47,634,000","85,695,000","73,228,000","50,692,000","51,843,000","51,540,000","46,161,000","48,588,000","44,921,000","43,156,000","50,119,000","50,732,000","42,799,000","38,065,000","23,061,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"500,000","500,000","500,000","500,000","50,500,000","500,000","500,000","50,500,000","25,500,000","606,000","100,500,000","103,821,000","90,500,000","3,122,000","2,641,000","7,779,000","5,096,000","5,775,000","7,639,000","15,870,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"57,220,000","55,208,000","58,152,000","59,685,000","107,734,000","48,134,000","86,195,000","123,728,000","76,192,000","52,449,000","157,710,000","155,778,000","144,884,000","53,776,000","51,468,000","63,694,000","61,624,000","54,307,000","51,437,000","44,727,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"735,074,000","269,630,000","-73,774,000","612,896,000","151,442,000","248,840,000","478,972,000","133,172,000","192,210,000","377,792,000","219,718,000","153,417,000","303,052,000","744,949,000","229,297,000","379,108,000","510,567,000","409,347,000","361,430,000","1,331,919,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-66,506,000","-49,013,000","-44,232,000","-47,255,000","-46,033,000","-46,949,000","-46,950,000","-46,955,000","-46,977,000","-46,966,000","-47,063,000","-46,974,000","-44,327,000","-37,426,000","-37,415,000","-37,842,000","-31,444,000","-45,090,000","-53,584,000","-57,158,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"17,508,000","13,381,000","7,417,000","6,500,000","23,436,000","25,653,000","16,702,000","43,853,000","14,034,000","10,919,000","9,529,000","10,639,000","12,261,000","14,037,000","16,598,000","21,210,000","1,587,000","2,724,000","2,858,000","3,247,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"10,407,000","1,703,000","-14,149,000","268,000","-5,222,000","-770,000","34,606,000","-6,856,000","-3,251,000","737,000","397,000","-38,022,000","2,749,000","17,701,000","-1,918,000","10,498,000","13,743,000","29,292,000","-9,074,000","-10,802,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,346,000","6,000,000","-3,685,000","-18,308,000","-10,387,000","391,000","4,277,000","-2,145,000","14,987,000","70,770,000","-1,757,000","-4,916,000","-17,765,000","-2,016,000","-2,512,000","-6,011,000","-5,325,000","11,808,000","-33,968,000","33,593,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"697,829,000","241,701,000","-128,423,000","554,101,000","113,236,000","227,165,000","487,607,000","121,069,000","171,003,000","413,252,000","180,824,000","74,144,000","255,970,000","737,245,000","204,050,000","366,963,000","489,128,000","408,081,000","267,662,000","1,300,799,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"108,529,000","-47,324,000","124,150,000","163,485,000","8,841,000","124,171,000","21,482,000","-115,272,000","49,411,000","78,345,000","-52,741,000","-20,473,000","-34,174,000","69,510,000","-45,071,000","64,718,000","160,226,000","193,895,000","-153,166,000","145,729,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,-,-,-,"-615,827,000",-,-,-,-,-,-,-,"-65,053,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-25,100,000",-,"-5,400,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"806,358,000","194,377,000","-4,273,000","717,586,000","122,077,000","351,336,000","509,089,000","-610,030,000","220,414,000","491,597,000","128,083,000","53,671,000","221,796,000","806,755,000","158,979,000","366,628,000","624,254,000","601,976,000","109,096,000","1,446,528,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"806,358,000","194,377,000","-4,273,000","717,586,000","122,077,000","351,336,000","509,089,000","-610,030,000","220,414,000","491,597,000","128,083,000","53,671,000","221,796,000","806,755,000","158,979,000","366,628,000","624,254,000","601,976,000","109,096,000","1,446,528,000",Upgrade,Financials in USD,Fiscal year is January - December
