Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"12,833,000","7,979,000","17,073,000","26,561,000","9,277,000","21,323,000","12,982,000","30,375,000","34,470,000","38,406,000","35,340,000","24,501,000","36,769,000","25,453,000","18,032,000","21,033,000","18,385,000","14,967,000","14,670,000","18,650,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),38.331%,-62.580%,31.513%,-12.556%,-73.087%,-44.480%,-63.265%,23.975%,-6.253%,50.890%,95.985%,16.488%,99.995%,70.061%,22.918%,12.777%,-16.073%,21.495%,-5.859%,16.069%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"15,822,000","14,875,000","16,101,000","14,096,000","15,911,000","20,512,000","21,176,000","28,145,000","31,607,000","30,359,000","28,021,000","23,163,000","22,032,000","17,144,000","15,789,000","16,215,000","15,652,000","12,552,000","13,508,000","12,275,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-2,989,000","-6,896,000","972,000","12,465,000","-6,634,000","811,000","-8,194,000","2,230,000","2,863,000","8,047,000","7,319,000","1,338,000","14,737,000","8,309,000","2,243,000","4,818,000","2,733,000","2,415,000","1,162,000","6,375,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","13,568,000","15,671,000","12,860,000","12,184,000","12,302,000","13,365,000","15,399,000","12,313,000","13,499,000","10,656,000","15,705,000","11,723,000","13,407,000","12,795,000","11,398,000","8,742,000","8,797,000","8,522,000","8,989,000","7,322,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"13,568,000","15,671,000","12,860,000","12,184,000","12,302,000","13,365,000","15,399,000","12,313,000","13,499,000","10,656,000","15,705,000","11,723,000","13,407,000","12,795,000","11,398,000","8,742,000","8,797,000","8,522,000","8,989,000","7,322,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-16,557,000","-22,567,000","-11,888,000","281,000","-18,936,000","-12,554,000","-23,593,000","-10,083,000","-10,636,000","-2,609,000","-8,386,000","-10,385,000","1,330,000","-4,486,000","-9,155,000","-3,924,000","-6,064,000","-6,107,000","-7,827,000","-947,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,012,000","-985,000",-,-,"-20,000","-9,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"849,000","972,000","909,000","906,000","1,056,000","1,121,000","1,089,000","823,000","436,000","140,000","42,000","35,000","41,000","206,000","177,000","43,000","39,000","57,000","266,000","358,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,"-516,000","3,871,000",-,-,"-25,000","-226,000","216,000","-63,000","-3,000","261,000","283,000","23,000","-88,000","-31,000","-50,000","13,000","-86,000","-67,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-16,720,000","-22,580,000","-11,495,000","5,058,000","-17,900,000","-11,442,000","-22,529,000","-9,486,000","-9,984,000","-2,532,000","-8,347,000","-10,089,000","1,654,000","-4,257,000","-9,066,000","-3,912,000","-6,075,000","-6,037,000","-7,647,000","-656,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,"-3,140,000","-72,000","-72,000","-3,167,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,"-800,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-3,910,000",-,-,"-12,215,000","-3,875,000",-,-,"200,000",-,-,-,"-33,000","700,000",-,-,-,-,-,-,"26,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-165,000",-,-,"-9,184,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-20,630,000","-22,745,000","-11,495,000","-7,157,000","-34,899,000","-11,514,000","-22,601,000","-12,453,000","-9,984,000","-2,532,000","-8,347,000","-10,122,000","2,354,000","-4,257,000","-9,066,000","-3,912,000","-6,075,000","-6,037,000","-7,647,000","-630,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"10,000","10,000","10,000","35,000","9,000","9,000","16,000","151,000","8,000","108,000","9,000","68,000","110,000","8,000","2,000","8,000","19,000","307,000","5,000","5,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-20,640,000","-22,755,000","-11,505,000","-7,192,000","-34,908,000","-11,523,000","-22,617,000","-12,604,000","-9,992,000","-2,640,000","-8,356,000","-10,190,000","2,244,000","-4,265,000","-9,068,000","-3,920,000","-6,094,000","-6,344,000","-7,652,000","-635,000",Upgrade,Financials in USD,Fiscal year is January - December
