Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"233,600","89,100","35,000","19,300","30,700","64,500","31,300","3,700","29,000","71,100","16,000","5,000","8,000","15,000","18,000","17,000","15,000","19,000","26,000","32,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),660.912%,38.140%,11.821%,421.622%,5.862%,-9.283%,95.625%,-26.000%,262.500%,374.000%,-11.111%,-70.588%,-46.667%,-21.053%,-30.769%,-46.875%,-60.526%,-38.710%,-10.345%,10.345%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"18,243","6,490",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"215,357","82,610","35,000","19,300","30,700","64,500","31,300","3,700","29,000","71,100","16,000","5,000","8,000","15,000","18,000","17,000","15,000","19,000","26,000","32,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,182,320","1,259,235","3,086,121","2,559,351","2,325,319","2,278,160","4,578,653","4,011,983","3,649,530","3,624,504","4,294,456","3,848,771","3,459,277","3,409,365","14,907,402","693,553","374,229","219,035","658,661","1,772,075",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"1,320,030","1,292,182","1,058,131","680,631","809,824","902,891","1,231,745","673,621","989,170","1,075,224","775,337","165,496","237,410","160,898","165,254","177,912","251,036","261,553","186,328","415,794",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,502,350","2,551,417","4,144,252","3,239,982","3,135,143","3,181,051","5,810,398","4,685,604","4,638,700","4,699,728","5,069,793","4,014,267","3,696,687","3,570,263","15,072,656","871,465","625,265","480,588","844,989","2,187,869",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,286,993","-2,468,807","-4,109,252","-3,220,682","-3,104,443","-3,116,551","-5,779,098","-4,681,904","-4,609,700","-4,628,628","-5,053,793","-4,009,267","-3,688,687","-3,555,263","-15,054,656","-854,465","-610,265","-461,588","-818,989","-2,155,869",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,"-28,841","-46,613","-29,011","-213,815","-495,545","-507,332","-598,674","-227,683","-42,611","-24,168","-1,352,452","-877,408",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"158,547","175,945","162,597","376,223","61,667","96,187","18,216","116,115",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,037,030","-1,735,700","1,723,400","4,017,021","7,811,037","-2,689,035","-1,411,690","5,490,709","-17,284",-,"16,654",-,-,-,-,-,-,-,"-2,141,069","1,086,620",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-1,091,416","-4,028,562","-2,223,255","1,172,562","4,768,261","-5,709,399","-7,172,572","924,920","-4,655,825","-4,675,241","-5,066,150","-4,223,082","-4,184,232","-4,062,595","-15,653,330","-1,082,148","-652,876","-485,756","-4,312,510","-1,946,657",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,"250,000","-16,180,056",-,-,-,"-4,679,164","-183,387","3,361,416","-3,238,262","396,102",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-1,091,416","-4,028,562","-2,223,255","1,172,562","4,768,261","-5,709,399","-7,172,572","924,920","-4,655,825","-4,675,241","-4,816,150","-20,403,138","-4,184,232","-4,062,595","-15,653,330","-5,761,312","-836,263","2,875,660","-7,550,772","-1,550,555",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-1,091,416","-4,028,562","-2,223,255","1,172,562","4,768,261","-5,709,399","-7,172,572","924,920","-4,655,825","-4,675,241","-4,816,150","-20,403,138","-4,184,232","-4,062,595","-15,653,330","-5,761,312","-836,263","2,875,660","-7,550,772","-1,550,555",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-1,091,416","-4,028,562","-2,223,255","1,172,562","4,768,261","-5,709,399","-7,172,572","924,920","-4,655,825","-4,675,241","-4,816,150","-20,403,138","-4,184,232","-4,062,595","-15,653,330","-5,761,312","-836,263","2,875,660","-7,550,772","-1,550,555",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,-,-,26.774%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"8,121,499","8,121,499","6,671,382","4,687,463","4,570,843","3,886,309","3,717,472","3,662,495","3,642,215","3,638,383","3,523,202","2,385,272","838,689","795,877","729,930","540,895","398,663","398,663","240,019",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"8,121,499","8,121,499","6,671,382","4,687,463","12,324,766","3,886,309","3,717,472","3,662,495","3,642,215","3,638,383","3,523,202","2,385,272","838,689","795,877","729,930","540,895","398,663","398,663","240,019",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-34.104%,108.977%,79.460%,27.986%,238.387%,6.814%,5.514%,53.546%,334.275%,357.154%,382.677%,340.986%,110.375%,99.637%,204.113%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.134,-0.496,-0.333,0.250,1.043,-1.469,-1.929,0.253,-1.278,-1.285,-1.367,-8.554,-4.989,-5.105,-21.445,-10.651,-2.098,7.213,-31.459,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.134,-0.500,-0.333,0.247,0.390,-1.470,-1.930,0.253,-1.280,-1.285,-1.367,-8.554,-4.989,-5.105,-21.445,-10.651,-2.098,7.213,-31.459,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,-,-,-2.235%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,758,015","-1,900,461","-2,317,780","-1,843,450","-1,191,366","-1,312,603","-2,439,299","-1,658,269","-1,427,051","-1,388,796","-1,704,207","-1,175,672","-629,364","-741,829","-813,701","-572,120","-523,061","-420,438","-448,646","-1,810,991",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.216,-0.234,-0.347,-0.393,-0.097,-0.338,-0.656,-0.453,-0.392,-0.382,-0.484,-0.493,-0.750,-0.932,-1.115,-1.058,-1.312,-1.055,-1.869,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,92.190%,92.716%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-979.021%,-2770.827%,-11740.720%,-16687.472%,-10112.192%,-4831.862%,-18463.572%,-126537.946%,-15895.517%,-6510.025%,-31586.206%,-80185.340%,-46108.588%,-23701.753%,-83636.978%,-5026.265%,-4068.433%,-2429.411%,-3149.958%,-6737.091%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-467.216%,-4521.394%,-6352.157%,6075.451%,15531.795%,-8851.781%,-22915.565%,24997.838%,-16054.569%,-6575.585%,-30100.937%,-408062.760%,-52302.900%,-27083.967%,-86962.944%,-33890.071%,-5575.087%,15135.053%,-29041.431%,-4845.484%,Upgrade,Financials in USD,Fiscal year is January - December
