Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2015,,
Revenue,"1,000,000","10,000,000",-,"36,464,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"-273,000","2,574,000","-1,146,000","17,908,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,273,000","7,426,000","1,146,000","18,556,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","23,577,000","18,424,000","26,107,000","15,933,000","21,222,000","15,555,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"15,762,000","16,138,000","27,737,000","23,559,000","16,347,000","23,608,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"39,339,000","34,562,000","53,844,000","39,492,000","37,569,000","39,163,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-38,066,000","-27,136,000","-52,698,000","-20,936,000","-37,569,000","-39,163,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,348,000","-2,881,000","-4,175,000","-3,776,000","-6,226,000","-4,596,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,923,000","2,131,000","840,000","1,000","5,000","183,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-8,582,000","-2,347,000","2,723,000","-954,000","-1,821,000","483,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-775,000","235,000","10,372,000","39,793,000","-110,006,000","644,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-45,848,000","-29,998,000","-42,938,000","14,128,000","-155,617,000","-42,449,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,"39,000","194,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"113,000","-10,872,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"1,137,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-45,848,000","-29,998,000","-42,938,000","14,241,000","-166,450,000","-41,118,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-532,000","-532,000","-718,000","1,516,000","-2,822,000","-6,274,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-45,316,000","-29,466,000","-42,220,000","12,725,000","-163,628,000","-34,844,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-45,316,000","-29,466,000","-42,220,000","12,725,000","-163,628,000","-34,844,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"144,162,532","131,890,784","120,639,281","105,563,730","67,790,628","17,884,895",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"144,162,532","131,890,784","120,639,281","111,055,162","67,790,628","17,884,895",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),12.605%,9.327%,8.630%,63.821%,279.038%,25.694%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.314,-0.223,-0.350,0.121,-2.414,-1.948,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.314,-0.223,-0.350,-0.232,-2.414,-1.950,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-30,203,000","-21,132,000","-48,834,000","-5,774,000","-28,357,000","-45,952,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.210,-0.160,-0.405,-0.052,-0.418,-2.569,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,127.300%,74.260%,-,50.889%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-3806.600%,-271.360%,-,-57.416%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-4531.600%,-294.660%,-,34.897%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-3020.300%,-211.320%,-,-15.835%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-37,476,000","-26,570,000","-52,517,000","-20,864,000","-35,970,000","-37,586,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-265.700%,-,-57.218%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"590,000","566,000","181,000","72,000","1,599,000","1,577,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-38,066,000","-27,136,000","-52,698,000","-20,936,000","-37,569,000","-39,163,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-271.360%,-,-57.415%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,10.645%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
