Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters,,
Revenue,"-1,781,000","5,177,000","3,826,000","1,988,000","2,917,000","182,000","37,000","68,000","8,319,000","214,000","431,000",-,-,-,"12,000,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,2744.505%,10240.541%,2823.529%,-64.936%,-14.953%,-91.415%,-,-,-,-96.408%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"435,000","3,861,000","6,086,000","5,592,000","270,000","5,861,000","2,807,000","3,090,000","2,946,000","4,162,000","2,723,000","15,929,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-2,216,000","1,316,000","-2,260,000","-3,604,000","2,647,000","-5,679,000","-2,770,000","-3,022,000","5,373,000","-3,948,000","-2,292,000","-15,929,000",-,-,"12,000,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","16,083,000","16,522,000","16,339,000","16,995,000","20,054,000","5,937,000","4,319,000","3,189,000","3,925,000","5,173,000","5,118,000","5,113,000","8,005,000","7,284,000","6,578,000","9,761,000","4,649,000","5,110,000","4,988,000","4,018,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,405,000",-,-,-,"6,510,000",-,-,-,-,-,-,"-12,572,000","3,763,000","3,447,000","5,362,000","2,272,000","4,988,000","3,521,000","4,892,000","3,972,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"18,488,000","16,522,000","16,339,000","16,995,000","26,564,000","5,937,000","4,319,000","3,189,000","3,925,000","5,173,000","5,118,000","-7,459,000","11,768,000","10,731,000","11,940,000","12,033,000","9,637,000","8,631,000","9,880,000","7,990,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-20,704,000","-15,206,000","-18,599,000","-20,599,000","-23,917,000","-11,616,000","-7,089,000","-6,211,000","1,448,000","-9,121,000","-7,410,000","-8,470,000","-11,768,000","-10,731,000","60,000","-12,033,000","-9,637,000","-8,631,000","-9,880,000","-7,990,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,376,000","-2,368,000","-2,319,000","-2,305,000","-1,657,000",-,-,-,"-81,000","-1,066,000","-1,082,000","-1,097,000","-1,092,000","-1,077,000","-1,028,000","-992,000","-918,000","-904,000","-220,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"221,000","393,000","598,000","792,000","822,000","626,000","500,000","286,000","148,000","20,000","22,000","27,000","31,000","33,000","32,000","48,000","69,000","126,000","278,000","357,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-1,000","-5,000","-11,000","35,000","-50,000",-,-,"-7,000","5,000","-1,000",-,-,-,-,-,-,-,-,-,"-4,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-22,860,000","-17,186,000","-20,331,000","-22,077,000","-24,802,000","-10,990,000","-6,589,000","-5,932,000","1,520,000","-10,168,000","-8,470,000","-9,540,000","-12,829,000","-11,775,000","-936,000","-12,977,000","-10,486,000","-9,409,000","-9,822,000","-7,637,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,"-2,537,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,"-1,437,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-22,860,000","-17,186,000","-20,331,000","-24,614,000","-24,802,000","-10,990,000","-6,589,000","-5,932,000","83,000","-10,168,000","-8,470,000","-9,540,000","-12,829,000","-11,775,000","-936,000","-12,977,000","-10,486,000","-9,409,000","-9,822,000","-7,637,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-22,860,000","-17,186,000","-20,331,000","-24,614,000","-24,802,000","-10,990,000","-6,589,000","-5,932,000","83,000","-10,168,000","-8,470,000","-9,540,000","-12,829,000","-11,775,000","-936,000","-12,977,000","-10,486,000","-9,409,000","-9,822,000","-7,637,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-22,860,000","-17,186,000","-20,331,000","-24,614,000","-24,802,000","-10,990,000","-6,589,000","-5,932,000","83,000","-10,168,000","-8,470,000","-9,540,000","-12,829,000","-11,775,000","-936,000","-12,977,000","-10,486,000","-9,409,000","-9,822,000","-7,637,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"46,805,427","46,502,274","46,483,669","46,311,454","46,073,932","45,916,867","43,023,379","41,094,053","40,304,923","27,519,053","27,519,053","27,519,053","27,516,477","27,513,665","25,602,404","25,062,817","24,988,939","24,965,634","24,964,167","24,922,080",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"46,805,427","46,502,274","46,483,669","46,311,454","46,073,932","45,916,867","43,023,379","41,094,053","40,321,639","27,519,053","27,519,053","27,519,053","27,516,477","27,513,665","25,602,404","25,062,817","24,988,939","24,965,634","24,964,167","24,922,080",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.588%,1.275%,8.043%,12.696%,14.266%,66.855%,56.340%,49.329%,46.536%,0.020%,7.486%,9.800%,10.115%,10.206%,2.557%,0.565%,0.385%,0.362%,0.428%,0.299%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.488,-0.370,-0.437,-0.531,-0.538,-0.239,-0.153,-0.144,0.002,-0.369,-0.308,-0.347,-0.466,-0.428,-0.037,-0.518,-0.420,-0.377,-0.393,-0.306,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.488,-0.370,-0.437,-0.535,-0.538,-0.239,-0.153,-0.149,0.002,-0.369,-0.308,-0.349,-0.470,-0.430,-0.037,-0.518,-0.420,-0.377,-0.393,-0.306,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-8,574,000","-16,369,000","-19,947,000","-14,734,000","-14,876,000","-4,728,000","-4,601,000","-5,020,000","1,748,000","-7,335,000","-8,345,000","-8,935,000","-10,637,000","2,203,000","-11,096,000","-6,643,000","-7,719,000","-8,710,000","-8,605,000","-8,216,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.183,-0.352,-0.429,-0.318,-0.323,-0.103,-0.107,-0.122,0.043,-0.267,-0.303,-0.325,-0.387,0.080,-0.433,-0.265,-0.309,-0.349,-0.345,-0.330,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,25.420%,-59.069%,-181.288%,90.744%,-,-,-,64.587%,-,-,-,-,-,100.000%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-293.722%,-486.121%,-1036.167%,-819.918%,-6382.418%,-19159.459%,-9133.824%,17.406%,-4262.150%,-1719.258%,-,-,-,0.500%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-331.968%,-531.390%,-1238.129%,-850.257%,-6038.462%,-17808.108%,-8723.529%,0.998%,-4751.402%,-1965.197%,-,-,-,-7.800%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-316.187%,-521.354%,-741.147%,-509.976%,-2597.802%,-12435.135%,-7382.353%,21.012%,-3427.570%,-1936.195%,-,-,-,-92.467%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-20,455,000","-14,949,000","-18,335,000","-20,448,000","-23,784,000","-11,481,000","-6,958,000","-6,080,000","1,575,000","-9,023,000","-7,312,000","-8,328,000","-11,714,000","-10,694,000","71,000","-12,021,000","-9,632,000","-8,619,000","-9,866,000","-7,964,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-288.758%,-,-,-,-,-,-,18.933%,-,-,-,-,-,0.592%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"249,000","257,000","264,000","151,000","133,000","135,000","131,000","131,000","127,000","98,000","98,000","142,000","54,000","37,000","11,000","12,000","5,000","12,000","14,000","26,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-20,704,000","-15,206,000","-18,599,000","-20,599,000","-23,917,000","-11,616,000","-7,089,000","-6,211,000","1,448,000","-9,121,000","-7,410,000","-8,470,000","-11,768,000","-10,731,000","60,000","-12,033,000","-9,637,000","-8,631,000","-9,880,000","-7,990,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-293.722%,-,-,-,-,-,-,17.406%,-,-,-,-,-,0.500%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"-1,781,000","5,177,000","3,826,000","1,988,000","2,917,000","182,000","37,000","68,000","8,319,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,"1,100,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
