Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"126,325,000","126,325,000","7,128,000","144,927,000","33,215,000","34,505,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),12856.410%,1672.236%,-95.082%,336.330%,-3.739%,22.068%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"138,934,000","145,860,000","172,920,000","141,891,000","90,570,000","80,141,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-12,609,000","-19,535,000","-165,792,000","3,036,000","-57,355,000","-45,636,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","64,946,000","87,744,000","79,694,000","69,261,000","30,775,000","24,748,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"-35,869,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,"704,000","704,000","1,004,000","-1,732,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"29,781,000","88,448,000","80,698,000","67,529,000","30,775,000","24,748,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-42,390,000","-107,983,000","-246,490,000","-64,493,000","-88,130,000","-70,384,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-10,708,000","-13,176,000","-6,020,000","-2,910,000","-2,924,000","-502,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"5,501,000","7,301,000","3,058,000","2,870,000","946,000","1,033,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-20,848,000","-102,000","-17,000","-547,000","1,427,000","894,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-68,445,000","-113,960,000","-249,469,000","-65,080,000","-88,681,000","-68,959,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,"-1,492,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,"236,000","-688,000","-498,000","-446,000","172,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-68,445,000","-113,724,000","-250,157,000","-65,578,000","-89,127,000","-70,279,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-25,475,000","-113,724,000","-250,157,000","-65,578,000","-89,127,000","-70,279,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-25,475,000","-113,724,000","-250,157,000","-65,578,000","-89,127,000","-70,279,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"145,103,155","128,003,294","108,077,043","91,702,866","79,789,220","56,649,220",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"145,103,155","128,003,294","108,077,043","91,702,866","79,789,220","56,649,220",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),14.466%,18.437%,17.856%,14.931%,40.848%,39.039%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.176,-0.888,-2.315,-0.715,-1.117,-1.241,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.176,-0.890,-2.315,-0.720,-1.117,-1.241,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-158,393,000","-125,329,000","-238,637,000","-2,878,000","-94,201,000","-77,522,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.092,-0.979,-2.208,-0.031,-1.181,-1.368,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-9.981%,-15.464%,-,2.095%,-172.678%,-132.259%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-33.556%,-85.480%,-3458.053%,-44.500%,-265.332%,-203.982%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-20.166%,-90.025%,-3509.498%,-45.249%,-268.334%,-203.678%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-125.385%,-99.212%,-3347.882%,-1.986%,-283.610%,-224.669%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-36,375,000","-101,740,000","-239,861,000","-58,546,000","-81,552,000","-62,781,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-28.795%,-80.538%,-,-40.397%,-245.528%,-181.947%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"6,015,000","6,243,000","6,629,000","5,947,000","6,578,000","7,603,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-42,390,000","-107,983,000","-246,490,000","-64,493,000","-88,130,000","-70,384,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-33.556%,-85.480%,-,-44.500%,-265.332%,-203.982%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"126,325,000","126,325,000","7,128,000","144,927,000","33,215,000","34,505,000",Upgrade,Financials in USD,Fiscal year is January - December
