Fiscal Year,TTM,FY 2024,FY 2023,FY 2022,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Mar '23 Mar 31, 2023","Mar '22 Mar 31, 2022","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020",2019 - 2015,,
Revenue,"103,000","109,000","370,000","1,500,000",-,"2,196,000",Upgrade,Financials in USD,Fiscal year is April - March
Revenue Growth (YoY),-72.011%,-70.541%,-75.333%,-,-,-28.955%,Upgrade,Financials in USD,Fiscal year is April - March
Cost of Revenue,"4,886,000","5,498,000","8,885,000","3,320,000","1,103,000","5,612,000",Upgrade,Financials in USD,Fiscal year is April - March
Gross Profit,"-4,783,000","-5,389,000","-8,515,000","-1,820,000","-1,103,000","-3,416,000",Upgrade,Financials in USD,Fiscal year is April - March
"Selling, General & Admin","7,987,000","9,697,000","9,216,000","9,659,000","12,915,000","14,432,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"7,987,000","9,697,000","9,216,000","9,659,000","12,915,000","14,432,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"-12,770,000","-15,086,000","-17,731,000","-11,479,000","-14,018,000","-17,848,000",Upgrade,Financials in USD,Fiscal year is April - March
Interest & Investment Income,"230,000","405,000","454,000","8,000","15,000","594,000",Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),-,-,-,"25,000","6,000","1,535,000",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"-12,540,000","-14,681,000","-17,277,000","-11,446,000","-13,997,000","-15,719,000",Upgrade,Financials in USD,Fiscal year is April - March
Merger & Restructuring Charges,-,-,-,-,"-2,808,000","-2,727,000",Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Investments,-,"12,000","29,000",-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Gain (Loss) on Sale of Assets,-,-,"-9,000",-,"-19,000","113,000",Upgrade,Financials in USD,Fiscal year is April - March
Asset Writedown,-,-,-,-,-,"-900,000",Upgrade,Financials in USD,Fiscal year is April - March
Other Unusual Items,-,-,-,-,-,"525,000",Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-12,540,000","-14,669,000","-17,257,000","-11,446,000","-16,824,000","-18,708,000",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,"2,000","2,000","2,000","2,000","2,000","2,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-12,542,000","-14,671,000","-17,259,000","-11,448,000","-16,826,000","-18,710,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-12,542,000","-14,671,000","-17,259,000","-11,448,000","-16,826,000","-18,710,000",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"12,955,095","9,144,922","8,713,032","8,703,596","6,902,000","6,477,808",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"12,955,095","9,144,922","8,713,032","8,703,596","6,902,000","6,477,808",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),48.633%,4.957%,0.108%,26.103%,6.548%,12.287%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-0.968,-1.604,-1.981,-1.315,-2.438,-2.888,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-0.968,-1.604,-1.981,-1.315,-2.438,-2.888,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"-11,831,000","-14,695,000","-12,804,000","-8,862,000","-13,728,000","-14,882,000",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,-0.913,-1.607,-1.470,-1.018,-1.989,-2.297,Upgrade,Financials in USD,Fiscal year is April - March
Gross Margin,-,-,-,-121.333%,-,-155.555%,Upgrade,Financials in USD,Fiscal year is April - March
Operating Margin,-12398.058%,-13840.367%,-4792.162%,-765.267%,-,-812.750%,Upgrade,Financials in USD,Fiscal year is April - March
Profit Margin,-12176.699%,-13459.633%,-4664.595%,-763.200%,-,-852.004%,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Margin,-11486.408%,-13481.651%,-3460.541%,-590.800%,-,-677.687%,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"-12,490,000","-14,806,000","-17,438,000","-11,337,000","-13,977,000","-17,606,000",Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"280,000","280,000","293,000","142,000","41,000","242,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-12,770,000","-15,086,000","-17,731,000","-11,479,000","-14,018,000","-17,848,000",Upgrade,Financials in USD,Fiscal year is April - March
Revenue as Reported,"103,000","109,000","370,000","1,500,000",-,"2,196,000",Upgrade,Financials in USD,Fiscal year is April - March
