Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"302,000","314,000","1,772,000","2,963,000","1,050,000","4,461,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-12.968%,-82.280%,-40.196%,182.190%,-76.463%,-46.804%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"159,765,000","159,765,000","100,894,000","56,886,000","28,304,000","32,794,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-159,463,000","-159,451,000","-99,122,000","-53,923,000","-27,254,000","-28,333,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","78,492,000","94,999,000","35,182,000","25,805,000","13,265,000","11,646,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"123,578,000","94,999,000","35,182,000","25,805,000","13,265,000","11,646,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-283,041,000","-254,450,000","-134,304,000","-79,728,000","-40,519,000","-39,979,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-2,747,000","-1,847,000","-486,000","-3,000","-508,000","-835,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"28,863,000","18,563,000","4,916,000","318,000","173,000","941,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-257,016,000","-237,734,000","-129,874,000","-79,413,000","-40,854,000","-39,873,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,"-2,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"181,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-257,084,000","-237,734,000","-129,874,000","-79,413,000","-110,715,000","-41,873,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-257,084,000","-237,734,000","-129,874,000","-79,413,000","-110,715,000","-41,873,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-257,084,000","-237,734,000","-129,874,000","-79,413,000","-110,715,000","-41,873,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"60,312,830","44,755,475","32,087,293","11,918,712","3,557,065","2,089,094",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"60,312,830","44,755,475","32,087,293","11,918,712","3,557,065","2,089,094",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),42.073%,39.480%,169.218%,235.072%,70.268%,5.865%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.263,-5.312,-4.048,-6.663,-31.125,-20.044,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.263,-5.312,-4.048,-6.663,-31.125,-20.044,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-197,432,000","-185,068,000","-94,635,000","-54,919,000","-29,821,000","-36,140,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.273,-4.135,-2.949,-4.608,-8.384,-17.299,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-93722.185%,-81035.032%,-7579.233%,-2690.786%,-3858.952%,-896.189%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-85127.152%,-75711.465%,-7329.233%,-2680.155%,-10544.286%,-938.646%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-65374.834%,-58938.854%,-5340.576%,-1853.493%,-2840.095%,-810.132%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-282,474,000","-253,928,000","-134,049,000","-79,608,000","-40,280,000","-39,691,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"567,000","522,000","255,000","120,000","239,000","288,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-283,041,000","-254,450,000","-134,304,000","-79,728,000","-40,519,000","-39,979,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,"1,050,000","4,461,000",Upgrade,Financials in USD,Fiscal year is January - December
