Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","12,088,000","12,974,000","14,141,000","11,474,000","9,892,000","9,295,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"11,397,000","12,734,000","13,067,000","17,576,000","9,253,000","10,797,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"23,485,000","25,708,000","27,208,000","29,050,000","19,145,000","20,092,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-23,485,000","-25,708,000","-27,208,000","-29,050,000","-19,145,000","-20,092,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"2,204,000","2,724,000","1,052,000","151,000","132,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-27,000","-86,000","-55,000","-75,000",-,"972,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-21,438,000","-23,070,000","-26,211,000","-28,974,000","-19,013,000","-19,120,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,-,"-232,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-100,000","-100,000","-100,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-21,538,000","-23,170,000","-56,704,000","-28,974,000","-19,013,000","-19,352,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-798,000","-2,330,000","-2,479,000","-1,508,000","-10,872,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-20,740,000","-20,840,000","-54,225,000","-27,466,000","-8,141,000","-19,352,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-20,740,000","-20,840,000","-54,225,000","-27,466,000","-8,141,000","-19,352,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,-,-,-,-,"-9,000","-9,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-20,740,000","-20,840,000","-54,225,000","-27,466,000","-8,150,000","-19,361,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-20,740,000","-20,840,000","-54,225,000","-27,466,000","-8,150,000","-19,361,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"8,265,750","8,073,000","5,180,000","3,688,000","1,029,334","688,334",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"8,265,750","8,073,000","5,180,000","3,688,000","1,029,334","688,334",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),3.186%,55.849%,40.456%,258.290%,49.540%,6.564%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-2.509,-2.581,-10.468,-7.447,-7.918,-28.127,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-2.509,-2.581,-10.470,-7.447,-7.918,-28.127,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-18,897,000","-20,032,000","-21,455,000","-22,305,000","-8,843,000","-18,882,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-2.286,-2.481,-4.142,-6.048,-8.591,-27.431,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-23,305,000","-25,519,000","-27,139,000","-28,995,000","-19,082,000","-20,027,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"180,000","189,000","69,000","55,000","63,000","65,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-23,485,000","-25,708,000","-27,208,000","-29,050,000","-19,145,000","-20,092,000",Upgrade,Financials in USD,Fiscal year is January - December
