Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters,,
Revenue,"10,026,000","8,054,000","6,102,000","6,096,000","3,796,000","1,638,000","2,063,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),164.120%,391.697%,195.783%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"3,311,000","2,300,000","1,785,000","1,773,000","1,079,000","354,000","605,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"6,715,000","5,754,000","4,317,000","4,323,000","2,717,000","1,284,000","1,458,000",-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","21,320,000","17,508,000","17,447,000","16,242,000","14,135,000","12,096,000","10,896,000","7,176,000","6,277,000","4,279,000","2,893,000","2,191,000","2,211,000","2,649,000","2,732,000","3,425,000","3,319,000","2,537,000","2,503,000","2,515,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"3,541,000","2,677,000","2,726,000","3,338,000","3,421,000","2,934,000","2,116,000","2,326,000","3,718,000","5,142,000","4,347,000","4,530,000","3,694,000","3,807,000","4,009,000","3,745,000","5,119,000","5,139,000","4,146,000","11,018,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"24,861,000","20,185,000","20,173,000","19,580,000","17,556,000","15,030,000","13,012,000","9,502,000","9,995,000","9,421,000","7,240,000","6,721,000","5,905,000","6,456,000","6,741,000","7,170,000","8,438,000","7,676,000","6,649,000","13,533,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-18,146,000","-14,431,000","-15,856,000","-15,257,000","-14,839,000","-13,746,000","-11,554,000","-9,502,000","-9,995,000","-9,421,000","-7,240,000","-6,721,000","-5,905,000","-6,456,000","-6,741,000","-7,170,000","-8,438,000","-7,676,000","-6,649,000","-13,533,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-1,850,000","-2,134,000","-2,101,000","-2,092,000","-2,060,000","-2,010,000","-1,961,000","-1,959,000","-377,000","-447,000","-518,000","-621,000","-667,000","-651,000","-636,000","-657,000","-655,000","-639,000","-636,000","-646,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"903,000","664,000","877,000","1,125,000","1,301,000","1,363,000","1,315,000","850,000","232,000","107,000","13,000","7,000","10,000","12,000","20,000","34,000","36,000","21,000","224,000","310,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,804,000","-1,189,000","2,972,000","2,412,000","-36,000","239,000","990,000","1,363,000","-22,000","64,000","14,000","17,000","10,000","33,000","255,000","9,000","19,000","-1,000","-31,000","-45,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-17,289,000","-17,090,000","-14,108,000","-13,812,000","-15,634,000","-14,154,000","-11,210,000","-9,248,000","-10,162,000","-9,697,000","-7,731,000","-7,318,000","-6,552,000","-7,062,000","-7,102,000","-7,784,000","-9,038,000","-8,295,000","-7,092,000","-13,914,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-17,816,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-35,105,000","-17,090,000","-14,108,000","-13,812,000","-15,634,000","-14,154,000","-11,210,000","-9,248,000","-10,162,000","-9,697,000","-7,731,000","-7,318,000","-6,552,000","-7,062,000","-7,102,000","-7,784,000","-9,038,000","-8,295,000","-7,092,000","-10,814,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-35,105,000","-17,090,000","-14,108,000","-13,812,000","-15,634,000","-14,154,000","-11,210,000","-9,248,000","-10,162,000","-9,697,000","-7,731,000","-7,318,000","-6,552,000","-7,062,000","-7,102,000","-7,784,000","-9,038,000","-8,295,000","-7,092,000","-10,814,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-35,105,000","-17,090,000","-14,108,000","-13,812,000","-15,634,000","-14,154,000","-11,210,000","-9,248,000","-10,162,000","-9,697,000","-7,731,000","-7,318,000","-6,552,000","-7,062,000","-7,102,000","-7,784,000","-9,038,000","-8,295,000","-7,092,000","-10,814,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"46,558,474","38,984,745","38,952,131","38,786,956","38,760,895","38,692,624","37,800,960","31,253,909","27,401,060","27,378,507","27,368,354","27,359,001","27,355,454","27,355,454","27,336,724","27,321,752","27,319,465","23,355,418","20,218,473","18,661,626",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"46,558,474","38,984,745","38,952,131","38,786,956","38,760,895","38,692,624","37,800,960","31,253,909","27,401,060","27,378,507","27,368,354","27,359,001","27,355,454","27,355,454","27,336,724","27,321,752","27,319,465","23,355,418","20,218,473","18,661,626",Upgrade,Financials in USD,Fiscal year is January - December
