Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
"Selling, General & Admin","437,011","353,531","342,688","503,052","344,758","368,259","413,175","436,579","659,568","140,057","328,382","313,298","209,590","196,911","318,629","552,978","98,834","59,626","94,750","77,862",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,292,040","2,307,873","2,194,513","2,332,981","2,158,167","1,379,567","1,827,907","2,458,104","1,723,493","633,250","1,660,821","2,063,908","657,096","556,534","281,977","598,880","158,031","150,804","149,891","258,674",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,729,051","2,661,404","2,537,201","2,836,033","2,502,925","1,747,826","2,241,082","2,894,683","2,383,061","773,307","1,989,203","2,377,206","866,686","753,445","600,606","1,151,858","256,865","210,430","244,641","336,536",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,729,051","-2,661,404","-2,537,201","-2,836,033","-2,502,925","-1,747,826","-2,241,082","-2,894,683","-2,383,061","-773,307","-1,989,203","-2,377,206","-866,686","-753,445","-600,606","-1,151,858","-256,865","-210,430","-244,641","-336,536",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"60,338","54,722","64,006","89,294","111,136","119,453","116,180","104,171","64,037","27,234","19,575","16,501","3,568","3,700","3,598",832,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,668,713","-2,606,682","-2,473,195","-2,746,739","-2,391,789","-1,628,373","-2,124,902","-2,790,512","-2,319,024","-746,073","-1,969,628","-2,360,705","-863,118","-749,745","-597,008","-1,151,026","-256,865","-210,430","-244,641","-336,536",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,668,713","-2,606,682","-2,473,195","-2,746,739","-2,391,789","-1,628,373","-2,124,902","-2,790,512","-2,319,024","-746,073","-1,969,628","-2,360,705","-863,118","-749,745","-597,008","-1,151,026","-256,865","-210,430","-244,641","-336,536",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,668,713","-2,606,682","-2,473,195","-2,746,739","-2,391,789","-1,628,373","-2,124,902","-2,790,512","-2,319,024","-746,073","-1,969,628","-2,360,705","-863,118","-749,745","-597,008","-1,151,026","-256,865","-210,430","-244,641","-336,536",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"13,142,457","12,906,867","12,859,685","12,848,165","12,848,165","12,848,165","12,848,165","12,452,532","12,823,447","12,923,434","13,063,710","13,297,789","12,968,891","12,895,801","12,800,667","12,109,746","8,788,032","8,587,333","8,496,834","8,333,168",Upgrade,Financials in USD,Fiscal year is January - December
