Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"10,625,800,000","9,869,200,000","8,930,700,000","7,573,400,000","6,202,800,000","4,160,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,-,-,-,"1,000,000","2,900,000","2,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"10,625,800,000","9,869,200,000","8,930,700,000","7,574,400,000","6,205,700,000","4,162,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),10.064%,10.509%,17.906%,22.056%,49.075%,36.593%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"4,931,300,000","4,425,100,000","3,607,600,000","2,842,000,000","2,381,200,000","2,302,300,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"5,694,500,000","5,444,100,000","5,323,100,000","4,732,400,000","3,824,500,000","1,860,500,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,455,800,000","1,136,600,000","944,700,000","840,100,000","770,500,000","658,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,455,800,000","1,136,600,000","944,700,000","840,100,000","770,500,000","658,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"4,238,700,000","4,307,500,000","4,378,400,000","3,892,300,000","3,054,000,000","1,202,000,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-38,400,000","-44,100,000","-54,800,000","-61,500,000","-58,200,000","-58,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"649,400,000","614,700,000","144,600,000","4,900,000","22,200,000","63,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-22,500,000","-24,600,000","-15,100,000","-13,900,000","-16,100,000","-5,200,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-45,500,000","9,300,000","-600,000","1,700,000","800,000","-200,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"4,781,700,000","4,862,800,000","4,452,500,000","3,823,500,000","3,002,700,000","1,201,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-13,000,000","-7,500,000","-149,100,000","17,100,000","311,900,000","197,600,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-13,000,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"49,600,000","51,600,000","57,500,000","3,100,000","-13,100,000","-4,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"259,600,000","4,379,800,000","4,232,400,000","2,730,400,000","3,116,900,000","1,394,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"739,400,000","760,200,000","910,400,000","388,300,000","405,200,000","218,100,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-479,800,000","3,619,600,000","3,322,000,000","2,342,100,000","2,711,700,000","1,176,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Company,"-479,800,000","3,619,600,000","3,322,000,000","2,342,100,000","2,711,700,000","1,176,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-479,800,000","3,619,600,000","3,322,000,000","2,342,100,000","2,711,700,000","1,176,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-479,800,000","3,619,600,000","3,322,000,000","2,342,100,000","2,711,700,000","1,176,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,-,8.958%,41.839%,-13.630%,130.430%,-43.879%,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"258,000,000","257,700,000","256,100,000","257,700,000","259,800,000","256,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"258,000,000","260,500,000","259,100,000","259,900,000","263,400,000","260,700,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-0.912%,0.540%,-0.308%,-1.329%,1.036%,0.585%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.860,14.046,12.971,9.088,10.438,4.584,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.862,13.890,12.820,9.010,10.290,4.510,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,-,8.346%,42.286%,-12.439%,128.160%,-44.241%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-1,105,800,000","3,336,900,000","3,925,200,000","2,408,500,000","2,993,700,000","1,493,900,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-4.286,12.810,15.149,9.267,11.366,5.730,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,53.591%,55.163%,59.605%,62.479%,61.629%,44.693%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,39.891%,43.646%,49.026%,51.388%,49.213%,28.875%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-4.515%,36.676%,37.198%,30.921%,43.697%,28.269%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-10.407%,33.811%,43.952%,31.798%,48.241%,35.887%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"4,446,600,000","4,477,000,000","4,526,700,000","4,017,900,000","3,163,500,000","1,308,900,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,41.847%,45.363%,50.687%,53.046%,50.977%,31.443%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"207,900,000","169,500,000","148,300,000","125,600,000","109,500,000","106,900,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"4,238,700,000","4,307,500,000","4,378,400,000","3,892,300,000","3,054,000,000","1,202,000,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,39.891%,43.646%,49.026%,51.388%,49.213%,28.875%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,284.823%,17.357%,21.510%,14.221%,13.000%,15.635%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"9,869,200,000","9,869,200,000","8,930,700,000","7,574,400,000","6,205,700,000","4,162,800,000",Upgrade,Financials in USD,Fiscal year is January - December
