Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"2,266,003,000","2,354,554,000","2,237,215,000","2,289,463,000","2,122,353,000","1,814,254,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-2.505%,5.245%,-2.282%,7.874%,16.982%,1.079%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"491,912,000","560,656,000","904,244,000","452,842,000","230,839,000","-1,019,321,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"1,774,091,000","1,793,898,000","1,332,971,000","1,836,621,000","1,891,514,000","2,833,575,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","228,265,000","249,748,000","227,303,000","182,826,000","181,715,000","103,439,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"2,000,000","52,000,000","177,106,000","200,084,000","26,289,000","83,036,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"230,265,000","301,748,000","410,079,000","405,906,000","231,062,000","210,399,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"1,543,826,000","1,492,150,000","922,892,000","1,430,715,000","1,660,452,000","2,623,176,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-207,006,000","-187,187,000","-187,961,000","-166,142,000","-167,960,000","-341,188,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"44,806,000","72,291,000","78,335,000","53,535,000","28,379,000","22,329,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-1,771,000","28,882,000","-8,973,000","-19,490,000","44,459,000","-32,517,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-14,647,000","-24,027,000","81,855,000","-27,210,000","-33,496,000","33,870,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"1,365,208,000","1,382,109,000","886,148,000","1,271,408,000","1,531,834,000","2,305,670,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"348,840,000","317,979,000","-40,257,000","-30,207,000","265,673,000","155,749,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-615,827,000",-,"-65,053,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"-30,500,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"1,714,048,000","1,700,088,000","230,064,000","1,241,201,000","1,701,954,000","2,461,419,000",Upgrade,Financials in USD,Fiscal year is January - December
