Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2021,FY 2020,2019 - 2015,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Mar '21 Mar 17, 2021","Dec '20 Dec 31, 2020",2019 - 2015,,
Operating Revenue,"36,221,000","30,058,000",-,"10,000",-,"50,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Revenue,"5,983,000","6,150,000","4,776,000","2,637,000",-,"2,275,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue,"42,204,000","36,208,000","4,776,000","2,647,000",-,"2,325,000",Upgrade,Financials in EUR,Fiscal year is January - December
Revenue Growth (YoY),526.172%,658.124%,80.431%,-,-,-8.501%,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Profit,"42,204,000","36,208,000","4,776,000","2,647,000",-,"2,325,000",Upgrade,Financials in EUR,Fiscal year is January - December
"Selling, General & Admin","22,018,000","22,049,000","17,857,000","19,434,000",-,"14,611,000",Upgrade,Financials in EUR,Fiscal year is January - December
Research & Development,"42,578,000","38,396,000","32,636,000","30,378,000",-,"24,330,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Expenses,"64,596,000","60,445,000","50,493,000","49,812,000",-,"38,941,000",Upgrade,Financials in EUR,Fiscal year is January - December
Operating Income,"-22,392,000","-24,237,000","-45,717,000","-47,165,000",-,"-36,616,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest Expense,"-8,026,000","-7,982,000","-5,837,000","-671,000",-,"-333,000",Upgrade,Financials in EUR,Fiscal year is January - December
Interest & Investment Income,"2,266,000","1,217,000","256,000",-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Currency Exchange Gain (Loss),"-361,000","-2,092,000","2,106,000","6,238,000",-,"-1,593,000",Upgrade,Financials in EUR,Fiscal year is January - December
Other Non Operating Income (Expenses),"2,723,000","1,000","1,000","14,000",-,"4,774,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBT Excluding Unusual Items,"-25,790,000","-33,093,000","-49,191,000","-41,584,000",-,"-33,768,000",Upgrade,Financials in EUR,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-4,230,000","-4,230,000",-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Other Unusual Items,"-3,206,000","-2,257,000","-7,840,000","-5,414,000",-,"187,000",Upgrade,Financials in EUR,Fiscal year is January - December
Pretax Income,"-33,212,000","-39,580,000","-57,031,000","-46,998,000",-,"-33,581,000",Upgrade,Financials in EUR,Fiscal year is January - December
Income Tax Expense,"261,000","120,000","10,000","5,000",-,"9,000",Upgrade,Financials in EUR,Fiscal year is January - December
Net Income,"-33,473,000","-39,700,000","-57,041,000","-47,003,000",-,"-33,590,000",Upgrade,Financials in EUR,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,"60,000",-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Net Income to Common,"-33,473,000","-39,700,000","-57,041,000","-47,063,000",-,"-33,590,000",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Basic),"42,971,691","36,928,161","34,851,868","34,733,418",-,"24,385,827",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Outstanding (Diluted),"42,971,691","36,928,161","34,851,868","34,733,418",-,"24,385,827",Upgrade,Financials in EUR,Fiscal year is January - December
Shares Change (YoY),23.042%,5.957%,0.341%,-,-,12.733%,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Basic),-0.779,-1.075,-1.637,-1.355,-,-1.377,Upgrade,Financials in EUR,Fiscal year is January - December
EPS (Diluted),-0.780,-1.080,-1.640,-1.355,-,-1.380,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow,"-1,531,000","-12,804,000","-37,195,000","-30,100,000",-,"-27,634,000",Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Per Share,-0.036,-0.347,-1.067,-0.867,-,-1.133,Upgrade,Financials in EUR,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,-,100.000%,Upgrade,Financials in EUR,Fiscal year is January - December
Operating Margin,-53.057%,-66.938%,-957.224%,-1781.828%,-,-1574.882%,Upgrade,Financials in EUR,Fiscal year is January - December
Profit Margin,-79.312%,-109.644%,-1194.326%,-1777.975%,-,-1444.731%,Upgrade,Financials in EUR,Fiscal year is January - December
Free Cash Flow Margin,-3.628%,-35.362%,-778.790%,-1137.136%,-,-1188.559%,Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA,"-22,295,000","-23,686,000","-45,151,000","-45,605,000",-,"-34,862,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBITDA Margin,-52.827%,-65.416%,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
D&A For EBITDA,"97,000","551,000","566,000","1,560,000",-,"1,754,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT,"-22,392,000","-24,237,000","-45,717,000","-47,165,000",-,"-36,616,000",Upgrade,Financials in EUR,Fiscal year is January - December
EBIT Margin,-53.056%,-66.938%,-,-,-,-,Upgrade,Financials in EUR,Fiscal year is January - December
Revenue as Reported,"42,203,000","36,207,000","4,776,000","2,647,000",-,"2,512,000",Upgrade,Financials in EUR,Fiscal year is January - December
