Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","8,397,000","9,871,000","1,631,000","14,166,000","24,417,000","6,207,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"7,402,000","8,113,000","12,955,000","13,208,000","5,993,000","3,714,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"15,799,000","17,984,000","14,586,000","27,374,000","30,410,000","9,921,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-15,799,000","-17,984,000","-14,586,000","-27,374,000","-30,410,000","-9,921,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-5,000","-10,000","-7,000","-176,000","-320,000","-92,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,266,000","1,154,000","32,000",-,"8,000","1,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,"33,000","893,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-14,538,000","-16,840,000","-14,528,000","-26,657,000","-30,722,000","-10,012,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-2,067,000","-402,000","-869,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,-,-,"2,663,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,-,-,"-279,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-16,605,000","-17,242,000","-15,397,000","-26,657,000","-28,338,000","-10,012,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-2,877,000","449,000",-,"-3,240,000","-2,207,000","-689,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-13,728,000","-17,691,000","-15,397,000","-23,417,000","-26,131,000","-9,323,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-13,728,000","-17,691,000","-15,397,000","-23,417,000","-26,131,000","-9,323,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"102,883,859","102,471,016","101,526,389","97,932,055","97,306,144","97,306,144",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"102,883,859","102,471,016","101,526,389","97,932,055","97,306,144","97,306,144",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-0.784%,0.930%,3.670%,0.643%,-,-23.714%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.133,-0.173,-0.152,-0.239,-0.269,-0.096,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.133,-0.173,-0.152,-0.239,-0.269,-0.096,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-3,920,000","-15,698,000","-19,615,000","-21,784,000","-11,338,000","-6,800,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.038,-0.153,-0.193,-0.222,-0.117,-0.070,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-15,788,000","-17,977,000","-14,585,000","-27,366,000","-30,405,000","-9,916,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"11,000","7,000","1,000","8,000","5,000","5,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-15,799,000","-17,984,000","-14,586,000","-27,374,000","-30,410,000","-9,921,000",Upgrade,Financials in USD,Fiscal year is January - December
