Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,-,-,-,-,-,"198,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-88.926%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,-,"12,687,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,-,-,-,-,-,"-12,489,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","7,920,000","8,698,000","10,790,000","14,473,000","14,044,000","12,404,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"16,937,000","8,141,000","10,699,000","17,787,000","15,373,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"24,857,000","16,839,000","21,489,000","32,260,000","29,417,000","12,404,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-24,857,000","-16,839,000","-21,489,000","-32,260,000","-29,417,000","-24,893,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-186,000","-50,000","-53,000","-114,000","-125,000","-495,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"123,000","325,000","109,000","91,000","122,000","153,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-100,000",-,"700,000","-300,000","-1,200,000","-500,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"1,492,000","31,000","2,000","-20,000","-1,046,000","54,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-23,528,000","-16,533,000","-20,731,000","-32,603,000","-31,666,000","-25,681,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,"-700,000","-700,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,"-3,058,000","-12,624,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,-,"-7,220,000","-45,020,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"14,591,000",-,-,-,"-900,000","-1,794,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-9,637,000","-20,291,000","-40,575,000","-77,623,000","-32,566,000","-27,475,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"71,000",-,"-1,367,000","-9,987,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-9,708,000","-20,291,000","-39,208,000","-67,636,000","-32,566,000","-27,475,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"1,001,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-10,709,000","-20,291,000","-39,208,000","-67,636,000","-32,566,000","-27,475,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"557,334","215,334","35,000","27,500","17,393","12,142",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"557,334","215,334","35,000","27,500","17,393","12,142",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),270.014%,515.240%,27.273%,58.110%,43.247%,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-19.215,-94.230,-1120.229,-2459.491,-1872.362,-2262.807,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-19.215,-94.230,-1120.229,-2459.491,-1872.362,-2262.807,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-15,296,000","-13,452,000","-19,465,000","-23,943,000","-25,606,000","-24,854,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-27.445,-62.470,-556.143,-870.655,-1472.201,-2046.944,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-,-12572.222%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-,-13876.263%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-,-12552.525%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-24,683,000","-16,757,000","-21,356,000","-32,068,000","-29,249,000","-24,698,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"174,000","82,000","133,000","192,000","168,000","195,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-24,857,000","-16,839,000","-21,489,000","-32,260,000","-29,417,000","-24,893,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,"198,000",Upgrade,Financials in USD,Fiscal year is January - December
