Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"947,355,000","829,253,000","660,116,000","443,310,000","267,594,000","195,992,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),21.345%,25.622%,48.906%,65.665%,36.533%,29.059%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"249,603,000","268,724,000","205,911,000","117,085,000","77,603,000","186,350,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"697,752,000","560,529,000","454,205,000","326,225,000","189,991,000","9,642,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","149,694,000","149,182,000","121,626,000","50,323,000","45,736,000","77,252,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"220,743,000","220,455,000","164,774,000","50,323,000","45,736,000","77,252,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"477,009,000","340,074,000","289,431,000","275,902,000","144,255,000","-67,610,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-18,775,000","-18,762,000","-16,947,000","-7,526,000","-20,378,000","-11,627,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"10,843,000","9,998,000","2,152,000","3,359,000","5,425,000","4,517,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"469,077,000","331,310,000","274,636,000","271,735,000","129,302,000","-74,720,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,"-21,900,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"11,016,000","6,319,000","-1,106,000","-2,257,000",-,"2,469,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,-,"-2,500,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"13,200,000","-2,712,000","-20,960,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"480,093,000","348,329,000","248,918,000","248,518,000","129,302,000","-72,251,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"87,626,000","66,735,000","46,789,000","-154,192,000","217,000","-11,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"392,467,000","281,594,000","202,129,000","402,710,000","129,085,000","-72,240,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"392,467,000","281,594,000","202,129,000","402,710,000","129,085,000","-72,240,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income Growth,54.571%,39.314%,-49.808%,211.973%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"127,481,750","131,927,000","136,844,000","140,646,000","136,206,000","144,329,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"129,916,750","134,197,000","140,608,000","146,796,000","141,463,000","144,329,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-4.661%,-4.559%,-4.215%,3.770%,-1.986%,0.508%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),3.079,2.134,1.477,2.863,0.948,-0.501,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),3.023,2.100,1.440,2.740,0.910,-0.501,Upgrade,Financials in USD,Fiscal year is January - December
EPS Growth,61.705%,45.833%,-47.445%,201.099%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"392,711,000","373,277,000","235,300,000","297,983,000","52,950,000","-89,463,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,3.023,2.782,1.673,2.030,0.374,-0.620,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,73.653%,67.594%,68.807%,73.588%,71.000%,4.920%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,50.352%,41.010%,43.845%,62.237%,53.908%,-34.496%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,41.428%,33.958%,30.620%,90.842%,48.239%,-36.859%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,41.453%,45.014%,35.645%,67.218%,19.787%,-45.646%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"552,999,000","416,930,000","336,072,000","277,299,000","145,839,000","-65,342,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,58.373%,50.278%,50.911%,62.552%,54.500%,-33.339%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"75,990,000","76,856,000","46,641,000","1,397,000","1,584,000","2,268,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"477,009,000","340,074,000","289,431,000","275,902,000","144,255,000","-67,610,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,50.352%,41.010%,43.845%,62.237%,53.908%,-34.496%,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,18.252%,19.159%,18.797%,-,0.168%,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"947,355,000","829,253,000","660,116,000","443,310,000","267,594,000","195,992,000",Upgrade,Financials in USD,Fiscal year is January - December
