Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
"Selling, General & Admin","7,531,000","6,728,000","8,640,000","8,752,000","7,846,000","2,701,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"21,360,000","9,158,000","2,778,000","6,546,000","4,531,000","5,324,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"28,891,000","15,886,000","11,418,000","15,298,000","12,377,000","8,025,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-28,891,000","-15,886,000","-11,418,000","-15,298,000","-12,377,000","-8,025,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,"-2,191,000",-,-,"-129,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,010,000","461,000",-,"14,000","39,000","107,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,"-8,000",-,"-1,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"148,000","2,955,000","7,935,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-27,733,000","-12,470,000","-5,682,000","-15,284,000","-12,339,000","-8,047,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"-75,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,"-1,114,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-27,733,000","-12,470,000","-13,967,000","-15,284,000","-29,678,000","-21,312,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-27,733,000","-12,470,000","-13,967,000","-15,284,000","-29,678,000","-21,312,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-27,733,000","-12,470,000","-13,967,000","-15,284,000","-29,678,000","-21,312,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"6,464,352","5,071,101","321,703","96,428","67,572","21,767",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"6,464,352","5,071,101","321,703","96,428","67,572","21,767",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),60.132%,1476.330%,233.620%,42.704%,210.433%,22.880%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-4.290,-2.459,-43.416,-158.502,-439.206,-979.097,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-4.295,-2.460,-43.420,-158.502,-439.206,-979.097,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-22,692,000","-10,849,000","-11,712,000","-15,137,000","-10,768,000","-7,253,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-3.510,-2.139,-36.406,-156.977,-159.356,-333.211,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-28,872,000","-15,880,000","-11,398,000","-15,250,000","-12,331,000","-8,008,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"19,000","6,000","20,000","48,000","46,000","17,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-28,891,000","-15,886,000","-11,418,000","-15,298,000","-12,377,000","-8,025,000",Upgrade,Financials in USD,Fiscal year is January - December
