Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
"Selling, General & Admin","7,662,000","6,803,000","7,510,000","9,280,000","11,930,000","10,879,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"17,410,000","16,526,000","24,468,000","29,115,000","31,830,000","37,975,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"25,072,000","23,329,000","31,978,000","38,395,000","43,760,000","48,854,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-25,072,000","-23,329,000","-31,978,000","-38,395,000","-43,760,000","-48,854,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"1,696,000","1,584,000","654,000",-,"540,000","2,182,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-2,427,000","-5,284,000","-10,005,000","-4,831,000","-234,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-31,030,000",-,-,"-15,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-56,833,000","-27,029,000","-41,329,000","-43,241,000","-43,454,000","-46,672,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"22,000",-,"37,459,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-56,833,000","-27,029,000","-41,307,000","-43,241,000","-5,995,000","-46,672,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-56,833,000","-27,029,000","-41,307,000","-43,241,000","-5,995,000","-46,672,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-56,833,000","-27,029,000","-41,307,000","-43,241,000","-5,995,000","-46,672,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"56,147,407","48,025,274","46,553,511","41,854,110","29,478,878","29,349,810",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"56,147,407","48,025,274","46,553,511","41,854,110","29,478,878","29,349,810",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),18.451%,3.161%,11.228%,41.980%,0.440%,6.688%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.012,-0.563,-0.887,-1.033,-0.203,-1.590,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.012,-0.563,-0.890,-1.033,-0.203,-1.590,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-22,126,000","-23,969,000","-27,292,000","-36,720,000","-34,854,000","-37,346,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.394,-0.499,-0.586,-0.877,-1.182,-1.272,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-24,979,000","-23,178,000","-31,611,000","-37,935,000","-43,128,000","-48,111,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"93,000","151,000","367,000","460,000","632,000","743,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-25,072,000","-23,329,000","-31,978,000","-38,395,000","-43,760,000","-48,854,000",Upgrade,Financials in USD,Fiscal year is January - December
