Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters,,
Revenue,"5,361,000","5,433,000","466,000","447,000","213,000","594,000","758,000","100,000","261,000","3,518,000","3,000","20,807,000","8,836,000","928,000","701,000","2,057,000","2,116,000","1,133,000","3,465,000","4,020,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),2416.901%,814.646%,-38.522%,347.000%,-18.391%,-83.115%,25166.667%,-99.519%,-97.046%,279.095%,-99.572%,911.522%,317.580%,-18.094%,-79.769%,-48.831%,-55.293%,-85.461%,-45.502%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"4,823,000","2,438,000","5,345,000","4,171,000","4,672,000","5,312,000","9,386,000","4,217,000","2,042,000","2,380,000","4,042,000","4,993,000","5,989,000","6,933,000","2,466,000","5,665,000","7,867,000","6,451,000","7,930,000","8,432,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"538,000","2,995,000","-4,879,000","-3,724,000","-4,459,000","-4,718,000","-8,628,000","-4,117,000","-1,781,000","1,138,000","-4,039,000","15,814,000","2,847,000","-6,005,000","-1,765,000","-3,608,000","-5,751,000","-5,318,000","-4,465,000","-4,412,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,366,000","1,371,000","1,833,000","1,724,000","1,862,000","1,809,000","1,977,000","2,088,000","1,844,000","1,601,000","1,911,000","1,826,000","2,129,000","2,037,000","2,459,000","3,077,000","3,018,000","2,233,000","2,761,000","2,460,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Operating Expenses,-,-,-,"-41,000","-14,000",-,-,-,-,-,-,"30,000","-554,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,366,000","1,371,000","1,833,000","1,683,000","1,848,000","1,809,000","1,977,000","2,088,000","1,844,000","1,601,000","1,911,000","1,856,000","1,575,000","2,037,000","2,459,000","3,077,000","3,018,000","2,233,000","2,761,000","2,460,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-828,000","1,624,000","-6,712,000","-5,407,000","-6,307,000","-6,527,000","-10,605,000","-6,205,000","-3,625,000","-463,000","-5,950,000","13,958,000","1,272,000","-8,042,000","-4,224,000","-6,685,000","-8,769,000","-7,551,000","-7,226,000","-6,872,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,"-52,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"462,000","352,000","368,000","135,000","596,000","557,000","342,000","539,000","218,000","329,000","353,000",-,"14,000","9,000","161,000","335,000","149,000","481,000","116,000","368,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-366,000","1,976,000","-6,344,000","-5,272,000","-5,711,000","-5,970,000","-10,263,000","-5,666,000","-3,407,000","-134,000","-5,597,000","13,906,000","1,286,000","-8,033,000","-4,063,000","-6,350,000","-8,620,000","-7,070,000","-7,110,000","-6,504,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"436,000",-,-,-,"-119,000",-,-,-,"125,000",-,-,-,"-138,000",-,-,-,"-65,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-366,000","1,976,000","-6,344,000","-4,836,000","-5,711,000","-5,970,000","-10,263,000","-5,785,000","-3,407,000","-134,000","-5,597,000","14,031,000","1,286,000","-8,033,000","-4,063,000","-6,488,000","-8,620,000","-7,070,000","-7,110,000","-6,569,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"33,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-366,000","1,976,000","-6,344,000","-4,836,000","-5,711,000","-5,970,000","-10,263,000","-5,785,000","-3,407,000","-134,000","-5,597,000","14,031,000","1,286,000","-8,033,000","-4,063,000","-6,488,000","-8,620,000","-7,070,000","-7,110,000","-6,602,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-366,000","1,976,000","-6,344,000","-4,836,000","-5,711,000","-5,970,000","-10,263,000","-5,785,000","-3,407,000","-134,000","-5,597,000","14,031,000","1,286,000","-8,033,000","-4,063,000","-6,488,000","-8,620,000","-7,070,000","-7,110,000","-6,602,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"27,857,620","27,857,620","27,857,620","27,868,950","27,844,212","27,660,326","24,944,220","23,129,481","23,129,469","23,128,429","23,127,484","23,122,869","23,097,379","23,028,508","23,003,425","23,005,464","22,997,708","22,920,557","21,361,514","20,448,038",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"27,857,620","27,857,620","27,857,620","27,868,950","27,844,212","27,660,326","24,944,220","23,129,481","23,129,469","23,128,429","23,127,484","25,133,625","23,682,601","23,028,508","23,003,425","23,005,464","22,997,708","22,920,557","21,361,514","20,448,038",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),0.048%,0.713%,11.680%,20.491%,20.384%,19.594%,7.855%,-7.974%,-2.336%,0.434%,0.539%,9.251%,2.978%,0.471%,7.686%,12.507%,16.225%,20.953%,12.726%,7.815%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.013,0.071,-0.228,-0.174,-0.205,-0.216,-0.411,-0.250,-0.147,-0.006,-0.242,0.607,0.056,-0.349,-0.177,-0.282,-0.375,-0.308,-0.333,-0.323,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.013,0.071,-0.228,-0.178,-0.205,-0.216,-0.411,-0.250,-0.150,-0.006,-0.242,0.562,0.050,-0.349,-0.177,-0.285,-0.375,-0.308,-0.333,-0.323,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,10.035%,55.126%,-,-,-,-,-,-,-,32.348%,-,76.003%,32.220%,-,-251.783%,-175.401%,-271.786%,-,-128.860%,-109.751%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-15.445%,29.891%,-1440.343%,-1209.620%,-2961.033%,-1098.822%,-1399.077%,-6205.000%,-1388.889%,-13.161%,-198333.333%,67.083%,14.396%,-866.595%,-602.568%,-324.988%,-414.414%,-666.461%,-208.543%,-170.945%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-6.827%,36.370%,-1361.373%,-1081.879%,-2681.221%,-1005.051%,-1353.958%,-5785.000%,-1305.364%,-3.809%,-186566.667%,67.434%,14.554%,-865.625%,-579.601%,-315.411%,-407.372%,-624.007%,-205.195%,-164.229%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-742,500","1,686,500","-6,626,500","-5,321,500","-6,166,500","-6,434,500","-10,464,500","-6,064,500","-3,405,000","-299,500","-5,730,000","14,178,000","1,508,500","-7,805,000","-3,987,500","-6,448,500","-8,547,250","-7,316,000","-7,004,250","-6,650,250",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-13.850%,31.042%,-,-,-,-,-,-,-,-8.513%,-,68.141%,17.072%,-,-,-,-,-,-202.143%,-165.429%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"85,500","62,500","85,500","85,500","140,500","92,500","140,500","140,500","220,000","163,500","220,000","220,000","236,500","237,000","236,500","236,500","221,750","235,000","221,750","221,750",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-828,000","1,624,000","-6,712,000","-5,407,000","-6,307,000","-6,527,000","-10,605,000","-6,205,000","-3,625,000","-463,000","-5,950,000","13,958,000","1,272,000","-8,042,000","-4,224,000","-6,685,000","-8,769,000","-7,551,000","-7,226,000","-6,872,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-15.445%,29.891%,-,-,-,-,-,-,-,-13.161%,-,67.083%,14.396%,-,-,-,-,-,-208.542%,-170.945%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,"1,554,000",-,-,-,"100,000","261,000",-,-,"20,807,000","8,836,000","928,000",-,"8,771,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
