Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters,,
Revenue,-,-,-,-,"1,267,000","294,123,000","35,141,000","10,283,000","3,559,000","52,480,000","42,141,000","12,514,000","5,285,000","22,939,000","7,923,000","316,815,000","9,393,000","5,847,000","3,604,000","4,672,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-64.400%,460.448%,-16.611%,-17.828%,-32.658%,128.781%,431.882%,-96.050%,-43.735%,292.321%,119.839%,6681.143%,-30.954%,39.314%,-14.293%,-96.283%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"98,238,000","14,364,000","107,016,000","107,803,000","89,737,000","15,189,000","128,816,000","92,111,000","87,786,000","92,737,000","86,098,000","67,876,000","71,559,000","65,711,000","60,207,000","54,743,000","53,704,000","53,152,000","51,016,000","51,551,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-98,238,000","-14,364,000","-107,016,000","-107,803,000","-88,470,000","278,934,000","-93,675,000","-81,828,000","-84,227,000","-40,257,000","-43,957,000","-55,362,000","-66,274,000","-42,772,000","-52,284,000","262,072,000","-44,311,000","-47,305,000","-47,412,000","-46,879,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","24,949,000","25,194,000","25,236,000","24,769,000","25,325,000","26,120,000","27,140,000","23,516,000","23,259,000","21,159,000","22,541,000","21,759,000","19,319,000","19,045,000","18,936,000","17,994,000","15,805,000","13,972,000","12,555,000","10,879,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,"77,035,000",-,-,-,"82,331,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"24,949,000","102,229,000","25,236,000","24,769,000","25,325,000","108,451,000","27,140,000","23,516,000","23,259,000","21,159,000","22,541,000","21,759,000","19,319,000","19,045,000","18,936,000","17,994,000","15,805,000","13,972,000","12,555,000","10,879,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-123,187,000","-116,593,000","-132,252,000","-132,572,000","-113,795,000","170,483,000","-120,815,000","-105,344,000","-107,486,000","-61,416,000","-66,498,000","-77,121,000","-85,593,000","-61,817,000","-71,220,000","244,078,000","-60,116,000","-61,277,000","-59,967,000","-57,758,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-100,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-3,737,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"16,095,000","17,567,000","5,397,000","886,000","14,442,000","12,900,000","3,181,000","3,593,000","4,187,000","2,649,000","2,905,000","2,817,000","5,000","126,000","1,440,000",-,"1,044,000","1,598,000","1,762,000","1,721,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-200,000","200,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-,-,"900,000","1,000,000","1,000,000","900,000","6,496,000","900,000","1,000,000","900,000","900,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-107,192,000","-99,026,000","-126,855,000","-131,686,000","-99,353,000","183,383,000","-117,634,000","-101,751,000","-103,299,000","-58,767,000","-63,593,000","-73,404,000","-84,588,000","-60,691,000","-68,880,000","246,837,000","-58,172,000","-58,679,000","-57,505,000","-54,937,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,"10,516,000","12,243,000",-,-,"7,853,000","3,067,000",-,-,"-1,627,000","-2,432,000",-,-,"-1,161,000","-1,129,000",-,-,"607,000","987,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,-,"14,537,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-107,192,000","-99,026,000","-101,802,000","-119,443,000","-99,353,000","183,383,000","-109,781,000","-98,684,000","-103,299,000","-58,767,000","-65,220,000","-75,836,000","-84,588,000","-60,691,000","-70,041,000","245,708,000","-58,172,000","-58,679,000","-56,898,000","-53,950,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,-,"30,000",-,-,-,"-6,000",-,"27,000",-,"-575,000",-,-,-,"823,000","56,000","79,000","-135,000","75,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-107,192,000","-99,026,000","-101,802,000","-119,473,000","-99,353,000","183,383,000","-109,781,000","-98,678,000","-103,299,000","-58,794,000","-65,220,000","-75,261,000","-84,588,000","-60,691,000","-70,041,000","244,885,000","-58,228,000","-58,758,000","-56,763,000","-54,025,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-107,192,000","-99,026,000","-101,802,000","-119,473,000","-99,353,000","183,383,000","-109,781,000","-98,678,000","-103,299,000","-58,794,000","-65,220,000","-75,261,000","-84,588,000","-60,691,000","-70,041,000","244,885,000","-58,228,000","-58,758,000","-56,763,000","-54,025,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"169,456,988","168,831,329","149,404,188","138,245,382","137,644,534","137,047,227","136,524,528","132,877,411","123,473,390","123,008,558","122,673,935","122,164,561","121,742,067","121,291,435","120,884,665","120,161,578","107,490,702","105,717,912","102,419,718","96,078,950",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"169,456,988","168,831,329","149,404,188","138,245,382","137,644,534","140,930,625","136,524,528","132,877,411","123,473,390","123,008,558","122,673,935","122,164,561","121,742,067","121,291,435","120,884,665","128,297,841","107,490,702","105,717,912","102,419,718","96,078,950",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),23.112%,19.797%,9.434%,4.040%,11.477%,14.570%,11.291%,8.769%,1.422%,1.416%,1.480%,-4.781%,13.258%,14.731%,18.029%,33.534%,12.134%,10.705%,7.828%,-1.706%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.633,-0.587,-0.681,-0.864,-0.722,1.338,-0.804,-0.743,-0.837,-0.478,-0.532,-0.616,-0.695,-0.500,-0.579,2.038,-0.542,-0.556,-0.554,-0.562,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.633,-0.590,-0.681,-0.864,-0.722,1.300,-0.804,-0.743,-0.837,-0.480,-0.532,-0.616,-0.695,-0.500,-0.580,1.908,-0.542,-0.556,-0.554,-0.565,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-63,023,000","-96,006,000","-115,770,000","-100,892,000","-89,431,000","-119,019,000","-61,588,000","-77,512,000","-63,096,000","-45,791,000","-76,150,000","-68,547,000","-43,309,000","-54,993,000","-53,040,000","512,720,000","-620,000","-43,672,000","-55,371,000","-50,416,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.372,-0.569,-0.775,-0.730,-0.650,-0.845,-0.451,-0.583,-0.511,-0.372,-0.621,-0.561,-0.356,-0.453,-0.439,3.996,-0.006,-0.413,-0.541,-0.525,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-,94.836%,-266.569%,-,-,-76.709%,-104.309%,-,-,-186.460%,-,82.721%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-8981.452%,57.963%,-343.801%,-1024.448%,-3020.118%,-117.027%,-157.799%,-616.278%,-1619.546%,-269.484%,-898.902%,77.041%,-640.009%,-1048.008%,-1663.901%,-1236.259%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-7841.594%,62.349%,-312.401%,-959.623%,-2902.473%,-112.031%,-154.766%,-601.414%,-1600.530%,-264.576%,-884.021%,77.296%,-619.908%,-1004.926%,-1575.000%,-1156.357%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-7058.485%,-40.466%,-175.260%,-753.788%,-1772.858%,-87.254%,-180.703%,-547.763%,-819.470%,-239.736%,-669.443%,161.836%,-6.601%,-746.913%,-1536.376%,-1079.110%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-120,918,000","-114,651,000","-130,090,000","-130,365,500","-111,578,000","172,768,000","-110,768,000","-101,253,000","-105,345,000","-59,344,000","-64,419,000","-75,027,000","-83,406,000","-59,613,000","-69,112,000","246,199,000","-57,960,000","-59,132,000","-57,858,000","-55,703,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,58.740%,-,-,-,-113.079%,-152.865%,-,-,-259.876%,-,77.711%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"2,269,000","1,942,000","2,162,000","2,206,500","2,217,000","2,285,000","10,047,000","4,091,000","2,141,000","2,072,000","2,079,000","2,094,000","2,187,000","2,204,000","2,108,000","2,121,000","2,156,000","2,145,000","2,109,000","2,055,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-123,187,000","-116,593,000","-132,252,000","-132,572,000","-113,795,000","170,483,000","-120,815,000","-105,344,000","-107,486,000","-61,416,000","-66,498,000","-77,121,000","-85,593,000","-61,817,000","-71,220,000","244,078,000","-60,116,000","-61,277,000","-59,967,000","-57,758,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,57.963%,-,-,-,-117.027%,-157.799%,-,-,-269.484%,-,77.041%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Effective Tax Rate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.335%,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,"1,267,000","294,123,000","35,141,000","10,283,000","3,559,000","52,480,000","42,141,000","12,514,000","5,285,000","22,939,000","7,923,000","316,815,000","9,393,000","5,847,000","3,604,000","4,672,000",Upgrade,Financials in USD,Fiscal year is January - December
