Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"46,333,000","50,641,000","55,902,000","27,138,000","40,134,000","44,319,000","36,161,000","34,367,000","15,735,000","29,806,000","60,827,000","16,543,000","155,973,000","24,364,000","38,429,000","64,999,000","44,032,000","42,888,000","24,401,000","7,974,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),15.446%,14.265%,54.592%,-21.035%,155.062%,48.692%,-40.551%,107.743%,-89.912%,22.336%,58.284%,-74.549%,254.226%,-43.192%,57.489%,715.137%,32.730%,-77.612%,2.255%,-92.620%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"27,003,000","39,284,000","64,145,000","89,376,000","65,437,000","101,186,000","77,977,000","49,428,000","79,490,000","77,772,000","93,256,000","106,323,000","79,146,000","125,645,000","78,077,000","80,748,000","60,683,000","64,490,000","55,872,000","57,703,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"19,330,000","11,357,000","-8,243,000","-62,238,000","-25,303,000","-56,867,000","-41,816,000","-15,061,000","-63,755,000","-47,966,000","-32,429,000","-89,780,000","76,827,000","-101,281,000","-39,648,000","-15,749,000","-16,651,000","-21,602,000","-31,471,000","-49,729,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","17,554,000","22,276,000","22,820,000","41,229,000","25,573,000","31,181,000","34,275,000","51,091,000","29,902,000","30,258,000","30,564,000","45,461,000","25,853,000","32,554,000","30,779,000","42,249,000","-48,981,000","63,535,000","49,603,000","50,707,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"17,554,000","22,276,000","22,820,000","41,229,000","25,573,000","31,181,000","34,275,000","51,091,000","29,902,000","30,258,000","30,564,000","45,461,000","25,853,000","32,554,000","30,779,000","42,249,000","-48,981,000","63,535,000","49,603,000","50,707,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"1,776,000","-10,919,000","-31,063,000","-103,467,000","-50,876,000","-88,048,000","-76,091,000","-66,152,000","-93,657,000","-78,224,000","-62,993,000","-135,241,000","50,974,000","-133,835,000","-70,427,000","-57,998,000","32,330,000","-85,137,000","-81,074,000","-100,436,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-4,994,000","-4,783,000","-4,996,000","-5,068,000","-5,022,000","-3,069,000","-2,372,000","-1,119,000","-84,000","-141,000","-97,000","-110,000","-109,000","-355,000","-501,000","-538,000","-580,000","-651,000","-633,000","-667,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,802,000",-,-,"2,496,000","4,296,000","2,652,000","1,307,000","5,924,000","1,798,000","5,199,000",-,-,-,-,-,"264,000","1,482,000",-,"3,423,000","3,042,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"898,000","1,177,000","589,000","615,000","677,000","550,000","796,000","280,000","407,000","565,000","320,000","343,000","342,000","562,000","-240,000","-189,000","-13,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,"-1,281,000","2,570,000",-,-,-,-,"-5,000,000",-,-,"-317,000","1,022,000","-1,303,000","-363,000","-453,000",-,-,"-356,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"1,482,000","-15,806,000","-32,900,000","-105,424,000","-50,925,000","-87,915,000","-76,360,000","-66,067,000","-91,536,000","-72,601,000","-63,087,000","-133,986,000","49,904,000","-133,991,000","-71,621,000","-58,461,000","33,219,000","-86,144,000","-78,284,000","-98,061,000",Upgrade,Financials in USD,Fiscal year is January - December
