Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"2,789,484","300,677",-,-,-,-,-,-,-,-,"81,526","164,962","30,414","79,708","110,417","251,621","415,458","440,602","715,977","268,514",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-,-,-,-,-,-,-26.165%,-34.440%,-92.679%,-81.909%,-84.578%,-6.291%,24.684%,109.869%,96.572%,-10.285%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"7,402,884","4,276,868","4,425,728","6,233,870","6,947,979","4,719,728","2,819,189","3,764,562","2,721,196","1,307,177","1,330,544","12,894,191","1,224,362","832,835","602,783","757,346","416,756","461,421","808,936","436,096",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-4,613,400","-3,976,191","-4,425,728","-6,233,870","-6,947,979","-4,719,728","-2,819,189","-3,764,562","-2,721,196","-1,307,177","-1,249,018","-12,729,229","-1,193,948","-753,127","-492,366","-505,725","-1,298","-20,819","-92,959","-167,582",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","1,241,176","1,086,030","1,457,353","1,459,880","1,651,775","1,459,093","1,451,425","1,622,939","1,249,337","935,311","1,179,024","1,014,512","757,432","733,499","1,071,710","831,364","435,013","427,292","502,345","423,485",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"1,241,176","1,086,030","1,457,353","1,459,880","1,651,775","1,459,093","1,451,425","1,622,939","1,249,337","935,311","1,179,024","1,014,512","757,432","733,499","1,071,710","831,364","435,013","427,292","502,345","423,485",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-5,854,576","-5,062,221","-5,883,081","-7,693,750","-8,599,754","-6,178,821","-4,270,614","-5,387,501","-3,970,533","-2,242,488","-2,428,042","-13,743,741","-1,951,380","-1,486,626","-1,564,076","-1,337,089","-436,311","-448,111","-595,304","-591,067",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-14,083","-7,292",-,-,-,-,-,-,-,-,-,-,-,-531,-755,-802,"-134,427","-7,153","-1,142","-1,220",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"53,191","5,471","32,949","101,342","190,936","251,201","232,698","3,692","2,431",789,527,738,877,"1,068","2,053","1,369",90,60,752,"1,694",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-5,815,468","-5,064,042","-5,850,132","-7,592,408","-8,408,818","-5,927,620","-4,037,916","-5,383,809","-3,968,102","-2,241,699","-2,427,515","-13,743,003","-1,950,503","-1,486,089","-1,562,778","-1,336,522","-570,648","-455,204","-595,694","-590,593",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,-,-,-,"172,056",-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-5,815,468","-5,064,042","-5,850,132","-7,592,408","-8,408,818","-5,927,620","-4,037,916","-5,383,809","-3,968,102","-2,241,699","-2,427,515","-13,743,003","-1,950,503","-1,314,033","-1,562,778","-1,336,522","-570,648","-455,204","-595,694","-590,593",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-5,815,468","-5,064,042","-5,850,132","-7,592,408","-8,408,818","-5,927,620","-4,037,916","-5,383,809","-3,968,102","-2,241,699","-2,427,515","-13,743,003","-1,950,503","-1,314,033","-1,562,778","-1,336,522","-570,648","-455,204","-595,694","-590,593",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-5,815,468","-5,064,042","-5,850,132","-7,592,408","-8,408,818","-5,927,620","-4,037,916","-5,383,809","-3,968,102","-2,241,699","-2,427,515","-13,743,003","-1,950,503","-1,314,033","-1,562,778","-1,336,522","-570,648","-455,204","-595,694","-590,593",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"6,404,797","2,539,878","2,367,050","1,980,557","1,769,604","1,562,910","1,755,905","1,762,521","1,564,112","848,113","473,965","425,640","423,287","421,520","355,471","255,029","52,199","46,077","15,626",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"6,404,797","2,539,878","2,367,050","1,980,557","1,769,604","1,562,910","1,755,905","1,762,521","1,564,112","848,113","473,965","425,640","423,287","421,520","355,471","255,029","52,199","46,077","15,626",-,Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),261.934%,62.510%,34.805%,12.371%,13.138%,84.281%,270.471%,314.087%,269.516%,101.204%,33.334%,66.899%,710.910%,814.817%,2174.869%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.908,-1.994,-2.471,-3.833,-4.752,-3.793,-2.300,-3.055,-2.537,-2.643,-5.122,-32.288,-4.608,-3.117,-4.396,-5.241,-10.932,-9.879,-38.122,-,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.908,-1.994,-2.471,-3.833,-4.752,-3.793,-2.300,-3.055,-2.537,-2.643,-5.122,-32.288,-4.608,-3.117,-4.396,-5.241,-10.932,-9.879,-38.122,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-9,317,836","-1,941,048","-5,683,730","-10,296,894","-5,101,870","-6,060,949","-3,762,872","-7,064,236","-3,851,029","-3,853,775","-4,395,426","-6,683,149","-1,661,494","-1,278,468","-1,621,027","-1,696,272","-285,596","-566,873","-358,620","-284,094",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.455,-0.764,-2.401,-5.199,-2.883,-3.878,-2.143,-4.008,-2.462,-4.544,-9.274,-15.701,-3.925,-3.033,-4.560,-6.651,-5.471,-12.303,-22.950,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-165.385%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-200.987%,-0.312%,-4.725%,-12.984%,-62.411%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-209.880%,-1683.608%,-,-,-,-,-,-,-,-,-2978.243%,-8331.459%,-6416.058%,-1865.090%,-1416.517%,-531.390%,-105.019%,-101.704%,-83.146%,-220.125%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-208.478%,-1684.213%,-,-,-,-,-,-,-,-,-2977.596%,-8331.011%,-6413.175%,-1648.558%,-1415.342%,-531.165%,-137.354%,-103.314%,-83.200%,-219.949%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-334.034%,-645.559%,-,-,-,-,-,-,-,-,-5391.441%,-4051.326%,-5462.925%,-1603.939%,-1468.095%,-674.138%,-68.742%,-128.659%,-50.088%,-105.802%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-5,824,168","-5,038,478","-5,863,505","-7,671,537","-8,582,435","-6,161,503","-4,253,295","-5,373,430","-3,952,858","-2,230,219","-2,415,773","-13,732,026","-1,942,445","-1,473,272","-1,559,559","-1,320,416","-435,317","-442,072","-594,310","-588,410",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-208.790%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-104.780%,-100.334%,-83.007%,-219.136%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"30,408","23,743","19,576","22,213","17,319","17,318","17,319","14,071","17,675","12,269","12,269","11,715","8,935","13,354","4,517","16,673",994,"6,039",994,"2,657",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-5,854,576","-5,062,221","-5,883,081","-7,693,750","-8,599,754","-6,178,821","-4,270,614","-5,387,501","-3,970,533","-2,242,488","-2,428,042","-13,743,741","-1,951,380","-1,486,626","-1,564,076","-1,337,089","-436,311","-448,111","-595,304","-591,067",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-209.880%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-105.019%,-101.704%,-83.146%,-220.125%,Upgrade,Financials in USD,Fiscal year is January - December
