Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Operating Revenue,"573,236,000","477,635,000","401,001,000","406,837,000","329,789,000","270,550,000","219,140,000","174,159,000","137,981,000","75,194,000","23,412,000","26,022,000","857,000","312,243,000","158,155,000","4,469,899","7,674,000","3,108,608","19,171,000","17,519,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,"15,642,000","11,793,000","11,512,000","11,003,000","10,050,000","10,485,000","10,740,000","3,698,000","8,508,000","9,989,000","8,068,000","7,662,000","6,248,000","7,819,000","9,260,000","5,397,117","3,795,000","4,850,824","4,237,000","3,887,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"588,878,000","489,428,000","412,513,000","417,840,000","339,839,000","281,035,000","229,880,000","177,857,000","146,489,000","85,183,000","31,480,000","33,684,000","7,105,000","320,062,000","167,415,000","9,867,016","11,469,000","7,959,433","23,408,000","21,406,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),73.281%,74.152%,79.447%,134.930%,131.989%,229.919%,630.241%,428.016%,1961.773%,-73.385%,-81.196%,241.380%,-38.050%,3921.166%,615.204%,-53.905%,16.095%,-29.450%,-41.505%,354.191%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"295,012,000","277,669,000","268,147,000","345,850,000","227,754,000","219,533,000","184,190,000","160,583,000","246,945,000","131,929,000","153,340,000","167,174,000","139,439,000","151,579,000","122,328,000","69,620,067","74,566,000","82,434,635","94,917,000","74,865,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"293,866,000","211,759,000","144,366,000","71,990,000","112,085,000","61,502,000","45,690,000","17,274,000","-100,456,000","-46,746,000","-121,860,000","-133,490,000","-132,334,000","168,483,000","45,087,000","-59,753,051","-63,097,000","-74,475,203","-71,509,000","-53,459,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","277,698,000","255,699,000","235,995,000","208,826,000","191,930,000","161,977,000","149,172,000","135,287,000","108,181,000","127,798,000","100,866,000","97,423,000","80,622,000","73,346,000","56,253,000","48,853,968","38,736,000","39,749,086","25,038,000","22,835,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"277,698,000","255,699,000","235,995,000","208,826,000","191,930,000","161,977,000","149,172,000","135,287,000","108,181,000","127,798,000","100,866,000","97,423,000","80,622,000","73,346,000","56,253,000","48,853,968","38,736,000","39,749,086","25,038,000","22,835,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"16,168,000","-43,940,000","-91,629,000","-136,836,000","-79,845,000","-100,475,000","-103,482,000","-118,013,000","-208,637,000","-174,544,000","-222,726,000","-230,913,000","-212,956,000","95,137,000","-11,166,000","-108,607,019","-101,833,000","-114,224,289","-96,547,000","-76,294,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-676,000","-572,000","-512,000","-67,000","-231,000","-207,000","-188,000",-,"-785,000","-1,178,000","-953,000",-,"-295,000","-1,189,000","-420,000",-,-,"-1,960,388","-4,998,000","-3,020,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"40,586,000","38,933,000","38,895,000","25,884,000","30,049,000","20,441,000","16,588,000","12,574,000","8,007,000","4,912,000","821,000","4,117,000",-,"864,000",-,"6,976,716","495,000","3,221,579","1,742,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,"-1,981,000","-1,521,000","-1,792,000","-1,788,000","-743,000","-1,619,000","-261,000","-677,000",-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"33,927,000","-7,903,000","-19,312,000","37,418,000","-32,509,000","-2,001,000","11,165,000","60,259,000","-39,609,000","-46,169,000","-7,213,000","-14,063,000","-17,615,000","10,442,000","-28,817,000","-57,859,665","-56,095,000","-23,213,254","20,845,000","-20,877,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"-211,000",-,-,-,"-850,000",-,-,"-1,000","-683,000","1,000",-,"2,000","2,751,000",-,-,-,"-19,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"88,024,000","-15,003,000","-74,350,000","-75,600,000","-83,279,000","-83,861,000","-76,178,000","-46,707,000","-241,024,000","-216,979,000","-230,072,000","-241,542,000","-230,865,000","105,254,000","-40,401,000","-156,738,968","-157,433,000","-136,176,351","-78,958,000","-100,210,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,"14,422,000",-,-,-,"5,467,000",-,-,-,"-3,338,000",-,-,"11,152,000","-7,535,208","228,000","934,000",-,"7,621,000",Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"88,024,000","-15,003,000","-74,350,000","-61,178,000","-83,279,000","-83,861,000","-76,178,000","-41,240,000","-241,024,000","-216,979,000","-230,072,000","-244,880,000","-230,865,000","105,254,000","-29,249,000","-164,274,176","-157,205,000","-135,242,351","-78,958,000","-92,589,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"-3,386,000","-44,069,000","-12,753,000","37,994,000","-10,637,000","10,507,000","-47,307,000","-2,624,000","-5,982,000","-8,229,000","-2,885,000","-7,062,000","2,749,000","1,651,000","11,184,000","-218,102","454,000","1,266,602","1,088,000","319,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"91,410,000","29,066,000","-61,597,000","-99,172,000","-72,642,000","-94,368,000","-28,871,000","-38,616,000","-235,042,000","-208,750,000","-227,187,000","-237,818,000","-233,614,000","103,603,000","-40,433,000","-164,056,074","-157,659,000","-136,508,953","-80,046,000","-92,908,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"91,410,000","29,066,000","-61,597,000","-99,172,000","-72,642,000","-94,368,000","-28,871,000","-38,616,000","-235,042,000","-208,750,000","-227,187,000","-237,818,000","-233,614,000","103,603,000","-40,433,000","-164,056,074","-157,659,000","-136,508,953","-80,046,000","-92,908,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"60,087,498","59,490,437","59,309,996","59,118,827","58,128,233","55,828,239","55,555,186","55,364,124","55,203,655","54,802,339","52,084,335","45,979,325","57,046,579","51,334,661","49,946,515","47,489,064","47,200,498","44,166,012","42,786,194","40,829,638",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"65,762,589","64,591,111","59,309,996","59,118,827","58,128,233","55,828,239","55,555,186","55,364,124","55,203,655","54,802,339","52,084,335","45,979,325","57,046,579","54,527,894","49,946,515","47,489,064","47,200,498","44,166,012","42,786,194","40,829,638",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),13.134%,15.696%,6.759%,6.782%,5.298%,1.872%,6.664%,20.411%,-3.231%,0.503%,4.280%,-3.179%,20.860%,23.461%,16.735%,16.310%,23.826%,16.132%,7.774%,13.493%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),1.521,0.489,-1.039,-1.678,-1.250,-1.690,-0.520,-0.697,-4.258,-3.809,-4.362,-5.172,-4.095,2.018,-0.810,-3.455,-3.340,-3.091,-1.871,-2.276,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),1.390,0.448,-1.039,-1.678,-1.250,-1.690,-0.520,-0.702,-4.260,-3.809,-4.362,-5.172,-4.095,1.900,-0.810,-3.455,-3.340,-3.091,-1.871,-2.276,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,49.903%,43.267%,34.997%,17.229%,32.982%,21.884%,19.875%,9.712%,-68.576%,-54.877%,-,-,-,52.641%,26.931%,-,-,-,-,-249.738%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,2.746%,-8.978%,-22.212%,-32.748%,-23.495%,-35.752%,-45.016%,-66.353%,-142.425%,-204.905%,-707.516%,-685.527%,-2997.270%,29.725%,-6.670%,-1100.708%,-887.898%,-1435.081%,-412.453%,-356.414%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,15.523%,5.939%,-14.932%,-23.734%,-21.375%,-33.579%,-12.559%,-21.712%,-160.450%,-245.061%,-721.687%,-706.027%,-3288.023%,32.370%,-24.151%,-1662.672%,-1374.653%,-1715.059%,-341.960%,-434.028%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"42,123,750","-39,628,500","-65,673,250","-110,880,250","-54,665,750","-99,123,000","-78,302,750","-92,833,750","-208,129,000","-173,014,000","-222,218,000","-230,405,000","-212,710,578","96,618,500","-10,917,467","-108,365,019","-101,688,000","-113,401,789","-96,402,000","-76,149,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,7.153%,-8.097%,-15.920%,-26.537%,-16.086%,-35.271%,-34.062%,-52.196%,-142.078%,-203.109%,-,-,-,30.187%,-6.521%,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
