Fiscal Quarter,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+6 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+6 Quarters,,
"Selling, General & Admin","18,471,000","18,808,000","14,823,000","13,215,000","13,841,000","15,402,000","12,422,000","11,775,000","11,875,000","11,946,000","15,241,000","11,515,000","16,289,000","11,181,000","10,302,000","10,549,000","8,998,000","9,664,000","4,015,000","6,088,000",Upgrade,Financials in USD,Fiscal year is April - March
Research & Development,"97,272,000","75,473,000","66,056,000","48,338,000","47,959,000","50,575,000","51,837,000","42,252,000","37,739,000","28,429,000","31,986,000","29,756,000","21,361,000","18,705,000","18,615,000","21,091,000","11,976,000","16,922,000","14,168,000","4,953,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Expenses,"115,743,000","94,281,000","80,879,000","61,553,000","61,800,000","65,977,000","64,259,000","54,027,000","49,614,000","40,375,000","47,227,000","41,271,000","37,650,000","29,886,000","28,917,000","31,640,000","20,974,000","26,586,000","18,183,000","11,041,000",Upgrade,Financials in USD,Fiscal year is April - March
Operating Income,"-115,743,000","-94,281,000","-80,879,000","-61,553,000","-61,800,000","-65,977,000","-64,259,000","-54,027,000","-49,614,000","-40,375,000","-47,227,000","-41,271,000","-37,650,000","-29,886,000","-28,917,000","-31,640,000","-20,974,000","-26,586,000","-18,183,000","-11,041,000",Upgrade,Financials in USD,Fiscal year is April - March
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-376,000",Upgrade,Financials in USD,Fiscal year is April - March
Interest & Investment Income,"6,073,000","7,180,000","8,379,000","8,933,000","3,572,000","4,065,000","3,480,000","2,944,000","1,154,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is April - March
Other Non Operating Income (Expenses),"629,000","28,000","-2,587,000","1,094,000","20,000","464,000","356,000","-1,757,000","793,000","354,000","44,000","-114,000","-84,000","-626,000","680,000","-503,000","225,000","-74,000","-127,000","221,000",Upgrade,Financials in USD,Fiscal year is April - March
EBT Excluding Unusual Items,"-109,041,000","-87,073,000","-75,087,000","-51,526,000","-58,208,000","-61,448,000","-60,423,000","-52,840,000","-47,667,000","-40,021,000","-47,183,000","-41,385,000","-37,734,000","-30,512,000","-28,237,000","-32,143,000","-20,749,000","-26,660,000","-18,310,000","-11,196,000",Upgrade,Financials in USD,Fiscal year is April - March
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-2,300,000",-,Upgrade,Financials in USD,Fiscal year is April - March
Pretax Income,"-109,041,000","-87,073,000","-75,087,000","-51,526,000","-58,208,000","-73,948,000","-60,423,000","-62,840,000","-47,667,000","-40,021,000","-47,183,000","-41,385,000","-37,734,000","-30,512,000","-28,237,000","-32,143,000","-20,749,000","-26,660,000","-20,610,000","-11,196,000",Upgrade,Financials in USD,Fiscal year is April - March
Income Tax Expense,"78,000","77,000","232,000","-108,000","454,000","-11,000","-991,000","387,000","261,000","352,000","-12,000",-,"-31,000","-41,000","-79,000","-367,000","40,000","48,000","-59,000","100,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income,"-109,119,000","-87,150,000","-75,319,000","-51,418,000","-58,662,000","-73,937,000","-59,432,000","-63,227,000","-47,928,000","-40,373,000","-47,171,000","-41,385,000","-37,703,000","-30,471,000","-28,158,000","-31,776,000","-20,789,000","-26,708,000","-20,551,000","-11,296,000",Upgrade,Financials in USD,Fiscal year is April - March
Net Income to Common,"-109,119,000","-87,150,000","-75,319,000","-51,418,000","-58,662,000","-73,937,000","-59,432,000","-63,227,000","-47,928,000","-40,373,000","-47,171,000","-41,385,000","-37,703,000","-30,471,000","-28,158,000","-31,776,000","-20,789,000","-26,708,000","-20,551,000","-11,296,000",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Basic),"146,468,991","146,085,729","145,355,546","144,523,034","131,155,642","130,503,264","129,632,592","128,574,190","116,572,820","116,557,508","116,337,733","115,025,191","109,078,427","97,976,982","97,971,243","97,920,460","84,353,438","70,818,867","54,655,376","41,035,055",Upgrade,Financials in USD,Fiscal year is April - March
Shares Outstanding (Diluted),"146,468,991","146,085,729","145,355,546","144,523,034","131,155,642","130,503,264","129,632,592","128,574,190","116,572,820","116,557,508","116,337,733","115,025,191","109,078,427","97,976,982","97,971,243","97,920,460","84,353,438","70,818,867","54,655,376","41,035,055",Upgrade,Financials in USD,Fiscal year is April - March
Shares Change (YoY),11.676%,11.940%,12.129%,12.404%,12.510%,11.965%,11.428%,11.779%,6.871%,18.964%,18.747%,17.468%,29.311%,38.349%,79.253%,138.626%,118.587%,83.514%,42.941%,11.705%,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Basic),-0.745,-0.597,-0.518,-0.356,-0.447,-0.567,-0.458,-0.492,-0.411,-0.346,-0.405,-0.360,-0.346,-0.311,-0.287,-0.325,-0.246,-0.377,-0.376,-0.275,Upgrade,Financials in USD,Fiscal year is April - March
EPS (Diluted),-0.745,-0.597,-0.518,-0.356,-0.447,-0.567,-0.458,-0.492,-0.411,-0.346,-0.405,-0.360,-0.346,-0.311,-0.287,-0.325,-0.246,-0.377,-0.376,-0.275,Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow,"-88,843,000","-76,381,000","-59,849,000","-47,229,000","-60,094,000","-47,415,000","-55,819,000","-46,493,000","-20,217,000","-65,861,000","-33,074,000","-31,969,000","-20,091,000","-21,232,000","-22,591,000","-22,844,000","-24,257,000","-13,845,000","-23,060,000","-4,431,000",Upgrade,Financials in USD,Fiscal year is April - March
Free Cash Flow Per Share,-0.607,-0.523,-0.412,-0.327,-0.458,-0.363,-0.431,-0.362,-0.173,-0.565,-0.284,-0.278,-0.184,-0.217,-0.231,-0.233,-0.288,-0.195,-0.422,-0.108,Upgrade,Financials in USD,Fiscal year is April - March
EBITDA,"-115,654,000","-94,201,000","-80,815,000","-61,495,000","-61,744,000","-65,924,000","-64,205,000","-53,978,000","-49,568,000","-40,331,000","-47,188,000","-41,238,000","-37,622,000","-29,860,000","-28,895,000","-31,621,000","-20,960,000","-26,576,000","-18,177,000","-11,036,000",Upgrade,Financials in USD,Fiscal year is April - March
D&A For EBITDA,"89,000","80,000","64,000","58,000","56,000","53,000","54,000","49,000","46,000","44,000","39,000","33,000","28,000","26,000","22,000","19,000","14,000","10,000","6,000","5,000",Upgrade,Financials in USD,Fiscal year is April - March
EBIT,"-115,743,000","-94,281,000","-80,879,000","-61,553,000","-61,800,000","-65,977,000","-64,259,000","-54,027,000","-49,614,000","-40,375,000","-47,227,000","-41,271,000","-37,650,000","-29,886,000","-28,917,000","-31,640,000","-20,974,000","-26,586,000","-18,183,000","-11,041,000",Upgrade,Financials in USD,Fiscal year is April - March
