Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"168,041,000","117,447,000","83,524,000","69,104,000","48,479,000","51,137,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Revenue,"1,097,000","12,746,000","5,071,000","3,372,000","392,000","28,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"169,138,000","130,193,000","88,595,000","72,476,000","48,871,000","51,165,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),48.150%,46.953%,22.240%,48.301%,-4.484%,23.671%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"46,412,000","39,640,000","25,383,000","18,214,000","14,463,000","16,749,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"122,726,000","90,553,000","63,212,000","54,262,000","34,408,000","34,416,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","120,487,000","83,090,000","58,243,000","39,815,000","31,247,000","33,039,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"10,811,000","6,652,000","3,050,000","11,084,000","2,413,000","2,083,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"131,298,000","89,742,000","61,293,000","50,899,000","33,660,000","35,122,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-8,572,000","811,000","1,919,000","3,363,000","748,000","-706,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-21,535,000","-21,324,000","-7,244,000","-5,436,000","-2,236,000","-2,500,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,"-11,133,000","-5,334,000","-4,746,000","2,768,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"144,000","-276,000","171,000","238,000","19,000",-,Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-29,963,000","-20,789,000","-16,287,000","-7,169,000","-6,215,000","-438,000",Upgrade,Financials in USD,Fiscal year is January - December
Merger & Restructuring Charges,-,-,-,-,-,"-3,781,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-2,755,000","3,092,000","-2,914,000","-10,126,000","3,255,000","3,780,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,"-168,000","-168,000","5,190,000","-41,000","-92,000","630,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-380,000","-380,000",-,"-249,000","-363,000","-259,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,-,-,-,"-1,500,000",-,"-49,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,"-5,465,000",-,"1,211,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-33,266,000","-23,710,000","-14,011,000","-17,874,000","-3,415,000","-117,000",Upgrade,Financials in USD,Fiscal year is January - December
