Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,-,-,-,-,"2,014,000","6,564,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-,-,-,-,-69.317%,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"14,767,000","15,169,000","12,392,000","8,794,000","6,034,000","4,004,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-14,767,000","-15,169,000","-12,392,000","-8,794,000","-4,020,000","2,560,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","5,547,000","5,990,000","5,745,000","5,427,000","5,566,000","4,863,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"5,547,000","5,990,000","5,745,000","5,427,000","5,566,000","4,863,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-20,314,000","-21,159,000","-18,137,000","-14,221,000","-9,586,000","-2,303,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,"-2,000","-4,000","-8,000","-19,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"662,000","640,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"-50,000","-65,000","-18,000","-9,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,"12,000","49,000","-54,000","256,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-19,702,000","-20,584,000","-18,145,000","-14,185,000","-9,648,000","-2,066,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,"-19,092,000",-,-,"-46,103,000",Upgrade,Financials in USD,Fiscal year is January - December
Legal Settlements,"1,000,000","2,600,000","-1,600,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-18,702,000","-17,984,000","-38,837,000","-14,185,000","-9,648,000","-48,169,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-18,702,000","-17,984,000","-38,837,000","-14,185,000","-9,648,000","-48,169,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-18,702,000","-17,984,000","-38,837,000","-14,185,000","-9,648,000","-48,169,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"10,185,750","9,651,000","8,143,000","7,364,000","4,601,415","2,654,916",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"10,185,750","9,651,000","8,143,000","7,364,000","4,601,415","2,654,916",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),11.545%,18.519%,10.578%,60.038%,73.317%,13.746%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.836,-1.863,-4.769,-1.926,-2.097,-18.143,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.836,-1.863,-4.769,-1.926,-2.097,-18.143,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-16,718,000","-14,784,000","-21,509,000","-12,771,000","-10,070,000","-1,708,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.641,-1.532,-2.641,-1.734,-2.188,-0.643,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,-,-199.603%,39.001%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-,-,-,-,-475.968%,-35.085%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-,-,-,-,-479.047%,-733.836%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-,-,-,-,-500.000%,-26.021%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-20,176,000","-20,970,000","-17,952,000","-14,031,000","-9,429,000","-2,205,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-,-,-33.592%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"138,000","189,000","185,000","190,000","157,000","98,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-20,314,000","-21,159,000","-18,137,000","-14,221,000","-9,586,000","-2,303,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-,-,-35.085%,Upgrade,Financials in USD,Fiscal year is January - December
