Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters,,
Revenue,"366,000","1,552,000","5,885,000","2,202,000","1,753,000","1,844,000","1,499,000","1,708,000","1,872,000","1,331,000","1,160,000","456,000","1,069,000","2,254,000","1,390,000","2,000,000","4,372,000","3,500,000","2,762,000","1,685,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-79.122%,-15.835%,292.595%,28.923%,-6.357%,38.542%,29.224%,274.561%,75.117%,-40.949%,-16.547%,-77.200%,-75.549%,-35.600%,-49.674%,18.694%,210.953%,-27.371%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"814,000","2,834,000","3,512,000","3,516,000","3,963,000","4,165,000","3,874,000","4,467,000","5,287,000","4,337,000","4,149,000","2,959,000","4,026,000","4,541,000","3,856,000","-12,344,000","3,873,000","3,184,000","5,287,000","4,208,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-448,000","-1,282,000","2,373,000","-1,314,000","-2,210,000","-2,321,000","-2,375,000","-2,759,000","-3,415,000","-3,006,000","-2,989,000","-2,503,000","-2,957,000","-2,287,000","-2,466,000","14,344,000","499,000","316,000","-2,525,000","-2,523,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","2,209,000","2,001,000","1,626,000","911,000","1,729,000","1,670,000","2,210,000","1,566,000","1,685,000","1,553,000","1,974,000","1,540,000","1,656,000","1,562,000","1,619,000","1,409,000","1,776,000","1,490,000","2,212,000","1,589,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,609,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"2,209,000","2,001,000","1,626,000","911,000","1,729,000","1,670,000","2,210,000","1,566,000","1,685,000","1,553,000","1,974,000","1,540,000","1,656,000","1,562,000","1,619,000","17,018,000","1,776,000","1,490,000","2,212,000","1,589,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-2,657,000","-3,283,000","747,000","-2,225,000","-3,939,000","-3,991,000","-4,585,000","-4,325,000","-5,100,000","-4,559,000","-4,963,000","-4,043,000","-4,613,000","-3,849,000","-4,085,000","-2,674,000","-1,277,000","-1,174,000","-4,737,000","-4,112,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"101,000","133,000","160,000","192,000","217,000","236,000","222,000","191,000","102,000","15,000","1,000","1,000","1,000","2,000","3,000","4,000","13,000","13,000","52,000","74,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-31,000","-43,000","-82,000","-50,000","-52,000","-61,000","-85,000","-82,000","-54,000","-51,000","-11,000","11,000","5,000","-5,000","-22,000","-229,000","-9,289,000","-9,000","-1,000","-3,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-2,587,000","-3,193,000","825,000","-2,083,000","-3,774,000","-3,816,000","-4,448,000","-4,216,000","-5,052,000","-4,595,000","-4,973,000","-4,031,000","-4,607,000","-3,852,000","-4,104,000","-2,899,000","-10,553,000","-1,170,000","-4,686,000","-4,041,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,"-3,577,000",-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Assets,-,"-2,618,000",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-2,587,000","-5,811,000","825,000","-2,083,000","-3,774,000","-3,816,000","-4,448,000","-4,216,000","-5,052,000","-4,595,000","-4,973,000","-4,031,000","-8,184,000","-3,852,000","-4,104,000","-2,899,000","-10,553,000","-1,170,000","-4,686,000","-4,041,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-2,587,000","-5,811,000","825,000","-2,083,000","-3,774,000","-3,816,000","-4,448,000","-4,216,000","-5,052,000","-4,595,000","-4,973,000","-4,031,000","-8,184,000","-3,852,000","-4,104,000","-2,899,000","-10,553,000","-1,170,000","-4,686,000","-4,041,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,"3,197,000",-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-2,587,000","-5,811,000","825,000","-2,083,000","-3,774,000","-3,816,000","-4,448,000","-4,216,000","-5,052,000","-4,595,000","-4,973,000","-7,228,000","-8,184,000","-3,852,000","-4,104,000","-2,899,000","-10,553,000","-1,170,000","-4,686,000","-4,041,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"3,652,285","3,652,285","3,652,285","3,652,289","3,652,285","3,652,285","3,650,769","3,641,291","3,478,157","3,372,090","3,297,280","2,871,935","2,812,454","2,812,454","2,301,610","1,807,941","1,696,225","1,218,829","1,023,473","1,016,683",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"3,652,285","3,652,285","3,652,285","3,652,289","3,652,285","3,652,285","3,650,769","3,641,291","3,478,157","3,372,090","3,297,280","2,871,935","2,812,454","2,812,454","2,301,610","1,807,941","1,696,225","1,218,829","1,023,473","1,016,683",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),-,-,0.042%,0.302%,5.006%,8.309%,10.721%,26.789%,23.670%,19.898%,43.260%,58.851%,65.807%,130.750%,124.882%,77.827%,67.161%,26.854%,194.757%,307.696%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.708,-1.591,0.226,-0.570,-1.033,-1.045,-1.218,-1.158,-1.452,-1.363,-1.508,-2.517,-2.910,-1.370,-1.783,-1.603,-6.221,-0.960,-4.579,-3.975,Upgrade,Financials in USD,Fiscal year is January - December
