Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Operating Revenue,"493,000","424,000","477,000","931,000","20,993,000","443,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue,"493,000","424,000","477,000","931,000","20,993,000","443,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),39.266%,-11.111%,-48.765%,-95.565%,4638.826%,-87.677%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,-,-,-,-,"1,392,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"493,000","424,000","477,000","931,000","19,601,000","443,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","13,907,000","13,375,000","16,387,000","20,299,000","89,543,000","45,114,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"24,285,000","16,307,000","18,385,000","19,543,000","43,533,000","51,202,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"38,192,000","29,682,000","34,772,000","39,842,000","133,076,000","96,316,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-37,699,000","-29,258,000","-34,295,000","-38,911,000","-113,475,000","-95,873,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,"-5,610,000","-4,390,000","-921,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"3,754,000","1,386,000","363,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"-135,000","968,000","1,083,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-33,945,000","-27,872,000","-33,932,000","-44,656,000","-116,897,000","-95,711,000",Upgrade,Financials in USD,Fiscal year is January - December
Impairment of Goodwill,-,-,-,-,"-4,545,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,-,-,-,-,"142,000","357,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,-,-,-,-,"-84,726,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-33,945,000","-27,872,000","-33,932,000","-44,656,000","-255,826,000","-95,354,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,-,"13,000","-448,000","-258,000","-176,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-33,945,000","-27,872,000","-33,945,000","-44,208,000","-255,568,000","-95,178,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Discontinued Operations,"-55,000","-580,000","10,735,000","-29,121,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-34,000,000","-28,452,000","-23,210,000","-73,329,000","-255,568,000","-95,178,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,"149,000","149,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-34,149,000","-28,601,000","-23,210,000","-73,329,000","-255,568,000","-95,178,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"39,763,750","10,273,000","3,186,000","2,859,000","1,801,001","471,389",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"39,763,750","10,273,000","3,186,000","2,859,000","1,801,001","471,389",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1119.934%,222.442%,11.438%,58.745%,282.063%,31.225%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-0.859,-2.784,-7.285,-25.648,-141.903,-201.910,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-0.859,-2.784,-7.285,-25.648,-141.903,-201.910,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-30,110,000","-25,341,000","-29,200,000","-56,367,000","-137,195,000","-74,452,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.757,-2.467,-9.165,-19.716,-76.177,-157.942,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,100.000%,100.000%,100.000%,100.000%,93.369%,100.000%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-7646.856%,-6900.472%,-7189.727%,-4179.484%,-540.537%,-21641.761%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-6926.775%,-6745.519%,-4865.828%,-7876.369%,-1217.396%,-21484.876%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-6107.505%,-5976.651%,-6121.593%,-6054.458%,-653.527%,-16806.321%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,-,"-29,186,000","-34,223,000","-38,802,000","-113,134,000","-95,523,000",Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,-,"72,000","72,000","109,000","341,000","350,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-37,699,000","-29,258,000","-34,295,000","-38,911,000","-113,475,000","-95,873,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,"493,000","424,000","477,000","931,000","20,993,000","443,000",Upgrade,Financials in USD,Fiscal year is January - December
