Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2014,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2014,,
Revenue,"5,624,000",-,"458,000","40,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),1127.948%,-,-98.855%,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"543,000",-,"346,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"5,081,000",-,"112,000","40,000,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","119,637,000","50,353,000","24,579,000","33,907,000","29,772,000","9,986,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,"36,748,000","16,112,000","39,649,000","63,776,000","36,238,000","33,134,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"156,385,000","66,465,000","64,228,000","97,683,000","66,010,000","43,120,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-151,304,000","-66,465,000","-64,116,000","-57,683,000","-66,010,000","-43,120,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-13,848,000","-2,057,000","-521,000","-340,000","-35,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"14,560,000","12,761,000","2,821,000","14,000","121,000","964,000",Upgrade,Financials in USD,Fiscal year is January - December
Currency Exchange Gain (Loss),"2,487,000","1,866,000","-3,817,000","176,000","2,060,000","-399,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,"2,246,000","-1,136,000","2,066,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-148,105,000","-53,895,000","-65,633,000","-55,587,000","-65,000,000","-40,489,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-3,653,000",-,"-2,815,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-151,758,000","-53,895,000","-68,448,000","-55,587,000","-65,000,000","-40,489,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,"1,965,000","474,000","253,000","-18,000","146,000","72,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-153,723,000","-54,369,000","-68,701,000","-55,569,000","-65,146,000","-40,561,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-153,723,000","-54,369,000","-68,701,000","-55,569,000","-65,146,000","-40,561,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"80,878,927","79,267,833","66,133,941","59,148,557","32,866,582","13,165,830",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"80,878,927","79,267,833","66,133,941","59,148,557","32,866,582","13,165,830",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),3.551%,19.860%,11.810%,79.966%,149.635%,0.206%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.901,-0.686,-1.039,-0.939,-1.982,-3.081,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.934,-0.720,-1.040,-0.939,-1.982,-3.081,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-103,814,000","-50,222,000","-59,891,000","-33,266,000","-45,158,000","-42,921,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.284,-0.634,-0.906,-0.562,-1.374,-3.260,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,90.345%,-,24.454%,100.000%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-2690.327%,-,-13999.127%,-144.208%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-2733.339%,-,-15000.218%,-138.922%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-1845.910%,-,-13076.638%,-83.165%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-150,297,000","-65,788,000","-63,480,000","-57,054,000","-65,387,000","-42,610,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,-142.635%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"1,007,000","677,000","636,000","629,000","623,000","510,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-151,304,000","-66,465,000","-64,116,000","-57,683,000","-66,010,000","-43,120,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-,-,-,-144.208%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
