Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+7 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+7 Quarters,,
Revenue,"14,269,000","11,772,000","7,410,000","316,192,000","17,193,000","20,116,000","24,208,000","20,037,000","15,799,000","16,652,000","8,432,000","51,069,000","763,000","6,000","6,000","6,000","6,000","6,000","6,000","6,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-17.007%,-41.479%,-69.390%,1478.041%,8.823%,20.802%,187.097%,-60.765%,1970.642%,277433.333%,140433.333%,851050.000%,12616.667%,0%,0%,0%,0%,0%,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"94,258,000","87,041,000","84,818,000","140,077,000","100,050,000","97,608,000","99,646,000","86,341,000","85,287,000","74,556,000","65,410,000","-58,172,000","54,623,000","45,577,000","190,106,000","32,451,000","29,825,000","19,354,000","21,549,000","20,217,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-79,989,000","-75,269,000","-77,408,000","176,115,000","-82,857,000","-77,492,000","-75,438,000","-66,304,000","-69,488,000","-57,904,000","-56,978,000","109,241,000","-53,860,000","-45,571,000","-190,100,000","-32,445,000","-29,819,000","-19,348,000","-21,543,000","-20,211,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","26,515,000","29,626,000","26,724,000","43,257,000","25,410,000","24,656,000","23,490,000","22,681,000","21,815,000","24,062,000","19,247,000","17,772,000","15,774,000","13,403,000","10,273,000","8,354,000","7,502,000","6,937,000","6,812,000","6,160,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"26,515,000","29,626,000","26,724,000","43,257,000","25,410,000","24,656,000","23,490,000","22,681,000","21,815,000","24,062,000","19,247,000","17,772,000","15,774,000","13,403,000","10,273,000","8,354,000","7,502,000","6,937,000","6,812,000","6,160,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-106,504,000","-104,895,000","-104,132,000","132,858,000","-108,267,000","-102,148,000","-98,928,000","-88,985,000","-91,303,000","-81,966,000","-76,225,000","91,469,000","-69,634,000","-58,974,000","-200,373,000","-40,799,000","-37,321,000","-26,285,000","-28,355,000","-26,371,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,"-52,000","-21,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"12,127,000","14,190,000","11,849,000","12,064,000","12,698,000","11,953,000","9,961,000","7,611,000","4,982,000","2,060,000","644,000","54,000","9,000",-,-,"535,000","169,000",-,"597,000","321,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Equity Investments,-,-,-,-,-,-,-,-,"-25,500,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),"-200,000","5,500,000","-2,900,000","-1,900,000","4,700,000","-900,000","5,600,000","3,000,000","-4,900,000","12,200,000","13,600,000","7,400,000","35,800,000","-42,300,000","-1,900,000","-54,700,000","2,700,000","-8,450,000","-2,700,000","-1,800,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-94,577,000","-85,205,000","-95,183,000","143,022,000","-90,869,000","-91,095,000","-83,367,000","-78,374,000","-116,721,000","-67,706,000","-61,981,000","98,923,000","-33,825,000","-101,326,000","-202,294,000","-94,964,000","-34,452,000","-34,735,000","-30,458,000","-27,850,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"-2,064,000","-7,586,000","-3,353,000","-722,000","-11,221,000","6,148,000","-12,797,000","21,578,000","10,431,000","-4,124,000","-7,685,000","-4,270,000","-4,892,000","25,814,000","1,039,000","-500,000",-,"517,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Other Unusual Items,"-27,000","1,779,000","-133,000","1,863,000","6,002,000","2,171,000","-296,000","19,447,000","-875,000","-120,000","452,000","-4,407,000","10,599,000","-741,000","-305,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-96,668,000","-91,012,000","-98,669,000","144,163,000","-96,088,000","-82,776,000","-96,460,000","-37,349,000","-107,165,000","-71,950,000","-69,214,000","-64,707,000","-28,118,000","-76,253,000","-201,560,000","-95,464,000","-34,452,000","-34,218,000","-30,458,000","-27,850,000",Upgrade,Financials in USD,Fiscal year is January - December
Income Tax Expense,-,"39,000",-,"1,366,000",-,-,-,"1,000,000","2,410,000",-,-,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-96,668,000","-91,051,000","-98,669,000","142,797,000","-96,088,000","-82,776,000","-96,460,000","-38,349,000","-109,575,000","-71,950,000","-69,214,000","-64,707,000","-28,118,000","-76,253,000","-201,560,000","-95,464,000","-34,452,000","-34,218,000","-30,458,000","-27,850,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-96,668,000","-91,051,000","-98,669,000","142,797,000","-96,088,000","-82,776,000","-96,460,000","-38,349,000","-109,575,000","-71,950,000","-69,214,000","-64,707,000","-28,118,000","-76,253,000","-201,560,000","-95,464,000","-34,452,000","-34,218,000","-30,458,000","-27,850,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,277,000","3,263,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-96,668,000","-91,051,000","-98,669,000","142,797,000","-96,088,000","-82,776,000","-96,460,000","-38,349,000","-109,575,000","-71,950,000","-69,214,000","-64,707,000","-28,118,000","-76,253,000","-201,560,000","-95,464,000","-34,452,000","-34,218,000","-31,735,000","-31,113,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"82,410,095","82,312,467","81,698,633","80,858,517","79,024,647","76,335,175","72,273,829","70,777,542","70,343,196","70,210,227","68,703,864","67,988,717","66,377,611","62,210,239","60,210,120","56,544,620","50,087,747","49,430,138","30,725,077","7,156,157",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"82,410,095","82,312,467","81,698,633","82,702,302","79,024,647","76,335,175","72,273,829","70,777,542","70,343,196","70,210,227","68,703,864","67,988,717","66,377,611","62,210,239","60,210,120","56,544,620","50,087,747","49,430,138","30,725,077","7,156,157",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),4.284%,7.830%,13.040%,16.848%,12.342%,8.724%,5.196%,4.102%,5.974%,12.860%,14.107%,20.239%,32.523%,25.855%,95.964%,690.153%,645.598%,692.302%,430.156%,31.887%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.173,-1.106,-1.208,1.766,-1.216,-1.084,-1.335,-0.542,-1.558,-1.025,-1.007,-0.952,-0.424,-1.226,-3.348,-1.688,-0.688,-0.692,-1.033,-4.348,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.173,-1.106,-1.208,1.727,-1.216,-1.084,-1.335,-0.542,-1.558,-1.025,-1.007,-0.952,-0.424,-1.226,-3.348,-1.688,-0.688,-0.692,-1.033,-4.348,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-89,702,000","-84,970,000","-102,185,000","131,484,000","-97,732,000","-100,847,000","-115,832,000","-77,452,000","-86,283,000","-73,920,000","211,231,000","-11,539,000","-2,773,000","-48,711,000","-50,056,000","-32,423,000","-24,032,000","-25,204,000","-30,439,000","-19,960,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-1.088,-1.032,-1.251,1.590,-1.237,-1.321,-1.603,-1.094,-1.227,-1.053,3.075,-0.170,-0.042,-0.783,-0.831,-0.573,-0.480,-0.510,-0.991,-2.789,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-,-,-,55.699%,-,-,-,-,-,-,-,213.909%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-746.401%,-891.055%,-1405.290%,42.018%,-629.716%,-507.795%,-408.658%,-444.103%,-577.904%,-492.229%,-903.997%,179.109%,-9126.343%,-982900.000%,-3339550.000%,-679983.333%,-622016.667%,-438083.333%,-472583.333%,-439516.667%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-677.469%,-773.454%,-1331.565%,45.161%,-558.879%,-411.493%,-398.463%,-191.391%,-693.557%,-432.080%,-820.849%,-126.705%,-3685.190%,-1270883.333%,-3359333.333%,-1591066.667%,-574200.000%,-570300.000%,-528916.667%,-518550.000%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-628.650%,-721.797%,-1379.015%,41.584%,-568.441%,-501.327%,-478.486%,-386.545%,-546.130%,-443.911%,2505.111%,-22.595%,-363.434%,-811850.000%,-834266.667%,-540383.333%,-400533.333%,-420066.667%,-507316.667%,-332666.667%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-101,029,000","-99,319,000","-98,701,000","138,220,000","-103,080,000","-97,332,000","-94,281,000","-85,041,000","-87,830,000","-78,548,000","-72,913,000","94,103,000","-67,884,000","-57,305,000","-198,975,000","-39,527,000","-36,103,000","-25,140,000","-27,255,000","-25,369,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-,-,-,43.714%,-,-,-,-,-,-,-,184.266%,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"5,475,000","5,576,000","5,431,000","5,362,000","5,187,000","4,816,000","4,647,000","3,944,000","3,473,000","3,418,000","3,312,000","2,634,000","1,750,000","1,669,000","1,398,000","1,272,000","1,218,000","1,145,000","1,100,000","1,002,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-106,504,000","-104,895,000","-104,132,000","132,858,000","-108,267,000","-102,148,000","-98,928,000","-88,985,000","-91,303,000","-81,966,000","-76,225,000","91,469,000","-69,634,000","-58,974,000","-200,373,000","-40,799,000","-37,321,000","-26,285,000","-28,355,000","-26,371,000",Upgrade,Financials in USD,Fiscal year is January - December
