Fiscal Year,TTM,FY 2023,FY 2022,FY 2021,FY 2020,FY 2019,2018 - 2017,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Dec '23 Dec 31, 2023","Dec '22 Dec 31, 2022","Dec '21 Dec 31, 2021","Dec '20 Dec 31, 2020","Dec '19 Dec 31, 2019",2018 - 2017,,
Revenue,"177,282,000","170,276,000","185,308,000","154,344,000","98,382,000","85,071,000",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-1.340%,-8.112%,20.062%,56.882%,15.647%,52.832%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"182,158,000","197,670,000","199,665,000","191,644,000","138,602,000","92,979,000",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-4,876,000","-27,394,000","-14,357,000","-37,300,000","-40,220,000","-7,908,000",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","160,566,000","172,513,000","184,130,000","169,967,000","110,894,000","68,785,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"162,270,000","174,212,000","185,829,000","171,666,000","112,597,000","70,483,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-167,146,000","-201,606,000","-200,186,000","-208,966,000","-152,817,000","-78,391,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-11,640,000","-13,800,000","-4,238,000",-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Interest & Investment Income,"6,366,000","6,347,000","4,797,000","8,901,000","7,363,000","7,588,000",Upgrade,Financials in USD,Fiscal year is January - December
Other Non Operating Income (Expenses),-,-,-,-,-,"-2,266,000",Upgrade,Financials in USD,Fiscal year is January - December
EBT Excluding Unusual Items,"-172,420,000","-209,059,000","-199,627,000","-200,065,000","-145,454,000","-73,069,000",Upgrade,Financials in USD,Fiscal year is January - December
Gain (Loss) on Sale of Investments,"9,709,000","9,184,000","-741,000","-7,233,000","-773,000","4,463,000",Upgrade,Financials in USD,Fiscal year is January - December
Asset Writedown,"-32,634,000","-25,429,000",-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Pretax Income,"-195,345,000","-225,304,000","-200,368,000","-207,298,000","-146,227,000","-68,606,000",Upgrade,Financials in USD,Fiscal year is January - December
Earnings From Continuing Operations,"-195,345,000","-225,304,000","-200,368,000","-207,298,000","-146,227,000","-68,606,000",Upgrade,Financials in USD,Fiscal year is January - December
Minority Interest in Earnings,"104,000","54,000","177,000","19,000",-,-,Upgrade,Financials in USD,Fiscal year is January - December
Net Income,"-195,241,000","-225,250,000","-200,191,000","-207,279,000","-146,227,000","-68,606,000",Upgrade,Financials in USD,Fiscal year is January - December
Preferred Dividends & Other Adjustments,-,-,-,-,-,"964,000",Upgrade,Financials in USD,Fiscal year is January - December
Net Income to Common,"-195,241,000","-225,250,000","-200,191,000","-207,279,000","-146,227,000","-69,570,000",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Basic),"146,407,765","144,383,294","142,515,917","140,354,915","131,216,468","69,165,315",Upgrade,Financials in USD,Fiscal year is January - December
Shares Outstanding (Diluted),"146,407,765","144,383,294","142,515,917","140,354,915","131,216,468","69,165,315",Upgrade,Financials in USD,Fiscal year is January - December
Shares Change (YoY),1.727%,1.310%,1.540%,6.964%,89.714%,447.637%,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Basic),-1.334,-1.560,-1.405,-1.477,-1.114,-1.006,Upgrade,Financials in USD,Fiscal year is January - December
EPS (Diluted),-1.338,-1.560,-1.405,-1.477,-1.114,-1.006,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow,"-114,535,000","-167,021,000","-200,294,000","-254,473,000","-168,486,000","194,204,000",Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Per Share,-0.782,-1.157,-1.405,-1.813,-1.284,2.808,Upgrade,Financials in USD,Fiscal year is January - December
Gross Margin,-2.750%,-16.088%,-7.748%,-24.167%,-40.881%,-9.296%,Upgrade,Financials in USD,Fiscal year is January - December
Operating Margin,-94.283%,-118.400%,-108.029%,-135.390%,-155.330%,-92.148%,Upgrade,Financials in USD,Fiscal year is January - December
Profit Margin,-110.130%,-132.285%,-108.031%,-134.297%,-148.632%,-81.779%,Upgrade,Financials in USD,Fiscal year is January - December
Free Cash Flow Margin,-64.606%,-98.088%,-108.087%,-164.874%,-171.257%,228.285%,Upgrade,Financials in USD,Fiscal year is January - December
EBITDA,"-146,946,000","-179,375,000","-179,266,000","-195,013,000","-144,345,000","-70,600,000",Upgrade,Financials in USD,Fiscal year is January - December
EBITDA Margin,-82.888%,-105.344%,-96.739%,-126.350%,-146.719%,-82.990%,Upgrade,Financials in USD,Fiscal year is January - December
D&A For EBITDA,"20,200,000","22,231,000","20,920,000","13,953,000","8,472,000","7,791,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT,"-167,146,000","-201,606,000","-200,186,000","-208,966,000","-152,817,000","-78,391,000",Upgrade,Financials in USD,Fiscal year is January - December
EBIT Margin,-94.282%,-118.400%,-108.029%,-135.390%,-155.330%,-92.148%,Upgrade,Financials in USD,Fiscal year is January - December
Revenue as Reported,-,-,-,-,-,"85,071,000",Upgrade,Financials in USD,Fiscal year is January - December
Advertising Expenses,-,-,-,-,"14,500,000","6,600,000",Upgrade,Financials in USD,Fiscal year is January - December
