Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters,,
Revenue,"102,265,000","100,504,000","87,149,000","65,830,000","69,228,000","68,864,000","62,797,000","62,601,000","57,540,000","48,176,000","46,724,000","44,171,000","43,103,000","36,935,000","20,103,000","15,094,000","14,651,000","10,995,000","8,218,000","4,645,268",Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),47.722%,45.946%,38.779%,5.158%,20.313%,42.943%,34.400%,41.724%,33.494%,30.435%,132.423%,192.639%,194.198%,235.925%,144.622%,224.933%,197.812%,542.982%,380.585%,3500.983%,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"102,899,000","-4,250,000","88,264,000","107,185,000","84,246,000","-9,376,000","69,809,000","87,870,000","119,568,000","83,491,000","69,497,000","193,790,000","67,306,000","153,092,000","211,357,000","229,533,000","4,934,000","2,896,000","2,084,000","1,575,233",Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-634,000","104,754,000","-1,115,000","-41,355,000","-15,018,000","78,240,000","-7,012,000","-25,269,000","-62,028,000","-35,315,000","-22,773,000","-149,619,000","-24,203,000","-116,157,000","-191,254,000","-214,439,000","9,717,000","8,099,000","6,134,000","3,070,035",Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","67,219,000","79,710,000","69,194,000","82,626,000","68,552,000","67,920,000","62,510,000","72,024,000","66,555,000","63,401,000","56,991,000","69,577,000","59,002,000","54,414,000","35,838,000","40,966,000","27,874,000","23,758,000","18,714,000","23,024,192",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,"101,108,000",-,-,-,"109,820,000",-,-,-,-,-,-,-,-,-,"-160,149,000","58,100,000","68,307,000","33,742,000","32,095,437",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"67,219,000","180,818,000","69,194,000","82,626,000","68,552,000","177,740,000","62,510,000","72,024,000","66,555,000","63,401,000","56,991,000","69,577,000","59,002,000","54,414,000","35,838,000","-119,183,000","85,974,000","92,065,000","52,456,000","55,119,629",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-67,853,000","-76,064,000","-70,309,000","-123,981,000","-83,570,000","-99,500,000","-69,522,000","-97,293,000","-128,583,000","-98,716,000","-79,764,000","-219,196,000","-83,205,000","-170,571,000","-227,092,000","-95,256,000","-76,257,000","-83,966,000","-46,322,000","-52,049,594",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,"-745,000","-492,000","-113,000",-,-,-,-,-,-,-,-,-,-,-,-,"-24,000","-43,000","-55,000","-59,000","-293,000",Upgrade,Financials in USD,Fiscal year is January - December
