Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters,Currency,Fiscal_Year_period
Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters,,
Revenue,"1,269,000","1,061,000","986,000","2,681,000","3,239,000","6,886,000","2,723,000","3,537,000","4,106,000","3,693,000","2,571,000","367,000","1,537,000","1,545,000","910,000",-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Revenue Growth (YoY),-60.821%,-84.592%,-63.790%,-24.201%,-21.115%,86.461%,5.912%,863.760%,167.144%,139.029%,182.527%,-,-,-,-,-,-,-,-,-,Upgrade,Financials in USD,Fiscal year is January - December
Cost of Revenue,"16,774,000","21,099,000","16,366,000","22,257,000","15,867,000","16,781,000","18,135,000","19,100,000","17,791,000","16,510,000","31,676,000","28,598,000","28,132,000","24,554,000","22,869,000","28,081,000","17,332,000","17,176,000","17,302,000",-,Upgrade,Financials in USD,Fiscal year is January - December
Gross Profit,"-15,505,000","-20,038,000","-15,380,000","-19,576,000","-12,628,000","-9,895,000","-15,412,000","-15,563,000","-13,685,000","-12,817,000","-29,105,000","-28,231,000","-26,595,000","-23,009,000","-21,959,000","-28,081,000","-17,332,000","-17,176,000","-17,302,000",-,Upgrade,Financials in USD,Fiscal year is January - December
"Selling, General & Admin","4,626,000","6,376,000","6,666,000","5,697,000","6,443,000","9,246,000","8,506,000","7,119,000","5,263,000","7,576,000","6,452,000","9,717,000","6,473,000","6,556,000","5,781,000","6,205,000","4,225,000","4,095,000","3,419,000","3,554,000",Upgrade,Financials in USD,Fiscal year is January - December
Research & Development,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"14,973,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Expenses,"4,626,000","6,376,000","6,666,000","5,697,000","6,443,000","9,246,000","8,506,000","7,119,000","5,263,000","7,576,000","6,452,000","9,717,000","6,473,000","6,556,000","5,781,000","6,205,000","4,225,000","4,095,000","3,419,000","18,527,000",Upgrade,Financials in USD,Fiscal year is January - December
Operating Income,"-20,131,000","-26,414,000","-22,046,000","-25,273,000","-19,071,000","-19,141,000","-23,918,000","-22,682,000","-18,948,000","-20,393,000","-35,557,000","-37,948,000","-33,068,000","-29,565,000","-27,740,000","-34,286,000","-21,557,000","-21,271,000","-20,721,000","-18,527,000",Upgrade,Financials in USD,Fiscal year is January - December
Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-192,000",-,-,"-38,000",Upgrade,Financials in USD,Fiscal year is January - December
